crime,hot,spots,1,4,4
data,in,a,1,4,4
date,september,language,1,4,4
did,not,have,1,4,4
director,of,the,2,8,4
effect,on,the,1,4,4
english,document,type,1,4,4
first,full,year,1,4,4
from,in,to,1,4,4
grew,up,in,1,4,4
hate,crime,is,1,4,4
in,a,new,1,4,4
in,other,jurisdictions,1,4,4
in,part,because,1,4,4
in,response,to,2,8,4
in,some,of,1,4,4
in,the,last,2,8,4
in,the,world,1,4,4
in,united,states,1,4,4
in,washington,d,1,4,4
language,english,document,1,4,4
load,date,september,1,4,4
many,of,them,1,4,4
of,california,at,1,4,4
of,force,incidents,2,8,4
of,the,cases,1,4,4
off,the,streets,1,4,4
officers,and,the,1,4,4
on,the,west,1,4,4
one,of,them,1,4,4
people,who,have,1,4,4
percent,of,all,1,4,4
september,language,english,1,4,4
showed,that,the,1,4,4
solely,on,the,1,4,4
that,the,use,1,4,4
the,beginning,of,1,4,4
the,crime,scene,1,4,4
the,goals,of,1,4,4
the,needs,of,1,4,4
the,office,of,1,4,4
the,police,can,1,4,4
the,s,the,1,4,4
the,white,house,1,4,4
there,are,more,1,4,4
they,are,the,1,4,4
to,comment,on,1,4,4
to,continue,to,1,4,4
to,live,in,1,4,4
to,reveal,the,1,4,4
to,the,u,1,4,4
u,s,attorney,1,4,4
warrant,to,search,1,4,4
the,number,of,8,31,3.875
in,the,first,5,19,3.8
across,the,country,4,15,3.75
a,series,of,2,7,3.5
across,the,nation,2,7,3.5
crimes,such,as,2,7,3.5
data,on,the,2,7,3.5
is,one,of,2,7,3.5
response,to,the,2,7,3.5
back,to,the,3,10,3.333333333
according,to,the,8,26,3.25
a,crime,will,1,3,3
a,direct,result,1,3,3
a,five,year,1,3,3
a,group,of,1,3,3
a,length,words,1,3,3
a,letter,to,1,3,3
a,man,in,1,3,3
a,network,of,1,3,3
a,person,of,1,3,3
a,slew,of,1,3,3
a,state,of,2,6,3
a,year,old,2,6,3
about,percent,of,1,3,3
addition,to,the,1,3,3
an,officer,in,1,3,3
and,property,crime,1,3,3
and,social,services,1,3,3
and,the,department,1,3,3
and,this,is,1,3,3
approach,to,policing,1,3,3
are,worried,that,1,3,3
as,a,victim,1,3,3
between,and,the,1,3,3
can,do,to,1,3,3
charges,against,the,1,3,3
com,load,date,2,6,3
copyright,the,new,1,3,3
copyright,toronto,star,1,3,3
crime,on,the,1,3,3
criminal,charges,in,1,3,3
direct,result,of,1,3,3
executive,director,of,2,6,3
five,years,of,1,3,3
for,the,department,1,3,3
for,the,same,1,3,3
important,to,the,1,3,3
in,an,email,1,3,3
in,law,enforcement,3,9,3
in,the,privacy,1,3,3
in,the,process,1,3,3
in,the,state,1,3,3
in,there,were,1,3,3
it,down,to,1,3,3
last,year,the,1,3,3
long,history,of,1,3,3
ltd,all,rights,2,6,3
may,be,a,1,3,3
member,of,the,1,3,3
more,difficult,to,1,3,3
more,than,people,1,3,3
nation,s,largest,1,3,3
newspaper,copyright,toronto,1,3,3
of,force,the,1,3,3
of,the,community,2,6,3
of,the,lapd,1,3,3
of,the,more,1,3,3
of,the,violent,1,3,3
of,which,are,1,3,3
of,which,were,1,3,3
on,the,city,1,3,3
part,of,an,1,3,3
pg,a,length,1,3,3
place,at,the,1,3,3
questions,about,how,1,3,3
rate,in,the,1,3,3
said,they,were,1,3,3
sheriff,s,office,1,3,3
take,advantage,of,1,3,3
tens,of,thousands,1,3,3
that,could,have,1,3,3
that,led,to,1,3,3
that,of,all,1,3,3
that,this,is,2,6,3
the,approval,of,1,3,3
the,case,and,1,3,3
the,city,has,1,3,3
the,community,and,1,3,3
the,department,and,1,3,3
the,intersection,of,1,3,3
the,last,decade,1,3,3
the,past,three,1,3,3
the,police,as,1,3,3
the,police,that,1,3,3
the,violent,crime,1,3,3
there,s,been,1,3,3
think,there,s,1,3,3
to,a,call,1,3,3
to,an,increase,1,3,3
to,get,the,1,3,3
to,report,the,1,3,3
to,seek,the,1,3,3
to,support,his,1,3,3
to,this,article,1,3,3
toronto,star,newspapers,1,3,3
u,s,in,1,3,3
united,states,in,1,3,3
violence,in,the,1,3,3
violent,crime,rates,1,3,3
was,the,first,1,3,3
we,re,at,1,3,3
were,responsible,for,1,3,3
what,we,ve,1,3,3
will,expand,to,1,3,3
with,more,than,1,3,3
with,the,approval,1,3,3
years,of,age,1,3,3
york,times,company,1,3,3
you,want,to,1,3,3
local,law,enforcement,5,14,2.8
the,nation,s,4,11,2.75
in,the,city,7,18,2.571428571
and,the,city,2,5,2.5
around,the,world,2,5,2.5
at,the,location,2,5,2.5
be,the,biggest,2,5,2.5
for,up,to,2,5,2.5
in,addition,to,4,10,2.5
in,recent,years,4,10,2.5
in,the,area,2,5,2.5
is,in,the,2,5,2.5
led,to,a,2,5,2.5
of,the,year,2,5,2.5
on,the,street,6,15,2.5
than,percent,of,2,5,2.5
according,to,a,3,7,2.333333333
the,city,s,15,34,2.266666667
out,of,the,4,9,2.25
the,department,s,7,15,2.142857143
a,chance,to,2,4,2
a,crime,that,1,2,2
a,crisis,of,1,2,2
a,first,step,1,2,2
a,long,history,1,2,2
a,message,that,1,2,2
a,warrant,for,1,2,2
a,warrant,to,1,2,2
a,well,known,1,2,2
across,the,board,1,2,2
across,the,city,1,2,2
african,americans,in,1,2,2
agency,llc,load,1,2,2
amounts,to,a,1,2,2
an,all,time,1,2,2
an,environment,that,1,2,2
an,image,of,2,4,2
and,did,not,1,2,2
and,if,the,1,2,2
and,if,there,1,2,2
and,in,one,1,2,2
and,make,a,1,2,2
and,members,of,1,2,2
and,regional,news,1,2,2
and,said,they,1,2,2
any,member,of,1,2,2
are,filled,with,1,2,2
are,looking,for,1,2,2
are,responsible,for,1,2,2
are,the,people,1,2,2
as,a,direct,1,2,2
as,new,york,1,2,2
as,the,department,1,2,2
as,to,what,1,2,2
at,an,all,1,2,2
at,the,end,2,4,2
at,the,lapd,1,2,2
attorney,s,office,5,10,2
be,willing,to,1,2,2
been,convicted,of,1,2,2
been,working,as,1,2,2
beginning,of,the,1,2,2
black,men,in,1,2,2
but,he,was,1,2,2
but,there,s,2,4,2
by,the,time,1,2,2
by,tribune,content,2,4,2
can,be,made,1,2,2
can,t,get,1,2,2
cities,across,the,1,2,2
com,distributed,by,1,2,2
coming,after,you,1,2,2
commissioner,ray,kelly,1,2,2
company,of,documents,1,2,2
content,agency,llc,1,2,2
convicted,of,assault,1,2,2
could,not,be,1,2,2
crime,during,the,1,2,2
crime,such,as,1,2,2
crimes,in,the,1,2,2
department,according,to,1,2,2
department,and,the,1,2,2
department,of,homeland,1,2,2
distributed,by,tribune,2,4,2
district,attorney,s,5,10,2
district,court,in,1,2,2
down,to,the,1,2,2
during,the,period,1,2,2
enforcement,agencies,the,1,2,2
english,acc,no,1,2,2
executive,research,forum,1,2,2
extra,pg,length,1,2,2
federal,consent,decree,1,2,2
for,public,safety,1,2,2
for,several,years,1,2,2
for,the,first,2,4,2
for,ways,to,1,2,2
forces,across,the,1,2,2
former,police,commissioner,1,2,2
from,the,state,1,2,2
has,worked,to,1,2,2
he,has,been,1,2,2
he,said,it,1,2,2
high,rate,of,1,2,2
high,rates,of,1,2,2
homicides,in,the,1,2,2
html,load,date,1,2,2
if,we,are,1,2,2
in,a,hit,1,2,2
in,a,police,1,2,2
in,connection,with,1,2,2
in,excess,of,1,2,2
in,in,the,1,2,2
in,one,of,1,2,2
in,prison,on,1,2,2
in,san,francisco,1,2,2
in,south,los,1,2,2
in,the,back,1,2,2
in,the,crime,1,2,2
in,the,investigation,1,2,2
in,the,neighborhood,1,2,2
in,the,west,1,2,2
in,which,police,2,4,2
increase,in,crime,1,2,2
indicating,that,the,1,2,2
information,about,the,4,8,2
investigation,by,the,1,2,2
is,currently,in,1,2,2
is,focused,on,1,2,2
is,if,the,1,2,2
is,important,to,1,2,2
is,little,they,1,2,2
it,s,the,2,4,2
know,about,the,1,2,2
known,to,the,1,2,2
l,a,area,1,2,2
language,english,acc,1,2,2
lapd,los,angeles,1,2,2
last,five,years,1,2,2
last,year,a,1,2,2
late,edition,final,1,2,2
length,words,dateline,3,6,2
less,than,a,3,6,2
less,than,percent,2,4,2
little,they,can,1,2,2
llc,load,date,1,2,2
los,angeles,will,1,2,2
louis,post,dispatch,2,4,2
made,mistakes,in,1,2,2
more,than,in,1,2,2
motor,vehicle,theft,1,2,2
now,they,re,1,2,2
number,of,victims,1,2,2
of,a,number,1,2,2
of,homeland,security,1,2,2
of,how,to,1,2,2
of,officers,and,1,2,2
of,the,city,11,22,2
of,the,group,1,2,2
of,the,last,2,4,2
of,the,organization,1,2,2
of,the,victims,1,2,2
of,the,work,1,2,2
of,their,investigation,1,2,2
of,trying,to,1,2,2
of,up,to,1,2,2
of,what,we,1,2,2
officer,of,the,1,2,2
officers,assigned,to,1,2,2
officers,at,the,1,2,2
officers,use,of,1,2,2
official,news,april,1,2,2
on,a,number,1,2,2
on,par,with,1,2,2
on,the,cusp,2,4,2
on,the,los,1,2,2
on,the,new,2,4,2
on,the,side,1,2,2
on,the,use,1,2,2
one,of,his,1,2,2
or,whether,they,1,2,2
over,to,the,1,2,2
people,don,t,1,2,2
police,commissioner,ray,1,2,2
police,department,in,1,2,2
police,department,the,1,2,2
police,executive,research,1,2,2
police,officer,is,1,2,2
public,safety,is,1,2,2
re,coming,after,1,2,2
regional,news,length,1,2,2
s,to,the,1,2,2
said,it,s,1,2,2
section,state,and,1,2,2
seen,in,the,1,2,2
sentenced,to,years,1,2,2
set,up,a,1,2,2
side,of,the,2,4,2
since,then,the,1,2,2
south,los,angeles,1,2,2
st,louis,post,2,4,2
state,and,regional,1,2,2
states,district,court,1,2,2
stay,out,of,1,2,2
surveillance,in,the,1,2,2
teamed,up,with,1,2,2
that,lead,to,1,2,2
that,s,a,1,2,2
that,s,not,2,4,2
that,she,is,1,2,2
that,the,agency,1,2,2
that,the,federal,1,2,2
that,there,were,1,2,2
that,they,have,2,4,2
the,country,and,1,2,2
the,cusp,of,2,4,2
the,drop,in,1,2,2
the,human,rights,1,2,2
the,last,years,1,2,2
the,man,who,1,2,2
the,national,average,1,2,2
the,protection,of,1,2,2
the,side,of,1,2,2
the,state,s,3,6,2
the,state,to,1,2,2
the,suspect,and,1,2,2
the,target,of,1,2,2
the,victim,s,1,2,2
the,west,side,1,2,2
the,year,after,1,2,2
their,use,of,1,2,2
there,is,nothing,1,2,2
there,were,homicides,1,2,2
these,kinds,of,1,2,2
they,can,do,1,2,2
they,were,not,1,2,2
this,is,an,2,4,2
time,in,the,1,2,2
time,the,police,1,2,2
times,company,of,1,2,2
to,arrest,the,1,2,2
to,assist,in,1,2,2
to,court,records,1,2,2
to,escape,from,1,2,2
to,four,years,1,2,2
to,know,who,1,2,2
to,make,it,2,4,2
to,participate,in,1,2,2
to,report,to,2,4,2
to,review,the,1,2,2
to,the,l,1,2,2
to,the,president,1,2,2
to,them,the,1,2,2
to,work,with,1,2,2
tribune,content,agency,2,4,2
united,states,district,1,2,2
vehicle,theft,and,1,2,2
want,to,be,1,2,2
wanted,by,the,1,2,2
was,one,of,2,4,2
we,are,going,1,2,2
we,are,in,1,2,2
we,re,coming,1,2,2
were,charged,with,1,2,2
were,killed,in,1,2,2
what,amounts,to,1,2,2
where,he,was,1,2,2
whether,they,would,1,2,2
which,have,been,1,2,2
who,wish,to,1,2,2
will,also,be,1,2,2
will,soon,be,1,2,2
with,the,community,1,2,2
with,the,same,1,2,2
work,with,the,1,2,2
worked,to,help,1,2,2
working,with,the,1,2,2
would,otherwise,be,1,2,2
los,angeles,and,4,7,1.75
are,no,longer,3,5,1.666666667
drop,in,crime,3,5,1.666666667
language,english,graphic,3,5,1.666666667
role,in,the,3,5,1.666666667
and,the,community,2,3,1.5
documents,the,new,2,3,1.5
drop,in,the,2,3,1.5
for,the,expansion,2,3,1.5
have,been,approved,2,3,1.5
i,think,there,2,3,1.5
in,our,communities,2,3,1.5
in,the,los,2,3,1.5
in,the,number,2,3,1.5
los,angeles,to,2,3,1.5
of,crime,in,2,3,1.5
percent,of,the,4,6,1.5
police,department,and,2,3,1.5
re,going,to,2,3,1.5
result,in,the,2,3,1.5
than,ever,before,2,3,1.5
that,have,been,4,6,1.5
that,will,be,2,3,1.5
the,burbank,leader,2,3,1.5
the,county,s,2,3,1.5
the,san,fernando,2,3,1.5
to,police,and,2,3,1.5
took,place,in,2,3,1.5
united,states,department,2,3,1.5
we,re,going,2,3,1.5
who,aren,t,2,3,1.5
angeles,police,department,18,26,1.444444444
as,los,angeles,3,4,1.333333333
at,los,angeles,3,4,1.333333333
crime,in,los,3,4,1.333333333
date,october,language,3,4,1.333333333
in,more,than,3,4,1.333333333
load,date,october,3,4,1.333333333
los,angeles,the,3,4,1.333333333
october,language,english,3,4,1.333333333
of,violent,crime,3,4,1.333333333
the,threat,of,3,4,1.333333333
date,june,language,4,5,1.25
june,language,english,4,5,1.25
newspaper,journal,code,4,5,1.25
of,the,los,4,5,1.25
type,newspaper,journal,4,5,1.25
members,of,the,9,10,1.111111111
of,documents,the,13,14,1.076923077
a,city,council,1,1,1
a,civil,rights,1,1,1
a,criminal,case,1,1,1
a,domestic,violence,1,1,1
a,federal,consent,1,1,1
a,good,way,1,1,1
a,hate,crime,1,1,1
a,high,rate,1,1,1
a,major,role,1,1,1
a,man,from,1,1,1
a,man,the,1,1,1
a,myriad,of,1,1,1
a,new,contract,1,1,1
a,second,term,1,1,1
a,story,about,1,1,1
a,suburb,of,1,1,1
a,traffic,stop,1,1,1
a,two,year,1,1,1
a,woman,with,1,1,1
a,year,ago,1,1,1
able,to,review,1,1,1
about,crime,and,1,1,1
about,of,the,1,1,1
about,the,incident,1,1,1
about,whether,the,1,1,1
abuse,of,a,1,1,1
acc,no,bu,1,1,1
across,the,southern,1,1,1
across,the,u,1,1,1
act,of,a,1,1,1
agent,in,charge,1,1,1
agree,on,a,2,2,1
amounts,of,money,1,1,1
an,alternative,to,1,1,1
an,elderly,woman,1,1,1
an,end,in,1,1,1
an,estimated,million,1,1,1
an,increase,in,4,4,1
an,indicator,of,1,1,1
an,investigation,by,1,1,1
an,overall,reduction,1,1,1
and,ang,newspapers,1,1,1
and,his,wife,1,1,1
and,share,information,1,1,1
and,so,the,1,1,1
and,some,of,1,1,1
and,the,black,1,1,1
ang,newspapers,all,1,1,1
angeles,international,airport,2,2,1
angeles,length,words,1,1,1
another,woman,s,1,1,1
anyone,who,has,1,1,1
anywhere,in,the,1,1,1
appear,to,have,1,1,1
are,committed,by,1,1,1
are,committed,to,1,1,1
are,concerned,about,1,1,1
are,hard,to,1,1,1
are,off,the,1,1,1
are,rooted,in,1,1,1
areas,where,there,1,1,1
around,a,m,1,1,1
arrest,did,not,1,1,1
arrested,on,charges,1,1,1
as,a,crime,1,1,1
as,an,alternative,1,1,1
as,responsible,for,1,1,1
assistant,u,s,1,1,1
at,a,news,1,1,1
at,the,first,1,1,1
at,the,intersection,1,1,1
at,the,lowest,1,1,1
at,this,time,1,1,1
at,www,burbankleader,1,1,1
attempts,to,find,1,1,1
available,to,them,1,1,1
back,in,the,1,1,1
be,made,to,1,1,1
be,reduced,to,2,2,1
be,sentenced,to,1,1,1
been,arrested,in,1,1,1
been,seen,in,1,1,1
before,conducting,a,1,1,1
between,police,officers,1,1,1
bringing,down,the,1,1,1
bu,copyright,burbank,1,1,1
burbank,leader,glendale,4,4,1
burbank,leader,of,1,1,1
burbankleader,com,distributed,1,1,1
burglary,motor,vehicle,1,1,1
but,even,with,1,1,1
but,that,s,1,1,1
but,the,police,1,1,1
by,at,least,1,1,1
by,local,law,1,1,1
by,syndigate,media,1,1,1
by,the,department,2,2,1
by,the,number,1,1,1
byline,by,ian,1,1,1
c,the,burbank,1,1,1
calif,at,www,1,1,1
calif,section,state,1,1,1
calif,visit,the,1,1,1
california,at,irvine,1,1,1
california,distributed,by,1,1,1
called,for,an,1,1,1
can,do,a,1,1,1
can,have,a,2,2,1
can,learn,from,1,1,1
can,take,many,1,1,1
category,for,the,1,1,1
city,s,downtown,1,1,1
city,s,streets,1,1,1
code,bu,copyright,1,1,1
come,to,be,1,1,1
commissioner,bill,bratton,1,1,1
committing,a,crime,1,1,1
concern,over,the,1,1,1
concerned,about,the,2,2,1
connection,with,the,1,1,1
contacts,with,the,1,1,1
continued,to,fall,1,1,1
copyright,burbank,leader,1,1,1
corruption,and,the,1,1,1
could,have,gone,1,1,1
county,s,state,2,2,1
coupled,with,the,1,1,1
court,at,a,1,1,1
crime,and,a,3,3,1
crime,data,in,1,1,1
crime,rate,the,1,1,1
crime,rather,than,1,1,1
crimes,last,year,1,1,1
crimes,reported,to,1,1,1
crimes,since,then,1,1,1
data,but,also,1,1,1
dealing,with,the,1,1,1
death,of,a,1,1,1
declined,by,percent,1,1,1
deeply,involved,in,1,1,1
department,s,strategic,1,1,1
department,will,continue,1,1,1
described,as,a,1,1,1
details,about,the,1,1,1
did,not,come,1,1,1
didn,t,have,1,1,1
didn,t,know,1,1,1
didn,t,really,1,1,1
didn,t,want,1,1,1
do,a,lot,1,1,1
documents,burbank,leader,1,1,1
documents,the,times,1,1,1
don,t,get,1,1,1
don,t,just,1,1,1
drug,enforcement,administration,1,1,1
drug,trafficking,and,1,1,1
drugs,in,the,1,1,1
during,a,traffic,1,1,1
during,the,s,1,1,1
during,the,same,2,2,1
each,other,and,1,1,1
end,in,itself,1,1,1
errors,in,the,1,1,1
escape,from,a,1,1,1
even,with,the,1,1,1
everyone,in,the,1,1,1
expected,to,be,1,1,1
explained,that,the,1,1,1
family,and,friends,1,1,1
first,on,the,1,1,1
focused,on,the,1,1,1
for,a,second,1,1,1
for,low,level,1,1,1
for,robbery,and,1,1,1
for,the,lapd,1,1,1
for,the,treatment,1,1,1
for,years,the,1,1,1
four,years,in,1,1,1
from,the,law,1,1,1
from,the,united,1,1,1
gang,members,are,1,1,1
gets,out,of,1,1,1
getting,out,of,1,1,1
give,us,the,1,1,1
glendale,calif,at,1,1,1
glendale,calif,section,1,1,1
glendale,calif,visit,1,1,1
glendale,california,distributed,1,1,1
good,way,to,1,1,1
got,out,of,1,1,1
had,been,found,1,1,1
has,been,arrested,1,1,1
has,written,a,1,1,1
have,been,convicted,2,2,1
have,refused,to,1,1,1
have,the,same,2,2,1
have,to,continue,1,1,1
have,to,watch,1,1,1
he,did,not,2,2,1
he,pleaded,guilty,1,1,1
he,said,that,1,1,1
he,took,his,1,1,1
he,wants,to,1,1,1
he,was,in,1,1,1
he,will,be,1,1,1
help,in,the,1,1,1
here,are,the,1,1,1
his,son,s,1,1,1
how,law,enforcement,1,1,1
how,to,deal,1,1,1
i,ve,been,2,2,1
if,there,s,1,1,1
if,they,were,1,1,1
image,of,a,1,1,1
impact,on,law,1,1,1
in,a,coordinated,1,1,1
in,addition,the,1,1,1
in,an,environment,1,1,1
in,areas,where,1,1,1
in,collaboration,with,2,2,1
in,crime,and,2,2,1
in,crime,as,1,1,1
in,crime,in,3,3,1
in,crime,the,1,1,1
in,l,a,2,2,1
in,of,the,1,1,1
in,the,areas,1,1,1
in,the,big,1,1,1
in,the,building,1,1,1
in,the,fall,1,1,1
in,the,introduction,1,1,1
in,the,nature,1,1,1
in,the,online,1,1,1
in,this,city,1,1,1
in,touch,with,1,1,1
in,violent,crimes,1,1,1
inc,and,ang,1,1,1
incident,to,the,1,1,1
incidents,in,the,1,1,1
include,not,only,1,1,1
increased,by,about,1,1,1
indicator,of,the,1,1,1
information,on,the,1,1,1
interest,in,the,1,1,1
investigated,by,the,1,1,1
is,a,concern,1,1,1
is,a,lot,1,1,1
is,accused,of,1,1,1
is,expected,to,1,1,1
is,in,a,1,1,1
is,nothing,more,1,1,1
is,the,officer,1,1,1
is,the,result,1,1,1
is,to,provide,1,1,1
is,to,reach,1,1,1
issue,on,the,1,1,1
it,could,have,1,1,1
it,is,unclear,1,1,1
it,s,more,1,1,1
it,s,still,1,1,1
it,to,other,1,1,1
itself,in,the,1,1,1
johnson,said,in,1,1,1
journal,code,bu,1,1,1
journal,code,copyright,1,1,1
killed,by,a,1,1,1
l,a,is,1,1,1
last,month,that,1,1,1
law,enforcement,a,1,1,1
law,enforcement,authorities,1,1,1
law,enforcement,will,1,1,1
leader,glendale,calif,3,3,1
leader,glendale,california,1,1,1
leader,of,documents,1,1,1
length,words,new,1,1,1
license,plate,number,1,1,1
likely,to,kill,1,1,1
linked,to,the,2,2,1
lived,on,the,1,1,1
load,date,june,5,5,1
long,investigation,by,1,1,1
looking,at,the,1,1,1
los,angeles,as,1,1,1
los,angeles,international,2,2,1
los,angeles,is,3,3,1
los,angeles,length,1,1,1
los,angeles,river,1,1,1
los,angeles,s,1,1,1
los,angeles,this,1,1,1
major,role,in,1,1,1
make,up,the,1,1,1
man,dies,after,1,1,1
may,not,know,1,1,1
misconduct,in,the,1,1,1
months,of,this,1,1,1
more,difficult,with,1,1,1
more,than,one,1,1,1
more,than,years,1,1,1
most,of,our,1,1,1
movement,in,the,1,1,1
much,of,it,1,1,1
murders,in,the,1,1,1
n,y,p,1,1,1
new,information,is,1,1,1
new,police,officers,1,1,1
newspapers,all,rights,1,1,1
newspapers,ltd,all,1,1,1
no,money,for,1,1,1
non,violent,crimes,1,1,1
not,an,end,1,1,1
not,going,to,2,2,1
not,only,was,1,1,1
numbers,that,make,1,1,1
of,a,child,1,1,1
of,a,civil,1,1,1
of,a,minor,1,1,1
of,a,public,1,1,1
of,a,year,1,1,1
of,being,a,1,1,1
of,bratton,s,1,1,1
of,corruption,and,1,1,1
of,documents,burbank,1,1,1
of,everyone,in,1,1,1
of,federal,funds,2,2,1
of,homicides,in,1,1,1
of,interest,in,1,1,1
of,justice,office,2,2,1
of,l,a,2,2,1
of,officers,walking,1,1,1
of,santa,monica,1,1,1
of,southern,california,3,3,1
of,the,biggest,1,1,1
of,the,car,1,1,1
of,the,goals,1,1,1
of,the,home,2,2,1
of,the,opinion,1,1,1
