	of
a	county
a	couple
a	court
a	cousin
a	creative
a	credible
a	credit
a	crime
a	criminal
a	crisis
a	criterion
a	critic
a	critical
a	critique
a	crm
a	croson
a	cross
a	crossroads
a	crowd
a	crucial
a	crucifix
a	crude
a	cue
a	cultural
a	culture
a	cure
a	cursory
a	customer
a	cut
a	cybersecurity
a	cycle
a	d
a	daily
a	dampening
a	dana
a	danger
a	dark
a	data
a	database
a	dataset
a	date
a	day
a	death
a	debate
a	decade
a	decertification
a	decidedly
a	deciding
a	decision
a	decisionmaking
a	decisive
a	decline
a	deconstruction
a	decontextualized
a	dedicated
a	deep
a	deepening
a	deeper
a	deeply
a	defendant
a	defining
a	definite
a	definition
a	definitive
a	degree
a	delay
a	delegation
a	deliberative
a	delicate
a	demand
a	democracy
a	democratic
a	demographic
a	demonstration
a	department
a	departure
a	deputy
a	describing
a	description
a	designated
a	desirable
a	desire
a	destabilizing
a	destructive
a	detainer
a	determination
a	deterrence
a	development
a	devil
a	diagnosis
a	dialectic
a	difference
a	different
a	differential
a	difficult
a	diffusion
a	digital
a	diminished
a	diprete
a	direct
a	directive
a	disadvantaged
a	disciplinary
a	discourse
a	discrete
a	discriminatory
a	discussing
a	discussion
a	disparate
a	disparity
a	dispatcher
a	dispersed
a	disproportionate
a	disproportionately
a	distinct
a	distinction
a	distinctive
a	distorted
a	distortion
a	distraction
a	distributed
a	district
a	diverse
a	diversion
a	diversity
a	dividing
a	division
a	divisive
a	dizzying
a	dministration
a	do
a	doctoral
a	documenting
a	doubling
a	dozen
a	driver
a	dual
a	due
a	duty
a	dynamic
a	ed
a	effort
a	empowering
a	epstein
a	es
a	esri
a	evidence
a	examples
a	f
a	facade
a	face
a	facebook
a	factor
a	factual
a	fagan
a	failure
a	fair
a	fairly
a	false
a	falsely
a	familiar
a	family
a	fanciful
a	far
a	fashion
a	fatal
a	father
a	fault
a	fear
a	feat
a	feature
a	federal
a	federation
a	feedback
a	feeling
a	feet
a	fellow
a	felony
a	female
a	ferguson
a	few
a	fiber
a	fifth
a	fifty
a	fill
a	final
a	financial
a	finch
a	finding
a	fingerprint
a	firm
a	first
a	fit
a	five
a	fixture
a	flach
a	flight
a	flow
a	flying
a	focus
a	footnote
a	fop
a	for
a	forbidden
a	force
a	forceful
a	ford
a	foreign
a	form
a	formal
a	former
a	formerly
a	formulation
a	forty
a	forum
a	forward
a	foucauldian
a	foundation
a	foundational
a	four
a	fourteenth
a	fourth
a	fqg
a	fraction
a	framework
a	free
a	freestanding
a	fresh
a	friedler
a	friend
a	frisk
a	full
a	fuller
a	fully
a	function
a	functional
a	fundamental
a	fundamentall
a	fundamentally
a	further
a	future
a	game
a	gangster
a	gap
a	gas
a	gatekeeping
a	gates
a	gateway
a	geller
a	gendered
a	general
a	generalization
a	generation
a	genuine
a	geohub
a	georgia
a	geospatial
a	giant
a	gigabyte
a	gis
a	given
a	glimpse
a	glock
a	goal
a	gofundme
a	going
a	good
a	google
a	governance
a	governing
a	government
a	governmental
a	govtech
a	graduate
a	graduated
a	gramscian
a	grant
a	grave
a	great
a	greater
a	grievance
a	group
a	growing
a	guaranteed
a	guardian
a	guest
a	guiding
a	guilty
a	gun
a	h
a	half
a	halt
a	handful
a	hands
a	handwritten
a	haphazard
a	hard
a	harki
a	harm
a	harmon
a	harris
a	have
a	hayek
a	healthcare
a	hearing
a	heavy
a	heightened
a	hek
a	helpful
a	heterogeneous
a	heuristic
a	heuristically
a	hierarchical
a	hierarchy
a	high
a	higher
a	highly
a	hindrance
a	hint
a	hippocratic
a	historic
a	historical
a	historically
a	history
a	hit
a	holistic
a	home
a	homeless
a	homeowner
a	homicide
a	hopeful
a	horrifying
a	hospital
a	host
a	hostile
a	hot
a	house
a	housing
a	html
a	http
a	huge
a	hum
a	human
a	hunch
a	i
a	id
a	ii
a	imprisoning
a	inc
a	it
a	j
a	january
a	janus
a	jar
a	job
a	jobless
a	jobs
a	johnson
a	joint
a	journalist
a	journalistic
a	judge
a	judicial
a	jump
a	juris
a	jurisdiction
a	justice
a	justifiable
a	justification
a	k
a	kaplan
a	kass
a	keen
a	key
a	keystone
a	kid
a	kind
a	king
a	kirilenko
a	knife
a	knocker
a	knowledge
a	knuckle
a	kragen
a	kroll
a	l
a	label
a	labor
a	lack
a	lagged
a	landlord
a	large
a	largely
a	larger
a	last
a	lasting
a	later
a	law
a	lawsuit
a	lawyer
a	layer
a	lead
a	leadership
a	leading
a	leaked
a	learning
a	lecture
a	legal
a	legally
a	legitimacy
a	legitimate
a	leisure
a	length
a	lenhardt
a	lens
a	leobor
a	less
a	lesser
a	lesson
a	letter
a	level
a	levels
a	lever
a	lexisnexis
a	license
a	lieutenant
a	light
a	like
a	likelihood
a	limitations
a	limited
a	line
a	link
a	linkedin
a	liquid
a	little
a	live
a	ll
a	local
a	location
a	logan
a	lombardo
a	london
a	long
a	longstanding
a	longtime
a	look
a	loose
a	los
a	lot
a	low
a	lower
a	lowerlevel
a	luxury
a	m
a	machine
a	major
a	majority
a	man
a	managed
a	management
a	managerial
a	mandatory
a	manner
a	map
a	marginal
a	married
a	mass
a	massive
a	master
a	mathematical
a	mathematically
a	matrix
a	matter
a	mature
a	maturing
a	mayor
a	mayoral
a	meal
a	meaningful
a	means
a	measure
a	measured
a	measurement
a	mechanism
a	media
a	meet
a	member
a	membership
a	mere
a	mess
a	message
a	meta
a	method
a	michael
a	micro
a	microsoft
a	microwave
a	middle
a	mile
a	military
a	million
a	mindset
a	minimal
a	minimum
a	minor
a	minority
a	misbehaving
a	misdemeanor
a	misleading
a	mismatch
a	misnomer
a	missed
a	missouri
a	mistake
a	mistaken
a	mistrial
a	mixture
a	mjg
a	ml
a	mobile
a	mock
a	modality
a	model
a	moderate
a	modern
a	modest
a	modification
a	moment
a	monitor
a	monograph
a	monolithic
a	month
a	moral
a	morally
a	more
a	mother
a	motivating
a	mou
a	move
a	movement
a	mp
a	much
a	multi
a	multidimensional
a	multilevel
a	multimillion
a	multitude
a	municipal
a	municipality
a	municipally
a	murder
a	musl
a	muslim
a	myriad
a	mythical
a	n
a	narcotics
a	narrow
a	nash
a	nasty
a	nation
a	national
a	nationally
a	nd
a	near
a	nearby
a	nearly
a	necessary
a	need
a	negative
a	negotiated
a	negro
a	neighbor
a	neighborhood
a	nelson
a	neotraditionalist
a	network
a	neutral
a	neutralizer
a	new
a	newer
a	newly
a	news
a	newspaper
a	next
a	nicety
a	ninety
a	ninth
a	no
a	nod
a	non
a	nonconsensual
a	nondelegation
a	nonprofit
a	nontrivial
a	norm
a	normal
a	normative
a	notification
a	notoriously
a	novelty
a	now
a	nuanced
a	number
a	nutshell
a	of
a	offers
a	once
a	one
a	outlines
a	p
a	page
a	pair
a	pakistani
a	palantir
a	panacea
a	panic
a	panoply
a	paoline
a	paper
a	paradigm
a	paradigmatic
a	parallel
a	parent
a	park
a	parole
a	part
a	partial
a	participatory
a	particular
a	particularized
a	particularly
a	partnership
a	passport
a	password
a	patchwork
a	path
a	pathway
a	patina
a	patrol
a	patrolman
a	pattern
a	pdf
a	pe
a	pedestrian
a	peer
a	penny
a	percent
a	perception
a	perennial
a	perfect
a	performance
a	performative
a	period
a	permanent
a	permissible
a	person
a	pervasive
a	pg
a	phase
a	phenomenon
a	philadelphia
a	phrase
a	physical
a	physician
a	picture
a	piece
a	pilot
a	pipeline
a	place
a	plaintiff
a	plan
a	plane
a	planning
a	platform
a	plea
a	plum
a	point
a	polarizing
a	police
a	policing
a	policy
a	polite
a	political
a	politically
a	politics
a	pool
a	poor
a	population
a	portion
a	portrait
a	position
a	positive
a	possibility
a	possible
a	post
a	postmodern
a	potent
a	potential
a	potentially
a	powder
a	power
a	powerful
a	practicable
a	practical
a	practice
a	pragmatist
a	pre
a	precarious
a	precinct
a	precision
a	precrime
a	precursor
a	predeployed
a	predictive
a	preemptive
a	preexisting
a	preference
a	preintervention
a	preliminary
a	premonition
a	prerequisite
a	presence
a	presidential
a	presumption
a	presumptive
a	presumptively
a	previously
a	prima
a	primary
a	primer
a	primus
a	prior
a	priori
a	privacy
a	private
a	probation
a	problem
a	problematic
a	procedural
a	procedurally
a	procedure
a	proceeding
a	process
a	product
a	profit
a	profound
a	program
a	programmatic
a	progressive
a	prohibited
a	prohibition
a	project
a	prominent
a	proof
a	propensity
a	proper
a	property
a	prophylactic
a	prophylaxis
a	proponent
a	proportional
a	proposal
a	proposed
a	prospect
a	protected
a	protective
a	protest
a	protocol
a	prototype
a	provisional
a	provocation
a	proxy
a	psychological
a	pubescent
a	public
a	punitive
a	purchasing
a	purely
a	purportedly
a	purpose
a	push
a	putative
a	puzzle
a	qualified
a	qualitative
a	quality
a	quantitative
a	quasi
a	quest
a	question
a	quite
a	r
a	race
a	racial
a	racially
a	radically
a	radio
a	raise
a	random
a	randomized
a	range
a	rare
a	rate
a	rather
a	rational
a	rawlsian
a	rayman
a	reactive
a	ready
a	real
a	realistic
a	really
a	reappraisal
a	reason
a	reasonable
a	reasonableness
a	reasoned
a	reaves
a	recent
a	recently
a	recognized
a	recognizing
a	reconceptualization
a	reconciliation
a	reconsideration
a	record
a	recycling
a	redeployment
a	redesigned
a	reduced
a	reduction
a	redundant
a	refocusing
a	reform
a	reformist
a	refresh
a	regional
a	regression
a	regulatory
a	reich
a	related
a	relational
a	relatively
a	relentless
a	relevant
a	reliable
a	reliance
a	religion
a	remarkably
a	remediation
a	remedy
a	reminder
a	report
a	representative
a	reproduction
a	reputation
a	request
a	required
a	requirement
a	research
a	researcher
a	resemblance
a	reservoir
a	resistance
a	respondent
a	response
a	responsibility
a	responsible
a	restaurant
a	restorative
a	result
a	retail
a	reversal
a	reverse
a	review
a	reviewing
a	revised
a	revolution
a	rich
a	richer
a	right
a	ripe
a	rise
a	risk
a	rivera
a	road
a	roadway
a	roadwork
a	robbery
a	robust
a	rock
a	rogue
a	role
a	roof
a	rosenbury
a	rough
a	rounder
a	row
a	rule
a	rulemaking
a	runaway
a	rush
a	s
a	safe
a	safer
a	salient
a	san
a	satisfactory
a	satisfying
a	say
a	saying
a	scandal
a	scathing
a	scenario
a	schechter
a	scheingold
a	schema
a	schism
a	school
a	scientific
a	scientist
a	scif
a	screening
a	seamless
a	search
a	season
a	seasonal
a	seattle
a	second
a	section
a	secure
a	security
a	see
a	seeing
a	seemingly
a	segment
a	segregated
a	selectee
a	self
a	semirural
a	senior
a	sense
a	sensible
a	sensitive
a	sentencing
a	separate
a	septic
a	serial
a	series
a	serious
a	server
a	service
a	set
a	seventh
a	sham
a	shared
a	sharp
a	sherman
a	shift
a	shifting
a	shils
a	shiny
a	shockingly
a	shooting
a	shoring
a	short
a	shotgun
a	showing
a	sidewalk
a	sign
a	significant
a	sikh
a	similar
a	similarly
a	simon
a	simple
a	simplified
a	simplistic
a	single
a	singular
a	site
a	situation
a	six
a	sixteen
a	sixty
a	sklansky
a	slave
a	slight
a	slightly
a	small
a	smart
a	smartphone
a	snapshot
a	social
a	society
a	socio
a	sociological
a	sociologist
a	software
a	sole
a	solely
a	solution
a	some
a	somewhat
a	sort
a	source
a	south
a	southern
a	space
a	spasm
a	spaulding
a	speaker
a	special
a	species
a	specific
a	specified
a	spectrum
a	speedier
a	speeding
a	spiral
a	splendid
a	spurious
a	staff
a	staggering
a	stairwell
a	stakeout
a	standard
a	stark
a	starting
a	stat
a	state
a	statement
a	staten
a	statewide
a	statistical
a	statistically
a	statute
a	statutory
a	steep
a	step
a	stereotype
a	stolen
a	stop
a	strained
a	strategic
a	strategy
a	strauss
a	street
a	strike
a	string
a	stroke
a	strong
a	stronger
a	structural
a	structure
a	student
a	study
a	stun
a	stunning
a	stunningly
a	subcategory
a	subculture
a	subdelegation
a	subjective
a	subsequent
a	subset
a	subsidy
a	substantial
a	substantive
a	substitute
a	substitution
a	suburb
a	success
a	successful
a	sudden
a	sufficient
a	sufficiently
a	suitability
a	suitable
a	suite
a	summary
a	supervised
a	supervisor
a	sure
a	surplus
a	surprise
a	surveillance
a	survey
a	suspect
a	suspected
a	suspended
a	sustainable
a	sustained
a	swimmer
a	sworn
a	symbol
a	symptom
a	synonym
a	system
a	systematic
a	systemic
a	systems
a	t
a	tabletop
a	tale
a	talk
a	tamper
a	targeted
a	taser
a	task
a	taskforce
a	taxonomy
a	teachers
a	team
a	tech
a	technical
a	technique
a	technologically
a	technology
a	teen
a	template
a	temporary
a	tempting
a	tenant
a	tense
a	tenuous
a	tenure
a	term
a	terrorist
a	terry
a	tesla
a	test
a	testament
a	th
a	the
a	theme
a	theoretical
a	theory
a	thief
a	third
a	thirty
a	thorough
a	thoroughly
a	thoughtful
a	threat
a	three
a	threshold
a	thriving
a	through
a	thug
a	ticking
a	tiered
a	tightly
a	time
a	timely
a	times
a	to
a	tool
a	top
a	topic
a	total
a	totality
a	town
a	toy
a	track
a	trade
a	tradesman
a	tradition
a	traditional
a	traffic
a	transdisciplinary
a	transformation
a	transition
a	transparency
a	transparent
a	travel
a	tremendous
a	trial
a	tripartite
a	triumph
a	trivial
a	troublingly
a	trow
a	true
a	truly
a	trump
a	trust
a	truth
a	tuch
a	twenty
a	twitter
a	two
a	type
a	typical
a	unified
a	uniform
a	union
a	unique
a	unit
a	universal
a	university
a	us
a	usable
a	useful
a	using
a	v
a	vacant
a	vacation
a	vacuum
a	vague
a	valid
a	valuable
a	variable
a	variation
a	variety
a	vast
a	vastly
a	vdm
a	vehicle
a	vendor
a	veneer
a	verb
a	verbal
a	version
a	versus
a	very
a	vested
a	veteran
a	veterans
a	viable
a	vicious
a	victim
a	video
a	view
a	violating
a	violation
a	violence
a	viral
a	virtual
a	vis
a	vision
a	visiting
a	visually
a	vital
a	vivid
a	vocation
a	voice
a	voluntary
a	vote
a	voter
a	wall
a	war
a	warning
a	warrant
a	warrantless
a	warrior
a	washington
a	wave
a	way
a	we
a	wealth
a	wealthier
a	weapon
a	web
a	website
a	week
a	weekly
a	welcome
a	well
a	west
a	westley
a	what
a	white
a	whole
a	wholesale
a	wholly
a	why
a	wide
a	widely
a	wider
a	widespread
a	wilcox
a	win
a	witch
a	with
a	within
a	word
a	worker
a	workforce
a	working
a	world
a	worrisome
a	worry
a	writer
a	written
a	year
a	young
a	younger
a	youth
a	youtube
a	z
aaai	org
aals	annual
aamer	madhani
aaron	boyd
aaron	roth
aaronson	the
aaz	n
ab	n
ab	out
ab	v
abandon	some
abandon	their
abandoned	after
abandoned	buildings
abandoned	her
abandoned	in
abandoned	property
abandoned	the
abandoned	them
abandoned	then
abandoning	the
abandoning	traditional
abandonment	marginalized
abandonment	of
abbdfe	a
abc	com
abc	investigators
abc	news
abcarian	cheryl
abcarian	la
abcarian	she
abcarian	supra
abcnews	go
abdul	rahman
abetted	the
abide	by
abider	wanting
abiding	and
abiding	behavior
abiding	see
abigail	thernstrom
abilities	a
abilities	they
abilities	to
ability	is
ability	of
ability	to
abis	id
able	for
able	legally
able	to
able	why
abm	or
abm	see
abm	this
abnegation	from
abolish	all
abolishing	the
abolition	if
abolition	in
abood	v
abortion	calif
abound	in
about	a
about	abuse
about	abuses
about	administrative
about	agencies
about	algorithmic
about	algorithms
about	all
about	an
about	and
about	another
about	application
about	arbitrary
about	artificial
about	bail
about	bias
about	biometric
about	black
about	broad
about	budget
about	building
about	ca
about	categorically
about	causation
about	city
about	class
about	cohesion
about	community
about	crime
about	crimes
about	culture
about	data
about	day
about	delegating
about	delegations
about	deprivations
about	different
about	digital
about	discrimination
about	disparate
about	disproportionate
about	disrespect
about	doing
about	due
about	e
about	eight
about	emergencies
about	even
about	exactly
about	fairness
about	fifteen
about	fifty
about	force
about	forty
about	four
about	freddie
about	future
about	governmental
about	having
about	health
about	his
about	history
about	housing
about	how
about	illegal
about	immigration
about	impact
about	improvements
about	improving
about	in
about	individual
about	individuals
about	inequities
about	is
about	it
about	its
about	knowing
about	known
about	law
about	laziness
about	legal
about	lending
about	liberty
about	life
about	location
about	machine
about	market
about	mass
about	million
about	missing
about	mobility
about	more
about	much
about	noisetube
about	non
about	office
about	open
about	opening
about	organizational
about	other
about	our
about	outcomes
about	p
about	particular
about	people
about	percent
about	personal
about	persons
about	phone
about	place
about	police
about	policing
about	potentially
about	pouring
about	predictive
about	privacy
about	procedural
about	programs
about	protection
about	providers
about	quantification
about	race
about	racial
about	racially
about	reform
about	regulation
about	relevant
about	residents
about	risks
about	road
about	said
about	say
about	security
about	siting
about	smart
about	smoke
about	social
about	spatial
about	stop
about	stops
about	strategic
about	street
about	strikes
about	structural
about	subsidies
about	such
about	suspicionless
about	the
about	their
about	these
about	they
about	things
about	three
about	to
about	tracking
about	traffic
about	trying
about	twelve
about	twenty
about	twice
about	two
about	unleashing
about	us
about	use
about	users
about	uses
about	various
about	wage
about	water
about	what
about	when
about	where
about	whether
about	which
about	whom
aboutcftc	documents
aboutdol	history
aboutfda	partnershipscollaborations
aboutfda	workingatfda
aboutgen	group
above	a
above	after
above	aim
above	and
above	average
above	can
above	distrustful
above	during
above	in
above	is
above	it
above	lemuel
above	market
above	n
above	once
above	one
above	recall
above	see
above	statistical
above	the
above	they
abraham	lincoln
abraham	r
abramowicz	on
abrams	supra
abrams	the
abrasive	relationship
abs	https
absence	of
absent	a
absent	animus
absent	any
absent	direct
absent	dramatic
absent	from
absent	i
absent	litigation
absent	physical
absent	precise
absent	terry
absent	the
absolute	crime
absolute	discretion
absolute	effect
absolute	minimum
absolute	omb
absolute	still
absolutely	appalling
absorption	representatives
abstract	and
abstract	assessments
abstract	data
abstract	https
abstract	id
abstract	in
abstract	meet
abstract	methods
abstract	nevertheless
abstract	no
abstract	or
abstract	privacy
abstract	systems
abstraction	such
abstracts	u
absurdities	most
abuse	act
abuse	and
abuse	as
abuse	by
abuse	it
abuse	law
abuse	mental
abuse	n
abuse	of
abuse	officers
abuse	their
abuse	with
abused	id
abused	would
abuses	also
abuses	can
abuses	n
abuses	of
abuses	the
abusing	these
abusive	conduct
abusive	relationships
abusive	than
abusively	or
abyss	remote
ac	apps
ac	month
ac	to
ac	uk
ac	year
acad	mgmt
acad	pol
academia	edu
academia	jan
academia	presented
academiamous	ucm
academic	affairs
academic	and
academic	attention
academic	community
academic	discourse
academic	entrepreneurs
academic	literature
academic	media
academic	partners
academic	research
academic	researchers
academics	in
academies	and
academies	open
academy	and
academy	of
academy	racial
academy	through
acc	no
accela	crm
accela	land
accelerate	the
accelerate	this
accelerated	the
accent	clothing
accept	as
accept	decisions
accept	investigate
accept	law
accept	paralysis
accept	syrian
accept	the
accept	unfavorable
acceptability	might
acceptability	of
acceptability	past
acceptable	algorithmic
acceptable	alternative
acceptable	and
acceptable	emissions
acceptable	error
acceptable	if
acceptable	in
acceptable	instead
acceptable	n
acceptable	or
acceptable	rate
acceptance	have
acceptance	of
accepted	a
accepted	as
accepted	diagnosis
accepted	even
accepted	law
accepted	mccleskey
accepted	performance
accepted	that
accepted	the
accepting	online
accepting	the
access	a
access	and
access	at
access	center
access	e
access	files
access	for
access	gaps
access	in
access	management
access	more
access	multiple
access	oakland
access	offender
access	or
access	policies
access	resources
access	services
access	sonoma
access	strong
access	surveillance
access	system
access	the
access	to
access	within
accessed	by
accesses	google
accessibility	has
accessibility	in
accessibility	of
accessibility	to
accessible	according
accessible	and
accessible	but
accessible	decent
accessible	for
accessible	information
accessible	n
accessible	to
accessible	via
accessing	agencies
accessing	detention
accident	having
accident	involving
accident	or
accident	risk
accident	somebody
accidental	targeting
accidents	and
accidents	involving
accidents	living
accommodate	a
accommodated	within
accommodates	the
accommodation	phil
accommodations	and
accompanied	by
accompanies	such
accompany	a
accompany	such
accompany	well
accompanying	demands
accompanying	notes
accompanying	text
accomplish	because
accomplish	civic
accomplish	https
accomplished	simply
accomplished	through
accomplishing	a
accomplishment	of
accomplishments	davidson
accomplishments	in
accord	bellin
accord	braga
accord	d
accord	fagan
accord	jeffrey
accord	lopez
accord	mcfadden
accord	randall
accord	robert
accord	ruben
accord	sources
accord	victor
accord	with
accordance	with
accorded	others
according	to
accordingly	analysis
accordingly	police
accordingly	see
accordingly	the
accordingly	they
account	all
account	and
account	begins
account	deftly
account	distributional
account	for
account	friedman
account	individuals
account	is
account	likely
account	meant
account	minority
account	n
account	of
account	only
account	that
account	the
account	their
account	various
account	when
account	yet
accountability	act
accountability	advocates
accountability	among
accountability	an
accountability	and
accountability	as
accountability	bill
accountability	black
accountability	boards
accountability	bureau
accountability	by
accountability	entities
accountability	failures
accountability	for
accountability	has
accountability	https
accountability	in
accountability	is
accountability	may
accountability	measures
accountability	n
accountability	new
accountability	of
accountability	office
accountability	or
accountability	potentially
accountability	preferring
accountability	removed
accountability	report
accountability	skolnick
accountability	such
accountability	task
accountability	the
accountability	to
accountable	algorithms
accountable	and
accountable	for
accountable	government
accountable	managers
accountable	n
accountable	to
accounted	for
accounting	for
accounting	in
accounting	of
accounting	office
accounting	oversight
accounts	and
accounts	for
accounts	have
accounts	isis
accounts	n
accounts	of
accounts	suggest
accounts	the
accouterments	of
accrue	some
accrue	to
accumulated	police
accumulated	wisdom
accumulation	and
accumulation	of
accuracy	across
accuracy	although
accuracy	am
accuracy	and
accuracy	as
accuracy	but
accuracy	disparities
accuracy	for
accuracy	in
accuracy	including
accuracy	is
accuracy	must
accuracy	n
accuracy	not
accuracy	of
accuracy	over
accuracy	that
accuracy	then
accuracy	this
accuracy	through
accuracy	to
accuracy	when
accuracy	which
accurate	and
accurate	approach
accurate	decisions
accurate	estimate
accurate	generalization
accurate	information
accurate	measure
accurate	n
accurate	outcomes
accurate	point
accurate	precise
accurate	prediction
accurate	predictions
accurate	proportions
accurate	quantifications
accurate	term
accurate	to
accurate	way
accurately	capture
accurately	characterized
accurately	diagnosing
accurately	for
accurately	forecasting
accurately	on
accurately	predicted
accurately	such
accurately	the
accurately	validate
accurately	zero
accusation	gave
accusations	against
accusations	and
accused	barack
accused	in
accused	n
accused	negroes
accused	of
accused	officers
accused	on
accused	or
accused	s
accuser	she
accustomed	to
acerbic	chuckle
acerbically	characterized
acevedo	u
acgnet	which
ach	agency
achieve	a
achieve	enough
achieve	greater
achieve	national
achieve	or
achieve	reform
achieve	the
achieve	those
achieved	from
achieved	in
achieved	promotions
achieved	significant
achieved	success
achieved	through
achieved	without
achievement	as
achievement	for
achievement	of
achievement	physical
achievements	for
achieves	partially
achieving	efficiencies
achieving	just
achieving	safety
achieving	success
achilles	heel
aching	sore
achour	washington
acial	phenomena
acivilate	this
ackerman	beyond
ackerman	the
acknowledge	funding
acknowledge	here
acknowledge	that
acknowledge	the
acknowledgeable	differences
acknowledged	that
acknowledged	the
acknowledgement	of
acknowledges	that
acknowledges	the
acknowledges	though
acknowledging	that
acknowledging	the
acknowledging	this
acknowledgment	of
aclu	agree
aclu	along
aclu	alprreport
aclu	and
aclu	are
aclu	chi
aclu	facebook
aclu	free
aclu	had
aclu	il
aclu	md
aclu	of
aclu	or
aclu	org
aclu	sep
aclu	stopandfrisk
aclu	to
aclu	v
aclu	wa
aclumd	org
aclupa	org
aclusocal	org
acm	describing
acm	discussing
acm	roger
acm	sigkdd
acme	even
acp	gu
acquire	more
acquire	property
acquisition	and
acquit	officers
acquitted	on
acquitted	sarah
acreage	within
acrimonious	race
acronyms	who
across	a
across	agencies
across	all
across	an
across	and
across	areas
across	borders
across	both
across	classes
across	cohorts
across	county
across	creating
across	departments
across	disparate
across	domains
across	entire
across	eth
across	extant
across	generations
across	geographic
across	government
across	governmental
across	groups
across	heterogeneous
across	hud
across	individuals
across	its
across	local
across	localities
across	maryland
across	on
across	previously
across	race
across	racial
across	ranks
across	several
across	silos
across	six
across	social
across	state
across	states
across	the
across	these
across	traditional
across	two
across	u
across	which
act	abusively
act	adea
act	adopted
act	also
act	and
act	applied
act	as
act	asserting
act	authorizes
act	cal
act	cert
act	ch
act	citizens
act	does
act	faster
act	fed
act	fha
act	foia
act	free
act	from
act	hmda
act	in
act	intersect
act	it
act	lawa
act	mmba
act	moving
act	n
act	no
act	of
act	on
act	or
act	passed
act	permitted
act	police
act	prohibits
act	public
act	recommended
act	requests
act	requires
act	s
act	see
act	similarly
act	smith
act	standards
act	starts
act	system
act	the
act	there
act	to
act	tracking
act	u
act	was
act	which
act	with
act	without
act	yet
acted	as
acted	directly
acted	improperly
acted	in
acting	attorney
acting	comm
acting	director
acting	erratically
acting	in
acting	individually
acting	on
acting	representatively
acting	solicitor
acting	through
acting	under
acting	white
action	a
action	against
action	aimed
action	alleged
action	am
action	and
action	annals
action	are
action	as
action	at
action	be
action	because
action	both
action	by
action	claims
action	committee
action	culture
action	data
action	deserves
action	extending
action	finally
action	from
action	given
action	guy
action	has
action	i
action	id
action	in
action	including
action	involves
action	is
action	it
action	item
action	its
action	jerry
action	machine
action	may
action	motivated
action	n
action	nat
action	on
action	or
action	plan
action	plans
action	quoting
action	rather
action	reasoning
action	research
action	rests
action	second
action	see
action	stan
action	suit
action	symbols
action	taken
action	that
action	the
action	this
action	thoughts
action	through
action	to
action	took
action	under
action	was
action	which
action	widely
action	will
action	with
action	without
action	workers
actionable	data
actionable	or
actionable	particularly
actionable	prediction
actions	although
actions	and
actions	are
actions	as
actions	based
actions	by
actions	can
