	of	documents
a	buttigieg	trans
a	byod	policy
a	byproduct	of
a	c	l
a	c	roper
a	cacophony	of
a	cadre	of
a	caldwell	dhs
a	california	appellate
a	california	native
a	call	for
a	call	to
a	campaign	speech
a	candidate	s
a	candidate	statements
a	candidate	the
a	capital	case
a	carceral	regime
a	carceral	state
a	cardiac	emergency
a	career	prosecutor
a	careful	tally
a	caricature	paoline
a	case	by
a	case	in
a	case	involving
a	case	of
a	case	study
a	case	that
a	cass	vive
a	cat	it
a	catalog	of
a	catalyst	for
a	catalyst	of
a	causal	if
a	cautionary	tale
a	cellmate	of
a	cellphone	video
a	central	concept
a	central	data
a	central	domestic
a	central	location
a	central	plank
a	century	after
a	century	black
a	ceo	looks
a	certain	age
a	certain	educational
a	certain	goal
a	certain	group
a	certain	headache
a	certain	kind
a	certain	level
a	certain	outcome
a	certain	presumption
a	certain	set
a	certain	type
a	certificate	of
a	chain	of
a	challenge	in
a	challenge	to
a	change	in
a	change	on
a	changing	court
a	charge	of
a	charlotte	mecklenburg
a	chicago	police
a	chief	data
a	chief	information
a	chief	privacy
a	child	s
a	choice	by
a	choice	do
a	cisco	intrusion
a	citation	to
a	citizen	engagement
a	citizen	observer
a	citizen	of
a	citizen	portal
a	citizen	to
a	city	can
a	city	for
a	city	might
a	city	ordinance
a	city	run
a	city	s
a	city	sqf
a	city	street
a	city	to
a	city	with
a	citywide	general
a	citywide	level
a	civil	rights
a	civil	suit
a	civilian	police
a	civilian	review
a	civilian	unjustifiably
a	claim	however
a	claim	would
a	clarion	call
a	clarke	information
a	class	action
a	class	and
a	class	b
a	class	of
a	class	related
a	class	were
a	classic	example
a	classic	work
a	classification	an
a	classification	and
a	classification	based
a	classification	because
a	classification	how
a	classification	is
a	classification	that
a	classification	thus
a	classification	when
a	clean	environment
a	clean	line
a	clear	account
a	clear	and
a	clear	cut
a	clear	example
a	clear	fixed
a	clear	grasp
a	clear	legal
a	clear	picture
a	clear	rule
a	clear	sense
a	clear	view
a	clearer	picture
a	clearer	view
a	clearly	erroneous
a	cleavage	or
a	cloud	based
a	cloward	lloyd
a	co	author
a	coalition	reminiscent
a	coastal	county
a	code	of
a	coercive	balance
a	cognizable	beginning
a	cognizable	bounded
a	cognizable	theory
a	coherent	explanation
a	cohesive	and
a	cohort	of
a	coin	that
a	collaborative	role
a	collecting	millions
a	collective	cultural
a	collective	culture
a	collective	determination
a	collective	entity
a	collective	institutional
a	collective	memory
a	collective	one
a	collective	process
a	collective	project
a	collective	sense
a	collins	administering
a	colorblind	anticlassification
a	colored	person
a	columnist	at
a	combination	of
a	comment	letter
a	commercial	contract
a	commission	to
a	commission	together
a	commitment	to
a	committed	reformer
a	common	application
a	common	concern
a	common	description
a	common	focus
a	common	identification
a	common	machine
a	common	pitfall
a	common	thread
a	common	zip
a	community	college
a	community	group
a	community	is
a	community	safety
a	community	whether
a	company	like
a	company	that
a	company	when
a	comparative	analysis
a	comparison	between
a	comparison	on
a	compassionate	option
a	compelling	argument
a	compelling	governmental
a	compelling	question
a	complainant	sign
a	complaining	party
a	complete	analytical
a	complete	or
a	complex	and
a	complex	but
a	complex	decision
a	complex	system
a	complicated	philosophical
a	compnay	to
a	component	of
a	comprehensive	cybersecurity
a	comprehensive	design
a	comprehensive	empirically
a	comprehensive	list
a	comprehensive	panacea
a	comprehensive	paratransit
a	comprehensive	picture
a	comprehensive	series
a	comprehensive	step
a	comprehensive	survey
a	comprehensive	understanding
a	compute	r
a	computer	according
a	computer	algorithm
a	computer	and
a	computer	as
a	computer	is
a	computer	n
a	computer	or
a	computer	program
a	computer	scientist
a	computerized	record
a	concept	that
a	concern	about
a	concern	that
a	concern	when
a	concern	with
a	concerted	effort
a	concerted	multifront
a	conclusion	that
a	concomitant	rise
a	concrete	level
a	concrete	mathematical
a	concrete	unambiguous
a	conduit	into
a	conduit	to
a	congress	that
a	congressional	authorization
a	connected	community
a	connection	between
a	consciousness	of
a	consent	decree
a	consequence	it
a	consequence	officers
a	consequential	task
a	consistent	mode
a	consistently	and
a	consortium	called
a	constantly	evolving
a	constitutional	and
a	constitutional	anomaly
a	constitutional	due
a	constitutional	privacy
a	constitutional	right
a	constitutional	search
a	constitutionally	suspect
a	construction	grant
a	content	analysis
a	contextual	analysis
a	contextualized	ecological
a	continuity	of
a	contract	or
a	contract	reform
a	contractual	provision
a	contributing	factor
a	control	agenda
a	control	assumes
a	control	for
a	control	group
a	control	n
a	control	this
a	controlled	randomized
a	controversial	facebook
a	controversial	policing
a	conventional	manner
a	conversation	n
a	conviction	being
a	cooperative	portal
a	cop	and
a	cop	car
a	cop	is
a	cop	n
a	copy	for
a	copy	of
a	core	assumption
a	core	attribute
a	core	part
a	core	value
a	corner	dwelling
a	corner	https
a	corner	u
a	cornerstone	of
a	corollary	to
a	correctional	agent
a	corrective	to
a	correlative	differences
a	corruption	scandal
a	coser	ed
a	cosmopolitan	liberal
a	cost	benefit
a	cost	ratio
a	costly	exercise
a	costly	strategy
a	counter	insurgency
a	counterbalance	to
a	county	city
a	county	clerk
a	county	known
a	county	perspective
a	county	region
a	county	s
a	county	wide
a	couple	of
a	court	could
a	court	inclined
a	court	nevertheless
a	court	s
a	court	supervised
a	court	treating
a	court	were
a	court	will
a	cousin	of
a	creative	police
a	credible	job
a	credit	to
a	crime	against
a	crime	before
a	crime	by
a	crime	control
a	crime	either
a	crime	for
a	crime	has
a	crime	in
a	crime	is
a	crime	n
a	crime	occurring
a	crime	or
a	criminal	because
a	criminal	justice
a	criminal	prosecution
a	criminal	record
a	criminal	steps
a	crisis	of
a	crisis	strikes
a	criterion	in
a	critic	however
a	critical	mass
a	critical	role
a	critique	of
a	crm	system
a	croson	co
a	cross	agency
a	cross	jurisdictional
a	cross	petition
a	crossroads	unsustainable
a	crowd	of
a	crucial	aspect
a	crucifix	instead
a	crucifix	not
a	crude	and
a	cue	for
a	cue	from
a	cultural	and
a	cultural	change
a	cultural	inquiry
a	cultural	intelligence
a	cultural	level
a	cultural	orientation
a	cultural	shift
a	cultural	technological
a	culture	of
a	cure	all
a	cursory	way
a	customer	driven
a	customer	relationship
a	cut	to
a	cybersecurity	program
a	cybersecurity	risk
a	cycle	in
a	d	c
a	d	geographic
a	d	maker
a	d	md
a	daily	basis
a	daily	map
a	dampening	of
a	dana	an
a	danger	of
a	dark	orb
a	data	altering
a	data	center
a	data	collection
a	data	ethics
a	data	innovation
a	data	portal
a	data	set
a	data	sharing
a	data	subject
a	database	and
a	database	centered
a	database	for
a	database	of
a	database	system
a	dataset	with
a	date	of
a	day	earlier
a	day	had
a	day	learning
a	death	or
a	debate	on
a	debate	over
a	decade	ago
a	decade	it
a	decade	long
a	decade	mayor
a	decertification	drive
a	decidedly	analogue
a	deciding	vote
a	decision	about
a	decision	being
a	decision	generally
a	decision	has
a	decision	maker
a	decision	making
a	decision	motivated
a	decision	process
a	decisionmaking	process
a	decisive	break
a	decisive	critique
a	decline	in
a	deconstruction	of
a	decontextualized	way
a	dedicated	gis
a	dedicated	information
a	dedicated	web
a	deep	institutional
a	deep	meaningful
a	deep	sense
a	deep	strategy
a	deep	understanding
a	deepening	understanding
a	deeper	conversation
a	deeper	more
a	deeper	path
a	deeper	well
a	deeply	hostile
a	defendant	can
a	defendant	must
a	defendant	s
a	defining	and
a	defining	stop
a	definite	pressure
a	definition	and
a	definition	of
a	definitive	exercise
a	definitive	legal
a	degree	in
a	degree	of
a	delay	period
a	delegation	of
a	delegation	to
a	deliberative	legitimacy
a	delicate	policing
a	demand	for
a	democracy	but
a	democracy	n
a	democratic	society
a	demographic	and
a	demographic	threat
a	demonstration	of
a	department	are
a	department	s
a	department	select
a	department	who
a	department	wide
a	departure	from
a	deputy	sheriff
a	deputy	who
a	describing	a
a	describing	accusations
a	describing	police
a	describing	the
a	description	of
a	designated	official
a	desirable	political
a	desire	to
a	destabilizing	due
a	destructive	racial
a	detainer	issued
a	determination	of
a	deterrence	theory
a	development	that
a	devil	s
a	diagnosis	and
a	dialectic	of
a	dialectic	relationship
a	difference	criminology
a	difference	in
a	different	and
a	different	animal
a	different	case
a	different	deliberation
a	different	location
a	different	opinion
a	different	point
a	different	prescription
a	different	present
a	different	race
a	different	racial
a	different	random
a	different	rule
a	different	voice
a	different	weight
a	differential	impact
a	difficult	question
a	diffusion	of
a	digital	counties
a	digital	era
a	digital	onboarding
a	digital	photo
a	diminished	disposition
a	diminished	proclivity
a	diprete	jerry
a	direct	interest
a	direct	response
a	direct	voice
a	directive	prohibiting
a	disadvantaged	context
a	disciplinary	artifact
a	discourse	theory
a	discrete	individual
a	discrete	practice
a	discrete	protected
a	discriminatory	purpose
a	discussing	chief
a	discussion	of
a	disparate	impact
a	disparate	outcome
a	disparate	racial
a	disparity	is
a	disparity	n
a	dispatcher	search
a	dispersed	network
a	disproportionate	impact
a	disproportionate	number
a	disproportionate	share
a	disproportionate	toll
a	disproportionately	discriminatory
a	disproportionately	large
a	disproportionately	minority
a	distinct	part
a	distinct	programmatic
a	distinction	that
a	distinctive	and
a	distinctive	concern
a	distinctive	modality
a	distinctive	mode
a	distinctive	moral
a	distinctive	role
a	distorted	baseline
a	distortion	of
a	distraction	and
a	distributed	network
a	district	attorney
a	district	court
a	diverse	array
a	diverse	police
a	diverse	set
a	diverse	workforce
a	diversion	from
a	diversion	n
a	diversity	of
a	dividing	line
a	division	of
a	divisive	political
a	dizzying	array
a	dministration	http
a	do	it
a	doctoral	candidate
a	documenting	racial
a	doubling	of
a	dozen	or
a	driver	s
a	dual	frustration
a	due	process
a	duty	of
a	duty	on
a	duty	to
a	duty	under
a	dynamic	analysis
a	dynamic	automated
a	dynamic	machine
a	dynamic	neither
a	ed	and
a	effort	to
a	empowering	individuals
a	epstein	forbidden
a	es	n
a	esri	based
a	evidence	based
a	examples	of
a	f	c
a	f	campaign
a	facade	of
a	face	https
a	face	wired
a	facebook	page
a	factor	contributing
a	factor	seems
a	factual	predicate
a	fagan	et
a	failure	of
a	failure	the
a	failure	to
a	fair	airing
a	fair	and
a	fair	hearing
a	fairly	high
a	fairly	identifiable
a	false	promise
a	falsely	negative
a	familiar	horror
a	family	affair
a	family	or
a	fanciful	future
a	far	greater
a	far	larger
a	far	more
a	fashion	that
a	fatal	accident
a	fatal	heart
a	fatal	police
a	fatal	rupture
a	fatal	shooting
a	father	imprisoned
a	fault	based
a	fear	of
a	feat	driven
a	feature	length
a	feature	rather
a	federal	bureaucracy
a	federal	campaign
a	federal	criminal
a	federal	judiciary
a	federal	survey
a	federation	agreement
a	feedback	loop
a	feeling	of
a	feeling	that
a	feet	by
a	fellow	criminologist
a	felony	however
a	female	officer
a	ferguson	effect
a	few	administrative
a	few	amenable
a	few	bad
a	few	but
a	few	days
a	few	examples
a	few	hours
a	few	individuals
a	few	issues
a	few	minutes
a	few	months
a	few	of
a	few	provisions
a	few	scholars
a	few	stories
a	few	ways
a	few	weeks
a	few	years
a	fiber	initiative
a	fifth	vote
a	fifty	four
a	fill	in
a	final	algorithm
a	final	judgment
a	final	rule
a	final	state
a	financial	transaction
a	finch	eds
a	finding	of
a	finding	that
a	fingerprint	repository
a	firm	s
a	first	class
a	first	in
a	first	place
a	first	step
a	fit	between
a	five	percent
a	five	year
a	fixture	in
a	flach	tijl
a	flight	in
a	flow	of
a	flying	while
a	focus	among
a	focus	for
a	focus	on
a	footnote	the
a	fop	report
a	for	a
a	forbidden	classification
a	force	multiplier
a	forceful	tone
a	ford	administering
a	foreign	terrorist
a	form	of
a	form	used
a	formal	pha
a	former	baltimore
a	former	l
a	former	marine
a	former	spokesman
a	formerly	incarcerated
a	formulation	of
a	formulation	probably
a	forty	nine
a	forum	for
a	forward	looking
a	forward	thinking
a	foucauldian	bodily
a	foundation	for
a	foundational	level
a	four	fifth
a	four	person
a	fourteenth	amendment
a	fourth	amendment
a	fourth	of
a	fourth	officer
a	fourth	place
a	fqg	ultimately
a	fraction	of
a	framework	for
a	framework	to
a	free	people
a	free	society
a	freestanding	ground
a	fresh	perspective
a	friedler	et
a	friend	as
a	friend	attempted
a	friend	s
a	frisk	officers
a	full	collection
a	full	consideration
a	full	disclosure
a	full	explanation
a	full	part
a	full	picture
a	full	remedy
a	full	suite
a	full	tally
a	full	time
a	fuller	theoretically
a	fully	interactive
a	fully	mobile
a	fully	responsive
a	function	of
a	functional	definition
a	functional	program
a	fundamental	base
a	fundamental	goal
a	fundamental	managerial
a	fundamental	means
a	fundamental	problem
a	fundamental	revisitation
a	fundamentall	different
a	fundamentally	different
a	further	concern
a	further	reasonable
a	further	set
a	further	strengthening
a	future	administrative
a	future	algorithm
a	future	american
a	future	and
a	future	in
a	future	may
a	future	medical
a	future	regulation
a	future	renewal
a	future	transportation
a	game	theoretical
a	gangster	mostly
a	gap	between
a	gap	for
a	gas	leak
a	gatekeeping	rule
a	gates	our
a	gateway	drug
a	geller	ed
a	geller	hans
a	gendered	and
a	general	awareness
a	general	discussion
a	general	feeling
a	general	law
a	general	matter
a	general	perception
a	general	scholarly
a	general	way
a	generalization	a
a	generation	or
a	generation	part
a	generation	we
a	genuine	risk
a	geohub	project
a	geohub	that
a	georgia	tech
a	geospatial	platform
a	giant	digital
a	gigabyte	is
a	gis	database
a	gis	program
a	given	administration
a	given	amount
a	given	area
a	given	authority
a	given	beat
a	given	housing
a	given	intervention
a	given	investment
a	given	level
a	given	neighborhood
a	given	period
a	given	power
a	given	precinct
a	given	predictor
a	given	program
a	given	protected
a	given	race
a	given	street
a	given	territory
a	given	time
a	given	transaction
a	given	variable
a	glimpse	of
a	glock	in
a	glock	pistol
a	goal	as
a	goal	it
a	goal	of
a	goal	or
a	goal	that
a	gofundme	page
a	going	to
a	good	cause
a	good	degree
a	good	experience
a	good	faith
a	good	foundation
a	good	influence
a	good	person
a	good	relationship
a	good	thing
a	google	image
a	governance	council
a	governing	framework
a	government	action
a	government	agency
a	government	commission
a	government	decision
a	government	of
a	government	racial
a	government	search
a	government	state
a	governmental	action
a	governmental	decision
a	govtech	company
a	graduate	of
a	graduated	approach
a	gramscian	perspective
a	grant	from
a	grave	crisis
a	grave	specter
a	great	deal
a	great	degree
a	great	opportunity
a	great	tool
a	greater	concentration
a	greater	likelihood
a	greater	quantum
a	greater	risk
a	greater	sample
a	grievance	process
a	group	affiliated
a	group	and
a	group	be
a	group	created
a	group	from
a	group	it
a	group	level
a	group	of
a	group	or
a	group	s
a	group	see
a	group	they
a	growing	body
a	growing	currency
a	growing	interest
a	growing	number
a	guaranteed	spot
a	guardian	rather
a	guest	speaker
a	guiding	framework
a	guilty	plea
a	gun	ashley
a	gun	can
a	gun	however
a	gun	i
a	gun	police
a	h	n
a	half	century
a	half	million
a	half	times
a	halt	only
a	handful	of
a	hands	off
a	handwritten	digit
a	handwritten	number
a	haphazard	or
a	hard	place
a	harki	norfolk
a	harm	reduction
a	harmon	federal
a	harmon	promoting
a	harmon	the
a	harmon	when
a	harris	across
a	have	been
a	hayek	the
a	healthcare	clinic
a	hearing	examiner
a	hearing	in
a	hearing	one
a	hearing	thus
a	hearing	will
a	heavy	presence
a	heightened	burden
a	heightened	culture
a	heightened	risk
a	heightened	standard
a	hek	n
a	helpful	backstop
a	heterogeneous	yet
a	heuristic	intended
a	heuristically	efficient
a	hierarchical	and
a	hierarchy	of
a	high	and
a	high	bar
a	high	crime
a	high	degree
a	high	error
a	high	frequency
a	high	homicide
a	high	level
a	high	priority
a	high	probability
a	high	rate
a	high	risk
a	high	school
a	high	stakes
a	high	stop
a	high	tech
a	high	volume
a	high	watermark
a	higher	degree
a	higher	frequency
a	higher	per
a	higher	rate
a	higher	status
a	highly	complex
a	highly	defensive
a	highly	discretionary
a	highly	geographically
a	hindrance	but
a	hindrance	sometimes
a	hint	of
a	hippocratic	constraint
a	historic	church
a	historic	jim
a	historical	accident
a	historical	artifact
a	historical	framing
a	historically	protected
a	historically	situated
a	history	of
a	hit	list
a	holistic	picture
a	home	in
a	homeless	person
a	homeowner	might
a	homicide	pbs
a	hopeful	option
a	horrifying	future
a	hospital	n
a	hospital	worker
a	host	of
a	hostile	even
a	hot	list
a	hot	spots
a	house	where
a	house	whose
a	housing	facilitated
a	housing	first
a	html	discussing
a	http	www
a	huge	backlash
a	huge	breakthrough
a	huge	role
a	huge	success
a	hum	an
a	human	being
a	human	caseworker
a	human	community
a	human	computer
a	human	ever
a	human	face
a	human	life
a	human	n
a	human	official
a	human	to
a	hunch	n
a	i	a
a	i	an
a	i	if
a	i	president
a	i	will
a	id	p
a	ii	b
a	ii	each
a	imprisoning	plaintiff
a	inc	v
a	it	is
a	it	means
a	j	l
a	january	oral
a	janus	faced
a	jar	reason
a	job	cf
a	job	classification
a	job	i
a	jobless	future
a	jobs	app
a	johnson	disparity
a	johnson	the
a	joint	mass
a	joint	venture
a	journalist	n
a	journalistic	account
a	journalistic	report
a	judge	or
a	judge	sentenced
a	judge	tasked
a	judicial	acknowledgement
a	judicial	bypass
a	judicial	decree
a	judicial	inquiry
a	jump	in
a	juris	peter
a	jurisdiction	can
a	jurisdiction	its
a	jurisdiction	of
a	jurisdiction	where
a	justice	activist
a	justice	is
a	justifiable	reaction
a	justification	for
a	justification	n
a	justification	of
a	k	sandoval
a	kaplan	between
a	kass	hout
a	keen	appreciation
a	key	action
a	key	determinant
a	key	focus
a	key	insight
a	key	institution
a	key	piece
a	key	priority
a	key	question
a	keystone	of
a	kid	i
a	kid	s
a	kind	of
a	king	county
a	kirilenko	andrew
a	knife	attached
a	knife	reflecting
a	knocker	back
a	knocker	it
a	knowledge	foundation
a	knuckle	knife
a	kragen	professor
a	kroll	et
a	l	a
a	l	jezu
a	l	rev
a	label	is
a	labor	union
a	lack	of
a	lagged	measure
a	landlord	sanctioning
a	large	body
a	large	crime
a	large	enough
a	large	extent
a	large	negative
a	large	number
a	large	portion
a	large	proportion
a	large	role
a	large	scale
a	large	share
a	large	subset
a	large	volume
a	largely	free
a	largely	minority
a	largely	rural
a	larger	body
a	larger	decision
a	larger	framework
a	larger	legal
a	larger	necessary
a	larger	prison
a	larger	problem
a	larger	process
a	larger	scale
a	larger	segregationist
a	larger	share
a	larger	suite
a	last	resort
a	lasting	foothold
a	later	date
a	later	generation
a	later	interview
a	law	administered
a	law	enforcement
a	law	or
a	law	scholar
a	law	school
a	law	that
a	law	which
a	lawsuit	arguing
a	lawsuit	in
a	lawsuit	spog
a	lawsuit	to
a	lawyer	or
a	lawyer	she
a	layer	of
a	lead	evaluation
a	leadership	position
a	leadership	team
a	leading	criminologist
a	leading	example
a	leaked	memo
a	leaked	report
a	learning	algorithm
a	lecture	on
a	legal	analysis
a	legal	challenge
a	legal	defense
a	legal	duty
a	legal	estrangement
a	legal	framework
a	legal	matter
a	legal	perspective
a	legal	phenomenon
a	legal	premise
a	legal	question
a	legal	remedy
a	legal	requirement
a	legal	response
a	legal	silver
a	legal	system
a	legal	theory
a	legally	available
a	legally	harmful
a	legitimacy	analysis
a	legitimacy	approach
a	legitimacy	deficit
a	legitimacy	perspective
a	legitimate	alternative
a	legitimate	authority
a	legitimate	justification
a	legitimate	legal
a	legitimate	purpose
a	legitimate	state
a	leisure	chain
a	length	words
a	lenhardt	race
a	lens	for
a	lens	through
a	leobor	similar
a	less	demanding
a	less	error
a	lesser	extent
a	lesser	willingness
a	lesson	that
a	letter	from
a	letter	to
a	level	of
a	levels	off
a	lever	on
a	lexisnexis	n
a	lexisnexis	wis
a	license	machine
a	lieutenant	at
a	light	skinned
a	like	resident
a	likelihood	of
a	limitations	of
a	limited	first
a	limited	form
a	limited	protective
a	limited	view
a	line	between
a	line	of
a	link	between
a	linkedin	advertising
a	liquid	networked
a	little	bit
a	little	dispute
a	live	claim
a	ll	legislative
a	local	bachelor
a	local	level
a	local	mental
a	local	municipality
a	local	police
a	location	analysis
a	logan	after
a	logan	an
a	lombardo	miscegenation
a	london	borough
a	long	established
a	long	historical
a	long	history
a	long	list
a	long	record
a	long	serving
a	long	struggle
a	long	term
a	long	time
a	long	unpaid
a	longstanding	argument
a	longtime	partner
a	look	at
a	loose	dress
a	loose	standard
a	los	angeles
a	lot	at
a	lot	higher
a	lot	like
a	lot	of
a	lot	when
a	low	barrier
a	low	error
a	low	income
a	low	rate
a	lower	level
a	lowerlevel	analyst
a	luxury	good
a	m	faculty
a	m	grant
a	m	l
a	machine	chosen
a	machine	for
a	machine	learning
a	machine	readable
a	machine	would
a	major	barrier
a	major	emphasis
a	major	goal
a	major	impediment
a	major	law
a	major	pathway
a	major	predictor
a	major	priority
a	major	product
a	major	scandal
a	major	skeptic
a	major	source
a	majority	and
a	majority	as
a	majority	of
a	majority	rule
a	majority	see
a	man	of
a	man	s
a	man	who
a	managed	security
a	management	system
a	managerial	decision
a	mandatory	basis
a	mandatory	biometric
a	mandatory	exit
a	mandatory	subject
a	manner	that
a	manner	to
a	map	for
a	marginal	and
a	marginal	effect
a	marginal	improvement
a	married	couple
a	mass	killing
a	mass	shooting
a	massive	database
a	massive	decline
a	massive	legislative
a	massive	number
a	massive	scale
a	master	s
a	mathematical	equation
a	mathematical	model
a	mathematically	defined
a	matrix	of
a	matter	of
a	matter	reserved
a	mature	algorithmic
a	mature	shared
a	maturing	affect
a	mayor	s
a	mayoral	campaign
a	meal	officers
a	meaningful	and
a	meaningful	choice
a	meaningful	constraint
a	means	for
a	means	of
a	means	to
a	measure	of
a	measured	approach
a	measured	optimism
a	measurement	tool
a	mechanism	for
a	mechanism	through
a	mechanism	to
a	media	matters
a	meet	and
a	member	of
a	membership	in
a	membership	organization
a	mere	example
a	mere	prediction
a	mess	especially
a	message	particularly
a	message	that
a	message	to
a	meta	analysis
a	method	called
a	method	in
a	method	of
a	method	to
a	michael	schrage
a	micro	blog
a	micro	theory
a	microsoft	chatbot
a	microwave	network
a	middle	ground
a	middle	school
a	mile	fiber
a	military	commitment
a	million	contract
a	million	it
a	million	people
a	mindset	that
a	minimal	level
a	minimum	be
a	minimum	level
a	minimum	of
a	minimum	policy
a	minimum	some
a	minimum	the
a	minimum	they
a	minimum	to
a	minor	traffic
a	minority	group
a	minority	of
a	minority	union
a	misbehaving	subordinate
a	misdemeanor	whitt
a	misleading	proxy
a	mismatch	between
a	misnomer	in
a	missed	appointment
a	missouri	sample
a	mistake	to
a	mistake	ucla
a	mistaken	framing
a	mistrial	in
a	mixture	of
a	mjg	http
a	ml	rev
a	mobile	app
a	mobile	device
a	mobile	first
a	mobile	incident
a	mobile	solution
a	mobile	web
a	mobile	worker
a	mock	bureaucracy
a	modality	of
a	model	by
a	model	courts
a	model	for
a	model	of
a	model	or
a	model	that
a	moderate	level
a	modern	bureaucratic
a	modern	era
a	modern	ghetto
a	modern	machine
a	modest	but
a	modest	change
a	modest	development
a	modest	second
a	modification	of
a	moment	of
a	moment	to
a	monitor	and
a	monograph	on
a	monolithic	attitude
a	monolithic	occupational
a	month	for
a	month	to
a	moral	definition
a	moral	perspective
a	moral	rubicon
a	moral	status
a	moral	wrong
a	morally	problematic
a	more	accurate
a	more	aggressive
a	more	balanced
a	more	bottom
a	more	cogent
a	more	complete
a	more	consequentialist
a	more	constructive
a	more	cutting
a	more	deliberate
a	more	demanding
a	more	effective
a	more	efficient
a	more	equitable
a	more	formal
a	more	general
a	more	grounded
a	more	holistic
a	more	important
a	more	informed
a	more	millennial
a	more	normative
a	more	nuanced
a	more	optimistic
a	more	proactive
a	more	promising
a	more	recent
a	more	relational
a	more	responsive
a	more	rigorous
a	more	robust
a	more	searching
a	more	social
a	more	sophisticated
a	more	structural
a	more	technocratic
a	more	textured
a	more	user
a	mother	was
a	mother	who
a	motivating	animus
a	mou	with
a	move	from
a	move	that
a	move	toward
a	movement	it
a	movement	n
a	mp	crcf
a	much	bigger
a	much	greater
a	much	larger
a	much	less
a	much	lower
a	much	more
a	much	noted
a	multi	court
a	multi	faceted
a	multi	pronged
a	multidimensional	difficult
a	multilevel	poisson
a	multilevel	study
a	multimillion	dollar
a	multitude	of
a	municipal	jurisdiction
a	municipal	wi
a	municipality	has
a	municipality	might
a	municipality	s
a	municipality	that
a	municipality	the
a	municipally	owned
a	murder	accident
a	murder	by
a	musl	im
a	muslim	ban
a	muslim	database
a	muslim	majority
a	muslim	registry
a	myriad	of
a	mythical	instrument
a	n	a
a	n	c
a	n	chicago
a	n	dhs
a	n	furthermore
a	n	id
a	n	kenji
a	n	laird
a	n	negotiations
a	n	plessy
a	n	see
a	n	september
a	n	tex
a	n	u
a	narcotics	detective
a	narrow	conception
a	narrow	transactional
a	narrow	view
a	nash	equilibrium
a	nasty	headline
a	nation	al
a	nation	on
a	nation	wide
a	national	biometric
a	national	crime
a	national	discussion
a	national	movement
a	national	planning
a	national	political
a	national	problem
a	national	sample
a	national	scale
a	national	security
a	national	surveillance
a	national	survey
a	national	workshop
a	nationally	televised
a	nd	frisk
a	nd	privacy
a	near	insurmountable
a	nearby	convenience
a	nearly	correlation
a	necessary	catalyst
a	necessary	component
a	necessary	extension
a	necessary	step
a	need	to
a	negative	disposition
a	negative	evaluation
a	negative	light
a	negative	relation
a	negotiated	period
a	negro	is
a	neighbor	s
a	neighborhood	already
a	neighborhood	and
a	neighborhood	developed
a	neighborhood	increases
a	neighborhood	independently
