	of
act	s
act	the
act	to
act	u
act	vawa
act	was
act	which
acted	in
acting	as
acting	on
acting	rationally
action	and
action	but
action	display
action	doctrine
action	in
action	including
action	involving
action	is
action	no
action	of
action	on
action	one
action	performed
action	rather
action	reasonable
action	rises
action	that
action	the
action	to
actions	against
actions	by
actions	enforcing
actions	footnotes
actions	for
actions	his
actions	in
actions	involving
actions	n
actions	of
actions	see
actions	that
actions	toward
actions	within
active	by
actively	making
activist	lawyering
activist	n
activists	have
activities	and
activities	anonymously
activities	are
activities	associations
activities	fosters
activities	from
activities	happening
activities	has
activities	interests
activities	like
activities	movements
activities	n
activities	such
activities	that
activity	a
activity	and
activity	arising
activity	as
activity	associated
activity	at
activity	aug
activity	based
activity	cannot
activity	decades
activity	directed
activity	due
activity	falls
activity	having
activity	id
activity	in
activity	may
activity	n
activity	on
activity	or
activity	protects
activity	risks
activity	see
activity	standing
activity	takes
activity	taking
activity	that
activity	this
activity	to
activity	weather
activity	when
activity	would
actors	as
acts	allowed
acts	are
acts	in
acts	n
acts	of
acts	ohio
acts	proven
acts	quoting
acts	the
actual	collection
actual	expectations
actual	police
actually	bare
actually	be
actually	commits
actually	delivers
actually	doing
actually	establishing
actually	existed
actually	help
actually	increased
actually	used
actuarial	and
actuarial	assessment
actuarial	instruments
actuarial	measure
actuarial	model
actuarial	risk
acute	crime
acutely	aware
ad	litem
ad	serving
adam	frank
adam	klasfeld
adam	sadilek
adamant	that
adams	a
adams	and
adams	explained
adams	information
adams	is
adams	lapd
adams	provided
adams	supra
adams	the
adams	u
adams	v
adapt	fourth
adapt	to
adapt	videos
adaptation	c
adapted	to
add	on
add	to
added	can
added	citing
added	gardena
added	if
added	in
added	is
added	it
added	n
added	people
added	see
added	that
adding	a
adding	emphasis
adding	his
adding	risk
adding	variables
addition	ferguson
addition	most
addition	states
addition	the
addition	there
addition	to
additional	abuse
additional	benefits
additional	cameras
additional	cases
additional	corroborating
additional	employment
additional	evidentiary
additional	examples
additional	factors
additional	facts
additional	fourth
additional	hardship
additional	mechanism
additional	monetary
additional	murders
additional	nuance
additional	police
additional	privacy
additional	procedural
additional	relevant
additional	search
additional	testing
additional	uses
additional	violence
additionally	derives
additionally	government
additionally	the
additions	to
address	and
address	credit
address	footnotes
address	illegal
address	issues
address	of
address	only
address	race
address	social
address	the
address	them
address	these
address	where
address	whether
addressed	could
addressed	domestic
addressed	gps
addressed	in
addressed	the
addressed	to
addressed	whether
addresses	and
addresses	contained
addresses	could
addresses	in
addresses	of
addresses	online
addresses	to
addressing	anonymity
addressing	because
addressing	capacity
addressing	domestic
addressing	individual
addressing	some
addressing	specific
addressing	technological
addressing	the
adds	a
adequate	for
adequately	act
adequately	control
adequately	protect
adhering	to
adjust	resource
adjust	the
adjusted	to
adjusts	the
adkins	and
adkins	elizabeth
adm	r
admin	http
admin	office
administered	by
administratio	n
administration	fy
administration	headquarters
administration	held
administration	officers
administrative	and
administrative	state
administrative	subpoenas
administrators	draw
admissibility	in
admissible	in
admission	of
admit	domestic
admit	his
admits	there
admitted	his
admitted	murderer
admittedly	the
adopt	a
adopt	different
adopt	risk
adopt	where
adopted	a
adopted	and
adopted	by
adopted	data
adopted	hunchlab
adopted	it
adopted	n
adopted	pcs
adopted	to
adopting	a
adoption	by
adoption	of
adopts	a
ads	changes
adult	male
adult	men
adult	or
advance	that
advanced	statistical
advanced	systems
advancement	has
advancement	in
advancement	of
advancements	in
advances	have
advances	in
advantage	of
advantages	however
advantages	over
advent	and
advent	of
adventures	of
adversarial	approach
adversarial	legal
adverse	consequences
adverse	effect
adverse	immigration
adverse	impact
adverse	inference
adverse	to
adversely	impact
adversely	influence
advice	about
advice	honest
advice	responsible
advise	a
advise	the
advise	them
advisors	and
advocacy	and
advocacy	by
advocacy	center
advocacy	community
advocacy	david
advocacy	facilitates
advocacy	from
advocacy	group
advocacy	increases
advocacy	is
advocacy	moving
advocacy	on
advocacy	or
advocacy	regardless
advocacy	when
advocate	against
advocate	on
advocate	or
advocate	that
advocate	to
advocated	for
advocates	and
advocates	believe
advocates	court
advocates	fulfilling
advocates	many
advocates	of
advocates	police
advocates	regularly
advocates	suggest
advocates	that
advocates	the
advocates	who
aerial	drones
aerial	mapping
aerial	observation
aerial	surveillance
aff	d
aff	may
affair	noting
affairs	and
affairs	anita
affairs	firm
affairs	for
affect	foreign
affect	her
affect	our
affect	the
affected	and
affected	by
affected	the
affecting	social
affecting	women
affective	system
affiant	officer
affidavit	for
affidavits	giving
affiliated	friends
affiliation	sexual
affiliation	social
affiliations	even
affiliations	with
affirmative	steps
affirmed	on
affirmed	protections
affirming	the
affixed	in
affluent	battered
afford	bail
afford	to
affordable	for
affordable	n
afforded	colonists
afforded	distinct
afoot	even
afoot	is
afoot	n
afoot	to
afraid	not
afraid	of
afraid	that
afraid	to
african	american
after	a
after	all
after	an
after	any
after	boston
after	brinsley
after	clustering
after	crimes
after	deputies
after	each
after	finding
after	graffiti
after	he
after	highly
after	industry
after	its
after	leaving
after	local
after	offender
after	paulding
after	percent
after	professor
after	prosecution
after	ratification
after	regulators
after	relying
after	separation
after	she
after	suing
after	the
after	which
aftermath	of
aftershocks	as
aftershocks	for
aftershocks	n
aftershocks	turns
afterwards	n
afzel	noore
again	a
again	in
again	struck
again	the
against	a
against	abusers
against	arbitrary
against	baca
against	biometric
against	civil
against	compelled
against	crime
against	demands
against	disclosures
against	domestic
against	either
against	facebook
against	frt
against	government
against	her
against	housework
against	influence
against	intimate
against	invasive
against	ku
against	official
against	over
against	persecution
against	personsdomestic
against	ross
against	self
against	state
against	subpoenas
against	terrorism
against	the
against	their
against	them
against	tom
against	unfounded
against	unnecessary
against	unreasonable
against	unwarranted
against	victim
against	which
against	women
agdbasev	wr
age	as
age	by
age	cases
age	data
age	drugs
age	fourth
age	further
age	in
age	is
age	n
age	of
age	the
age	to
age	traditional
age	warrants
age	we
age	zettabyte
agencies	according
agencies	acquire
agencies	also
agencies	and
agencies	are
agencies	around
agencies	available
agencies	can
agencies	collect
agencies	dedicated
agencies	engaged
agencies	for
agencies	have
agencies	including
agencies	may
agencies	now
agencies	such
agencies	that
agencies	to
agencies	which
agency	access
agency	and
agency	crime
agency	eli
agency	find
agency	for
agency	had
agency	in
agency	into
agency	looking
agency	role
agency	s
agency	structured
agency	that
agency	to
agency	within
agenda	footnotes
agenda	should
agenda	we
agent	for
agent	lewis
agent	of
agent	or
agent	outside
agent	s
agent	sent
agents	and
agents	from
agents	of
agents	the
ages	and
ages	to
aggravating	and
aggregated	information
aggregated	whole
aggregates	and
aggregating	gains
aggregation	of
aggregation	public
aggregations	of
aggression	n
aggression	theory
aggressive	and
aggressive	approach
aggressive	beggars
aggressive	behavior
aggressive	intelligence
aggressive	intervention
aggressive	no
aggressive	prosecution
aggressive	stop
aggressive	tactics
aggressive	use
ago	it
ago	michael
ago	mr
ago	n
ago	some
ago	that
ago	we
ago	you
agree	on
agree	that
agreed	claremont
agreed	supervisor
agreed	that
agreed	to
agreeing	in
agreement	founded
agreements	and
agrees	on
agriculture	banking
aguilar	and
aguilar	must
aguilar	spinelli
aguilar	v
ahead	not
ahlberg	co
ahmedabad	edition
aid	and
aid	in
aid	of
aiding	and
aiding	the
aids	policing
aids	treatment
aim	n
aim	of
aim	that
aimed	at
aims	at
aims	have
aims	that
aims	to
air	of
air	pollution
aircraft	and
aircraft	available
aired	jan
airline	ticket
airplane	tickets
airport	or
airports	banks
airports	false
airspace	who
akin	to
akron	l
al	a
al	ass
al	assessing
al	bag
al	baker
al	battered
al	calls
al	collaborating
al	collecting
al	do
al	eds
al	factors
al	franken
al	immigrant
al	intimate
al	just
al	l
al	lawyers
al	masculine
al	mckinsey
al	nat
al	predicting
al	predictive
al	recognition
al	research
al	risk
al	safety
al	sept
al	storage
al	supra
al	the
al	till
al	trajectories
al	victim
ala	yet
alabama	elder
alabama	ex
alabama	supreme
alabama	v
alan	o
alan	sheridan
alan	sklansky
alarm	detection
alarmed	public
albeit	from
albert	pimental
albertson	fineman
alberty	v
alcohol	domestic
alerted	the
alerts	us
alessandro	acquisti
alex	heckert
alex	j
alex	pareene
alexander	h
alexander	hamilton
alexander	t
alexandra	natapoff
alg	orithm
algorithm	aids
algorithm	do
algorithm	for
algorithm	generates
algorithm	identifies
algorithm	in
algorithm	mit
algorithm	similar
algorithm	that
algorithm	to
algorithm	uses
algorithm	working
algorithms	and
algorithms	associate
algorithms	can
algorithms	certified
algorithms	into
algorithms	n
algorithms	of
algorithms	simply
algorithms	that
algorithms	to
algorithms	used
algorithms	were
algorithms	which
algorithms	with
alhambra	a
alhambra	police
alhambra	was
alhambra	yokoyama
ali	winston
alia	an
aliases	photographs
alicia	harrison
alien	and
aliens	and
aliens	or
align	with
alike	the
alimony	and
alimony	as
alimony	child
alimony	or
alimony	payments
alimony	the
alison	liebling
alison	taylor
alito	added
alito	and
alito	called
alito	deemed
alito	focused
alito	j
alito	n
alito	recently
alito	thus
alito	wrote
all	a
all	accountable
all	addresses
all	anonymous
all	appeals
all	are
all	as
all	be
all	but
all	by
all	cases
all	cities
all	combined
all	contribute
all	convicted
all	crimes
all	data
all	decisions
all	domestic
all	felony
all	femicides
all	fifty
all	footnotes
all	four
all	highly
all	id
all	images
all	in
all	incidents
all	individuals
all	kinds
all	manners
all	much
all	n
all	of
all	other
all	over
all	parties
all	perpetrators
all	personal
all	possess
all	r
all	reasonable
all	regression
all	rely
all	requests
all	rights
all	risk
all	rookie
all	samples
all	see
all	sorts
all	straight
all	structural
all	struggling
all	the
all	then
all	there
all	these
all	those
all	tomorrow
all	with
all	your
allay	the
allayed	privacy
allegation	an
allegations	and
allegations	contained
allegations	reliable
allegations	that
alleged	finding
alleged	incompetence
alleged	to
allegedly	complained
allegedly	given
allegedly	maltreated
alleging	abuse
allen	distinguishes
allen	ed
allen	s
allen	taking
allen	uneasy
allen	unpopular
allen	update
alliances	might
allies	is
allies	u
allocate	police
allocate	resources
allocate	sentencing
allocating	resources
allocation	n
allocation	of
allocation	this
allocations	j
allow	a
allow	an
allow	analytics
allow	anyone
allow	both
allow	for
allow	prior
allow	state
allow	the
allow	us
allow	was
allow	withdrawal
allowed	by
allowed	for
allowed	government
allowed	the
allowing	disclosure
allowing	for
allowing	investigators
allowing	it
allowing	law
allowing	testimony
allowing	us
allows	an
allows	analysts
allows	for
allows	law
allows	officers
allows	some
allows	the
allows	users
allport	a
allport	believed
allport	personality
ally	gang
almost	certain
almost	certainly
almost	every
almost	if
almost	impossible
almost	no
almost	sixty
almost	two
almost	wholly
alone	a
alone	and
alone	applies
alone	are
alone	associate
alone	because
alone	does
alone	from
alone	has
alone	in
alone	is
alone	must
alone	n
alone	observing
alone	or
alone	the
alone	to
alone	was
alone	with
alone	would
along	the
along	with
already	been
already	being
already	changed
already	embraced
already	engaged
already	exists
already	exploring
already	financial
already	for
already	have
already	in
already	know
already	known
already	lawfully
already	seeing
already	struggling
already	the
also	a
also	agreed
also	alberty
also	allow
also	andrew
also	arisen
also	authorized
also	available
also	bar
also	bays
also	be
also	because
also	been
also	beginning
also	benefit
also	best
also	boyd
also	buckley
also	by
also	cede
also	characterized
also	check
also	cherlin
also	city
also	claude
also	clear
also	collaborate
also	considers
also	creates
also	criminal
also	david
also	disclose
also	discuss
also	e
also	encouraged
also	enforce
also	erica
also	expect
also	exploring
also	face
also	features
also	finally
also	flaherty
also	fundamental
also	great
also	grown
also	gutterman
also	harrington
also	has
also	hoffa
also	hugely
also	id
also	in
also	includes
also	incorporates
also	increase
also	infra
also	institutes
also	jay
also	john
also	key
also	known
also	lawless
also	led
also	make
also	mayor
also	means
also	miguel
also	more
also	my
also	noted
also	offers
also	on
also	operation
also	photo
also	plans
also	play
also	policed
also	poses
also	previously
also	problematic
also	proven
also	provide
also	provides
also	raises
also	refers
also	rejected
also	relatively
also	rely
also	responds
also	restrict
also	robustly
also	run
also	salary
also	secures
also	seen
also	sengupta
also	serves
also	shelton
also	slobogin
also	sought
also	stephen
also	stuart
also	suggest
also	suggests
also	targets
also	tend
also	the
also	threatened
also	to
also	tom
also	turley
also	u
also	united
also	upheld
also	used
also	villasenor
also	volunteered
also	wayne
also	whalen
also	wheeler
also	wm
alt	privacy
alter	policing
alter	the
alteration	in
altered	with
altering	one
alternative	case
alternative	client
alternative	institutions
alternative	may
alternative	n
alternative	techcrunch
alternative	to
alternatively	the
alternatively	use
although	a
although	american
although	an
although	association
although	barbara
although	bentham
although	certainly
although	civil
although	codis
although	colonists
although	corporations
although	efforts
although	facebook
although	fingerprint
although	for
although	he
although	incidents
although	jones
although	king
although	much
although	not
although	officers
although	pcs
although	police
although	pre
although	predpol
although	some
although	speech
although	state
although	the
although	there
altogether	different
altogether	n
always	be
always	disclose
always	enforce
always	forget
always	inexperienced
always	involved
always	lend
always	seeking
am	acad
am	civil
am	constitutional
am	http
am	i
am	j
am	jur
am	l
am	library
am	likely
am	looking
am	pdt
am	prospect
am	really
am	soc
am	u
amalgamated	into
amalgamation	of
amanda	hitt
amanor	boadu
amass	the
amassed	in
amateurs	could
amazon	about
amazon	com
amazon	s
amazon	the
ambiguities	of
ambivalence	about
ambivalent	implementation
amblin	entertainment
amenable	to
amend	i
amend	iii
amend	iv
amend	v
amend	xiii
amend	xvi
amended	at
amended	in
amended	the
amended	their
amended	through
amendment	activity
amendment	aff
amendment	alexander
amendment	analysis
amendment	and
amendment	anonymity
amendment	apart
amendment	applicable
amendment	applies
amendment	approach
amendment	arena
amendment	arenas
amendment	as
amendment	at
