	of
actionsowner	rightsadaptationcopyright
activate	either
active	involvement
active	level
active	representation
actively	engage
actively	engaged
actively	undermine
activities	are
activities	at
activities	increases
activities	of
activities	of
activities	or
activities	so
activities	social
activities	that
activities	that
activities	to
activities	to
activity	between
activity	occurs
activity	of
actual	behavior
actual	change
actual	delivery
actual	implementation
actual	implementation
actual	police
actual	practice
actual	reduction
actual	reduction
actually	account
actually	dispersed
actually	do
actually	focuses
actually	increase
actually	occurred
actually	structure
actuarial	age
actuarial	innovations
acute	sense
adam	s
adam	the
adapt	to
adapt	tracking
adaptability	of
adaptations	to
adaptations	to
adapted	and
adapted	from
adapted	to
adaptive	they
add	to
added	each
added	each
added	new
added	now
added	now
added	police
added	that
added	to
added	we
added	we
added	we
added	we
adding	officers
adding	that
adding	to
addition	mutual
addition	there
addition	to
addition	to
addition	to
additional	percent
additional	uncertainty
address	the
address	the
addressed	several
addressing	this
adds	a
adds	before
adds	before
adds	to
adds	to
adept	users
adequate	slack
adhere	to
adhere	to
adherence	among
adherence	to
adherence	to
adhering	to
adjudicating	civil
adjust	those
administration	and
administration	during
administration	hage
administration	of
administration	of
administration	of
administration	or
administration	quarterly
administration	review
administration	review
administration	review
administrative	actions
administrative	density
administrative	duties
administrative	extensive
administrative	hearings
administrative	intensity
administrative	intensity
administrative	interventions
administrative	jobs
administrative	lieutenant
administrative	matters
administrative	policy
administrative	rulings
administrative	science
administrative	staff
administrative	statistics
administrative	supervisory
administrative	tasks
administrative	theory
administrators	faced
administrators	receive
administrators	the
adopt	a
adopt	an
adopt	and
adopt	and
adopt	it
adopt	many
adopt	once
adopt	them
adopted	and
adopted	because
adopted	community
adopted	over
adopted	to
adopters	develop
adopting	an
adopting	departments
adopting	innovations
adopting	the
adopting	this
adoption	and
adoption	and
adoption	of
adoption	of
adoption	of
adoption	of
adoption	of
adoption	of
adoption	of
adoption	of
adoption	we
adult	leaves
advance	for
advance	for
advance	their
advanced	in
advanced	one
advanced	software
advanced	through
advanced	to
advancement	on
advancement	to
advancements	have
advancements	of
advances	improve
advances	in
advances	in
advances	in
advancing	the
advantage	of
advantage	of
advantage	of
advantage	of
advantaged	neighbors
advocacy	of
advocates	argue
advocates	as
advocates	encouraged
advocates	has
affairs	it
affect	police
affect	the
affected	such
affecting	organizational
affecting	the
affecting	the
affects	their
affirmative	action
afflicted	with
afford	an
afford	large
afford	opportunities
afford	poor
afford	small
afford	to
afford	to
affordable	for
affording	the
afghanistan	seventeen
afoot	in
african	american
after	a
after	a
after	a
after	a
after	all
after	all
after	an
after	an
after	concern
after	crimes
after	crimes
after	descendants
after	leading
after	reading
after	reading
after	reading
after	reading
after	six
after	six
after	the
after	the
after	the
after	the
after	the
after	the
after	the
after	there
after	they
after	they
after	two
after	wave
afternoon	in
afternoon	in
afternoon	swing
aftershock	after
aftershock	after
aftershock	model
aftershock	model
aftershocks	and
aftershocks	and
aftershocks	from
aftershocks	from
aftershocks	will
again	as
again	which
again	which
against	a
against	expectations
against	police
against	prediction
against	the
against	the
age	chicago
age	journal
age	of
age	of
age	of
age	of
age	of
age	of
age	the
agencies	allen
agencies	also
agencies	although
agencies	an
agencies	and
agencies	and
agencies	and
agencies	appear
agencies	are
agencies	are
agencies	are
agencies	are
agencies	are
agencies	are
agencies	are
agencies	around
agencies	around
agencies	around
agencies	around
agencies	as
agencies	bayley
agencies	bayley
agencies	became
agencies	between
agencies	bulletin
agencies	bureau
agencies	but
agencies	but
agencies	claimed
agencies	committed
agencies	computers
agencies	conducted
agencies	context
agencies	distribute
agencies	do
agencies	do
agencies	drawing
agencies	during
agencies	during
agencies	embedded
agencies	especially
agencies	especially
agencies	evaluated
agencies	even
agencies	explaining
agencies	first
agencies	from
agencies	from
agencies	geller
agencies	grow
agencies	hardly
agencies	have
agencies	have
agencies	have
agencies	have
agencies	have
agencies	have
agencies	here
agencies	in
agencies	in
agencies	in
agencies	in
agencies	in
agencies	in
agencies	in
agencies	into
agencies	klockars
agencies	like
agencies	makes
agencies	marks
agencies	may
agencies	mr
agencies	mr
agencies	necessarily
agencies	not
agencies	not
agencies	nowadays
agencies	of
agencies	or
agencies	or
agencies	over
agencies	over
agencies	parks
agencies	policing
agencies	president
agencies	providing
agencies	remain
agencies	remain
agencies	reported
agencies	section
agencies	sheriff
agencies	showed
agencies	suggests
agencies	surveyed
agencies	than
agencies	that
agencies	that
agencies	the
agencies	the
agencies	the
agencies	there
agencies	they
agencies	throughout
agencies	throughout
agencies	to
agencies	to
agencies	to
agencies	to
agencies	to
agencies	to
agencies	to
agencies	to
agencies	to
agencies	today
agencies	undoubtedly
agencies	used
agencies	vary
agencies	washington
agencies	washington
agencies	what
agencies	with
agencies	with
agencies	with
agencies	with
agencies	would
agencies	wycoff
agencies	yet
agency	accreditation
agency	consolidation
agency	in
agency	in
agency	in
agency	in
agency	in
agency	leaders
agency	or
agency	or
agency	performance
agency	producing
agency	says
agency	says
agency	size
agency	size
agency	structure
agency	there
agency	we
agenda	for
agendas	interact
agents	becker
agents	it
agents	of
aggravated	assaults
aggressive	and
aggressive	enforcement
aggressive	patrolling
aggressively	into
agile	able
ago	albert
ago	the
agree	to
agreement	on
agreements	and
agreements	often
ahead	of
ahead	of
ahead	of
aid	according
aid	agreements
aims	to
air	conditioner
air	force
air	national
air	show
akin	to
al	and
al	but
al	but
al	given
al	given
al	greene
al	international
al	klockars
al	less
al	note
al	p
al	p
al	p
al	pp
al	second
al	skogan
al	skogan
al	smith
al	spelman
al	the
al	the
al	thus
al	thus
al	we
al	whether
al	willis
al	wilson
alan	a
alan	not
alarming	increases
albany	state
albeit	at
albeit	largely
albeit	performed
albert	j
albert	j
albert	j
albert	reiss
alcohol	compliance
alert	for
alert	to
alerts	it
alerts	it
alex	piquero
alexander	the
alexandria	va
alexis	de
alexis	democracy
alfred	and
alfred	blumstein
algorithm	if
algorithm	to
algorithmic	methods
algorithms	has
algorithms	has
algorithms	he
algorithms	he
algorithms	or
algorithms	stir
algorithms	stir
algorithms	to
alienation	and
alienation	isolation
alike	as
all	american
all	as
all	aspects
all	at
all	be
all	been
all	been
all	clear
all	clear
all	crimes
all	good
all	in
all	instances
all	is
all	it
all	it
all	kinds
all	levels
all	measures
all	movements
all	of
all	of
all	of
all	others
all	police
all	related
all	respondents
all	rights
all	rights
all	rights
all	rights
all	rights
all	rights
all	rights
all	rights
all	rights
all	seeing
all	started
all	started
all	sworn
all	that
all	these
all	this
all	this
all	this
all	three
all	three
all	three
all	understanding
allacademic	com
alleged	misconduct
allen	and
allen	david
allen	et
allen	what
alleviate	this
allocate	resources
allocate	resources
allocation	as
allocation	to
allocations	for
allow	people
allow	practitioners
allow	the
allow	the
allowed	to
allowing	the
allowing	them
allows	police
almost	as
almost	exclusively
alone	they
alone	warrants
along	lake
along	to
along	to
along	with
along	with
already	been
already	been
already	early
already	experimenting
already	familiar
already	in
already	made
already	on
already	paid
already	resulted
already	seen
already	surfaced
also	afford
also	argues
also	attend
also	be
also	bought
also	by
also	demands
also	draw
also	draw
also	due
also	expect
also	focused
also	for
also	found
also	from
also	have
also	help
also	help
also	how
also	important
also	include
also	incur
also	influencing
also	judged
also	laden
also	lists
also	looking
also	looking
also	manning
also	many
also	might
also	might
also	might
also	might
also	perceive
also	persist
also	produced
also	provides
also	require
also	schafer
also	the
also	to
also	to
also	to
also	used
also	want
also	weisburd
also	with
also	witnessed
alter	police
alter	police
alter	the
alter	the
alter	the
alter	what
altered	another
altered	policing
altered	policing
altered	what
altering	a
altering	police
altering	the
altering	the
alternative	policing
alternative	remedy
alternative	strategy
alternative	technologies
alternative	technologies
alternative	technology
alternative	ways
alternatives	are
alternatives	require
alternatives	seem
alternatives	to
alternatives	to
although	a
although	a
although	a
although	a
although	cctv
although	community
although	community
although	in
although	it
although	other
although	perhaps
although	public
although	small
although	some
although	some
although	some
although	subordinates
although	the
although	the
although	the
although	the
although	the
although	the
although	there
although	there
although	there
although	there
although	there
although	there
although	there
although	there
although	these
although	these
although	these
although	they
although	they
although	this
altshuler	alan
altshuler	p
always	getting
always	getting
always	questionable
always	showing
amazon	about
ambiguous	values
ambition	and
ambivalence	about
ambivalence	about
amelia	huffman
amelia	rouse
amendment	in
amendment	protections
america	and
america	are
america	by
america	cambridge
america	changes
america	conflict
america	due
america	edited
america	had
america	have
america	have
america	in
america	is
america	is
america	mastrofski
america	nd
america	new
america	politics
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	s
america	the
america	to
america	vols
america	washington
american	academy
american	academy
american	academy
american	academy
american	academy
american	agencies
american	agencies
american	automobile
american	case
american	cities
american	communities
american	communities
american	context
american	criminal
american	cultural
american	democratic
american	departments
american	departments
american	experience
american	experience
american	habit
american	journal
american	motorists
american	persistence
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	police
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	policing
american	political
american	political
american	populace
american	public
american	public
american	situation
american	society
american	society
american	society
american	sociological
american	sociological
american	sociological
american	system
americans	fondness
americans	fostered
americans	receive
americans	were
amicable	relations
among	a
among	a
among	agents
among	america
among	american
among	american
among	american
among	an
among	community
among	community
among	growing
among	illinois
among	larger
among	local
among	local
among	medium
among	officers
among	officers
among	officers
among	officers
among	officers
among	others
among	others
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	police
among	precincts
among	reformers
among	smaller
among	some
among	state
among	the
among	the
among	the
among	their
amount	of
amount	of
amount	of
amount	of
amount	of
amounts	of
amounts	of
an	active
an	actuarial
an	acute
an	additional
an	administrative
an	aftershock
an	aftershock
an	age
an	age
an	age
an	age
an	age
an	age
an	agenda
an	alcohol
an	algorithm
an	all
an	all
an	alternative
an	alternative
an	american
an	american
an	analysis
an	analytic
an	annual
an	anthropologist
an	anthropologist
an	applied
an	applied
an	applied
an	applied
an	approach
an	appropriate
an	area
an	area
an	area
an	array
an	array
an	array
an	article
an	assessment
an	assistant
an	average
an	earlier
an	earthquake
an	earthquake
an	earthquake
an	earthquake
an	earthquake
an	effective
an	effectively
an	electrical
an	email
an	email
an	emerging
an	emerging
an	emerging
an	emerging
an	empirical
an	empirical
an	empirical
an	entire
an	entirely
an	entity
an	environment
an	environment
an	ethical
an	ethos
an	even
an	examination
an	excellent
an	expanding
an	eye
an	impact
an	important
an	important
an	impressive
an	impressive
an	improvement
an	in
an	incident
an	increased
an	increasing
an	increasing
an	independent
an	indicator
an	industry
an	industry
an	industry
an	industry
an	influence
an	initial
an	initial
an	innovation
an	innovation
an	innovation
an	innovation
an	innovative
an	insignificant
an	interest
an	interesting
an	interesting
an	interesting
an	internal
an	internal
an	international
an	international
an	international
an	international
an	international
an	international
an	international
an	international
an	international
an	intolerance
an	invaluable
an	invaluable
an	invisible
an	occupation
an	occupation
an	officer
an	officer
an	officer
an	officer
an	officer
an	officer
an	officer
an	officer
an	ongoing
an	opportunity
an	opportunity
an	opportunity
an	opportunity
an	opportunity
an	organization
an	organization
an	organization
an	organization
an	organization
an	organizational
an	organizational
an	organizational
an	outstanding
an	overview
an	percent
an	percent
an	unsurprising
an	unusual
an	unusual
an	unusual
an	year
analyses	and
analysis	a
analysis	and
analysis	and
analysis	committee
analysis	continuing
analysis	cover
analysis	crime
analysis	data
analysis	for
analysis	in
analysis	including
analysis	into
analysis	is
analysis	is
analysis	new
analysis	of
analysis	of
analysis	of
analysis	of
analysis	of
analysis	of
analysis	of
analysis	of
analysis	of
analysis	some
analysis	suggests
analysis	surveillance
analysis	technologies
analysis	the
analysis	these
analysis	to
analysis	to
analysis	to
analysis	tracked
analysis	unit
analysis	unit
analysis	washington
analyst	compared
analyst	for
analyst	for
analyst	for
analyst	for
analyst	for
analyst	for
analyst	for
analyst	for
analyst	for
analyst	per
analyst	santa
analyst	santa
analyst	the
analyst	the
analyst	the
analysts	at
analysts	don
analysts	hughes
analysts	make
analysts	view
analysts	who
analytic	and
analytic	capacity
analytic	reports
analytics	for
analytics	moving
analytics	perlman
analytics	that
analytics	unit
analytics	unit
analyze	a
analyze	patterns
analyzed	by
analyzed	years
analyzing	and
analyzing	and
analyzing	data
analyzing	patterns
ancestors	built
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	a
and	aaron
and	ability
and	abroad
and	absorb
and	abuse
and	abuse
and	abuse
and	abuses
and	abusive
and	abusive
and	abusive
and	acceptance
and	accountability
and	accountability
and	accountants
and	accurate
and	achieved
and	achieved
and	achieved
and	acting
and	active
and	actively
and	activities
and	adaptability
and	add
and	additional
and	adhere
and	administration
and	administration
and	administrative
and	administrative
and	administrative
and	administrative
and	administrative
and	administrative
and	administrative
and	affirmative
and	agencies
and	agency
and	agency
and	aggravated
and	aggressive
and	allocate
and	allocate
and	also
and	also
and	also
and	although
and	although
and	always
and	amazon
and	ambiguous
and	amelia
and	an
and	an
and	an
and	an
and	analysis
and	analysis
and	another
and	another
and	another
and	anthony
and	anthony
and	anthony
and	anthony
and	anthony
and	anthony
and	anthony
and	anthony
and	anything
and	appellate
and	applied
and	applied
and	appreciation
and	appropriate
and	are
and	are
and	arlington
and	arrest
and	arrests
and	as
and	assess
and	assess
and	assessing
and	assessments
and	association
and	attitudes
and	attributed
and	australia
and	australia
and	authorities
and	auto
and	b
and	backup
and	bargaining
and	bayley
and	bayley
and	be
and	beats
and	become
and	being
and	belief
and	beliefs
and	benefits
and	better
and	better
and	better
and	beyond
and	bezdikian
and	bingo
and	bingo
and	bittner
and	bittner
and	bittner
and	bittner
and	blacks
and	bordua
and	bordua
and	both
and	both
and	bradley
and	braga
and	braga
and	braga
and	braga
and	braga
and	braga
and	braga
and	braga
and	bratton
and	brian
and	brown
and	brown
and	brutality
and	bureaucracy
and	bureaucratization
and	bureaucratized
and	bureaucrats
and	burglars
and	burglars
and	burglars
and	burglars
and	businesses
and	by
and	bynum
and	c
and	call
and	calvin
and	capacities
and	car
and	car
and	career
and	career
and	careful
and	carl
and	cellular
and	census
and	censuses
and	certain
and	certain
and	challenges
and	change
and	change
and	change
and	change
and	change
and	change
and	change
and	change
and	changeability
and	changes
and	changes
and	changes
and	charles
and	charles
and	charts
and	circumstance
and	citation
and	clandestine
and	claus
and	clifford
and	collaborate
and	colleagues
and	colleagues
and	collective
and	colleen
and	college
and	coming
and	commitment
and	communication
and	communications
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	community
and	comparing
and	competing
and	competition
and	complaints
and	complex
and	complex
and	complexity
and	complexity
and	complicated
and	comprehensively
and	compstat
and	computer
and	computerized
and	concern
and	conclusions
and	confidential
and	conflict
and	consequential
and	considerable
and	constraints
and	contemporary
and	contemporary
and	control
and	control
and	control
and	control
and	control
and	control
and	control
and	control
and	controlling
and	convincing
and	coordination
and	corrective
and	counties
and	county
and	court
and	courts
and	craig
and	creatively
and	crime
and	crime
and	crime
and	crime
and	crimes
and	criminal
and	criminology
and	criminology
and	criminology
and	criticism
and	cultural
and	culture
and	culture
and	cultures
and	customized
and	cutting
and	cynthia
and	cynthia
and	dale
and	dangerous
and	data
and	data
and	dated
and	david
and	david
and	david
and	david
and	david
and	david
and	david
and	david
and	david
and	david
and	deanna
and	debra
and	decided
and	decided
and	decision
and	defensiveness
and	deliberative
and	deliberative
and	deliberative
and	delinquency
and	delinquency
and	delivers
and	dennis
and	depending
and	detect
and	detecting
and	detecting
and	detection
and	develop
and	developing
and	devices
and	devices
and	devices
and	directed
and	direction
and	director
and	discussed
and	disincentives
and	disincentives
and	disorder
and	disorder
and	disorder
and	disorder
and	disorder
