	of	documents
a	community	or
a	community	or
a	community	that
a	community	that
a	company	poring
a	company	receiving
a	company	that
a	company	to
a	company	to
a	company	to
a	comparison	group
a	comparison	group
a	comparison	group
a	compassionate	place
a	complete	cessation
a	complex	enterprise
a	complex	profession
a	complex	task
a	complicated	algorithm
a	comprehensive	inventory
a	compstat	like
a	computer	new
a	computer	predict
a	computer	predpol
a	computer	program
a	computer	programmer
a	computer	where
a	concealed	knife
a	concern	this
a	conclusion	most
a	conclusion	the
a	confederate	soldier
a	conference	this
a	conservative	growth
a	consistent	source
a	constable	in
a	constantly	updated
a	consultant	but
a	consumer	price
a	contact	with
a	control	group
a	control	group
a	control	group
a	control	group
a	control	group
a	controlled	experiment
a	controlled	study
a	controversial	police
a	cookie	this
a	cordoned	off
a	core	feature
a	correlation	between
a	correlation	over
a	corridor	of
a	cost	to
a	couple	of
a	couple	of
a	couple	of
a	court	system
a	creative	police
a	crime	analyst
a	crime	assuming
a	crime	assuming
a	crime	disorder
a	crime	eyewitness
a	crime	eyewitness
a	crime	forecasting
a	crime	harm
a	crime	harm
a	crime	harm
a	crime	harm
a	crime	harm
a	crime	hot
a	crime	hot
a	crime	it
a	crime	last
a	crime	last
a	crime	new
a	crime	of
a	crime	prevention
a	crime	problem
a	crime	problem
a	crime	scene
a	crime	scene
a	crime	scene
a	crime	that
a	crime	type
a	crime	usually
a	crime	victim
a	crime	yet
a	crime	yet
a	criminal	accomplice
a	criminal	case
a	criminal	case
a	criminal	might
a	critical	component
a	critical	component
a	critical	mass
a	crossroads	about
a	crucial	piece
a	crucial	question
a	culprit	particularly
a	cultural	familiarity
a	culture	change
a	culture	of
a	customer	s
a	daily	basis
a	dallas	experiment
a	dallas	tv
a	dallas	tv
a	dallas	tv
a	danger	that
a	dark	period
a	data	company
a	data	company
a	data	company
a	day	and
a	day	believes
a	day	in
a	day	let
a	day	meant
a	day	seven
a	day	the
a	debate	that
a	decade	after
a	decade	ago
a	decade	ago
a	decade	s
a	decade	s
a	decade	s
a	decade	the
a	decision	about
a	decision	about
a	decision	that
a	decline	in
a	decline	in
a	deep	engagement
a	definitive	and
a	degree	or
a	demand	for
a	department	with
a	department	with
a	departure	from
a	desktop	computer
a	desktop	computer
a	desktop	computer
a	detailed	inspection
a	detailed	inspection
a	detection	is
a	detective	s
a	dialogic	approach
a	difference	between
a	difference	her
a	difference	in
a	different	research
a	different	task
a	difficult	time
a	digital	hermit
a	digital	hermit
a	digital	hermit
a	digital	logbook
a	digital	note
a	digital	note
a	digital	note
a	direct	comparison
a	direct	connection
a	direct	pathway
a	director	of
a	disaster	occurred
a	disaster	occurred
a	disaster	situation
a	disaster	situation
a	discretionary	nonchecklist
a	discussion	about
a	discussion	about
a	discussion	of
a	disease	that
a	distinct	subpopulation
a	district	attorney
a	district	attorney
a	division	of
a	doctoral	degree
a	domestic	violence
a	door	we
a	double	edged
a	downtown	bar
a	downtown	parking
a	downward	trend
a	dozen	investigators
a	dozen	investigators
a	driving	force
a	drop	in
a	drop	in
a	drug	user
a	dynamic	process
a	dynamic	system
a	employee	police
a	evidence	based
a	facebook	account
a	facebook	account
a	fact	let
a	factor	in
a	factor	in
a	failure	of
a	fair	comparison
a	fair	comparison
a	fair	comparisons
a	falls	section
a	false	trend
a	family	member
a	family	member
a	fantasy	the
a	far	greater
a	far	less
a	far	lower
a	far	lower
a	federal	agency
a	federal	grant
a	few	blocks
a	few	buildings
a	few	consistent
a	few	days
a	few	days
a	few	hundred
a	few	minutes
a	few	published
a	few	track
a	few	uk
a	few	years
a	few	years
a	few	years
a	few	years
a	few	years
a	figure	that
a	financial	crisis
a	first	manslaughter
a	first	offender
a	fleeting	glance
a	fleeting	glance
a	flexible	definition
a	flood	of
a	flu	outbreak
a	flu	outbreak
a	football	pitch
a	force	multiplier
a	forecast	and
a	forecast	is
a	forecast	rather
a	forecast	this
a	forecast	using
a	forensic	expert
a	forensic	expert
a	former	archaeologist
a	former	archaeologist
a	former	baltimore
a	former	crime
a	former	resident
a	former	u
a	former	u
a	former	u
a	formula	or
a	fourth	examined
a	fourth	factor
a	frantic	search
a	fraud	eyle
a	fraud	is
a	frequent	target
a	fully	professional
a	functional	version
a	functional	version
a	fundamental	problem
a	fundamental	problem
a	fundamental	problem
a	further	examination
a	further	test
a	general	theory
a	generalizability	of
a	geographic	basis
a	geographic	deployment
a	geologist	who
a	global	demand
a	global	example
a	global	reputation
a	good	chunk
a	good	decision
a	good	example
a	good	example
a	good	indication
a	google	map
a	google	map
a	google	map
a	graduate	level
a	graduate	level
a	gray	r
a	great	amount
a	great	deal
a	great	deal
a	great	deal
a	great	need
a	greater	basis
a	greater	presence
a	greatly	enhanced
a	groping	complaint
a	growing	number
a	growing	practice
a	guide	police
a	guide	to
a	gun	may
a	gun	may
a	gun	off
a	gun	off
a	gun	our
a	gun	our
a	gunshot	sensor
a	gunshot	sensor
a	gutenberg	bible
a	gym	with
a	habit	of
a	habit	that
a	half	billion
a	half	dozen
a	hallmark	of
a	hallmark	of
a	handed	a
a	handed	a
a	handed	a
a	handful	of
a	handful	of
a	handout	flyer
a	harbinger	of
a	hardening	of
a	hefty	price
a	hefty	price
a	high	level
a	high	number
a	high	propensity
a	high	proportion
a	high	proportion
a	high	quality
a	high	stakes
a	high	standard
a	high	tech
a	higher	crime
a	higher	crime
a	higher	likelihood
a	higher	violent
a	hijacking	of
a	historian	today
a	hollywood	blockbuster
a	homeless	shelter
a	homicide	case
a	homicide	case
a	homicide	many
a	homicide	many
a	homicide	more
a	homicide	more
a	homicide	or
a	homicide	or
a	homicide	or
a	homicide	or
a	homicide	or
a	homicide	or
a	hour	period
a	house	it
a	house	then
a	huge	gap
a	huge	increase
a	hurricane	bought
a	inch	joint
a	judge	and
a	judge	and
a	jury	of
a	jury	of
a	key	arrest
a	key	arrest
a	key	conclusion
a	key	difference
a	key	driver
a	kind	of
a	kind	of
a	knife	it
a	known	criminal
a	known	criminal
a	komro	sara
a	lab	for
a	laboratory	to
a	laboratory	to
a	laboratory	to
a	lag	time
a	laid	back
a	language	other
a	language	other
a	laptop	computer
a	large	and
a	large	australian
a	large	drug
a	large	or
a	large	proportion
a	largely	unregulated
a	largely	unregulated
a	largely	unregulated
a	larger	cultural
a	later	interview
a	later	six
a	later	six
a	later	six
a	lateral	thinking
a	law	degree
a	law	enforcement
a	lawrencew	sherman
a	lecture	at
a	legal	or
a	lehrman	correspondent
a	lehrman	is
a	length	words
a	lengthy	criminal
a	lengthy	criminal
a	lengthy	process
a	lengthy	process
a	lesser	law
a	level	test
a	library	and
a	library	at
a	library	the
a	list	of
a	list	of
a	list	of
a	list	of
a	little	too
a	live	crab
a	local	group
a	local	level
a	local	technology
a	location	flagged
a	london	protest
a	long	enough
a	long	long
a	long	way
a	longer	time
a	longer	time
a	longitudinal	analysis
a	longtime	captain
a	longtime	chinese
a	longtime	chinese
a	longtime	glendale
a	look	at
a	loosely	articulated
a	lot	about
a	lot	about
a	lot	about
a	lot	more
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lot	of
a	lytle	a
a	m	and
a	m	police
a	mac	address
a	mac	address
a	mac	address
a	magnus	email
a	magnus	email
a	main	shock
a	major	challenge
a	major	city
a	major	contribution
a	major	earthquake
a	major	force
a	major	opportunity
a	major	premise
a	major	problem
a	major	problem
a	major	randomized
a	major	reduction
a	major	strategy
a	major	study
a	major	university
a	majority	of
a	man	charged
a	man	charged
a	man	holding
a	man	on
a	man	suspected
a	man	was
a	man	who
a	mandate	from
a	map	of
a	map	of
a	map	of
a	map	sprinkled
a	map	that
a	map	warm
a	map	warm
a	map	warm
a	march	letter
a	march	letter
a	march	letter
a	massachusetts	state
a	massive	growth
a	master	of
a	master	s
a	match	to
a	match	to
a	mathematical	algorithm
a	mathematical	map
a	matter	of
a	matter	of
a	matter	of
a	meaningful	tool
a	means	of
a	means	of
a	measure	of
a	member	of
a	member	of
a	member	of
a	mentally	ill
a	message	he
a	message	he
a	message	text
a	method	of
a	method	of
a	method	that
a	metric	is
a	microblogging	website
a	microblogging	website
a	milestone	when
a	mini	version
a	missed	opportunity
a	mission	to
a	mission	to
a	model	can
a	model	that
a	month	to
a	more	advanced
a	more	complete
a	more	comprehensive
a	more	comprehensive
a	more	focused
a	more	integral
a	more	integrated
a	more	legitimate
a	more	money
a	more	rational
a	more	sensitive
a	more	systematic
a	motivation	to
a	motivation	to
a	much	better
a	much	better
a	much	better
a	much	greater
a	much	lower
a	multiyear	period
a	munson	melissa
a	murder	or
a	murder	or
a	myopic	failure
a	myriad	of
a	myriad	of
a	nation	any
a	national	government
a	national	institute
a	national	level
a	national	survey
a	navigation	screen
a	ncaa	basketball
a	necessary	precursor
a	need	to
a	net	reduction
a	network	administrator
a	network	administrator
a	network	administrator
a	new	analysis
a	new	analysis
a	new	chief
a	new	city
a	new	city
a	new	field
a	new	field
a	new	named
a	new	named
a	new	paradigm
a	new	phenomenon
a	new	policing
a	new	practice
a	new	professional
a	new	protocol
a	new	protocol
a	new	question
a	new	software
a	new	theory
a	new	tool
a	new	way
a	new	york
a	new	york
a	new	york
a	new	york
a	newer	approach
a	news	conference
a	non	sworn
a	non	sworn
a	nondispatch	response
a	nonprofit	consultant
a	notable	sesame
a	novelist	and
a	one	size
a	or	year
a	part	of
a	part	of
a	part	of
a	particular	area
a	particular	area
a	particular	area
a	particular	known
a	particular	set
a	particular	shooting
a	particular	shooting
a	particularly	gruesome
a	password	and
a	path	of
a	path	to
a	patrol	district
a	pattern	but
a	pattern	of
a	pattern	of
a	per	cent
a	per	cent
a	per	cent
a	percent	chance
a	percent	chance
a	percent	change
a	percent	drop
a	percent	drop
a	percent	drop
a	percent	increase
a	percent	increase
a	percent	increase
a	percent	pay
a	percent	pay
a	percent	pay
a	percent	pay
a	percent	reduction
a	percent	reduction
a	percent	reduction
a	person	shops
a	personal	victim
a	ph	d
a	phd	in
a	phd	in
a	phd	in
a	phenomenon	that
a	photo	or
a	photo	or
a	pilot	study
a	pioneering	project
a	place	where
a	plan	for
a	plan	for
a	plan	to
a	plot	from
a	point	and
a	police	agency
a	police	agency
a	police	agency
a	police	agency
a	police	car
a	police	chief
a	police	commander
a	police	decision
a	police	department
a	police	department
a	police	force
a	police	force
a	police	initiated
a	police	killing
a	police	leader
a	police	leader
a	police	officer
a	police	officer
a	police	officer
a	police	officer
a	police	officer
a	police	operating
a	police	practice
a	police	presence
a	police	strategy
a	police	strategy
a	policing	context
a	policing	model
a	policy	if
a	policy	mandate
a	policy	marker
a	politically	charged
a	politicized	community
a	pop	up
a	population	of
a	population	of
a	position	that
a	position	to
a	positive	effect
a	positive	effect
a	positive	note
a	positive	note
a	possible	crime
a	potential	criminal
a	potential	criminal
a	potential	criminal
a	potential	for
a	potential	target
a	potential	target
a	potential	target
a	pp	what
a	practical	tool
a	practice	for
a	precinct	that
a	predictable	work
a	prediction	but
a	prediction	is
a	prediction	is
a	prediction	model
a	predictive	check
a	predictive	map
a	predictive	policing
a	predictive	policing
a	predictive	policing
a	predpol	high
a	preliminary	investigation
a	presentation	led
a	press	conference
a	pretty	good
a	pretty	robust
a	previous	arrest
a	previous	arrest
a	primary	instigator
a	prime	example
a	prime	opportunity
a	priority	for
a	priority	he
a	probabilistic	statement
a	problem	because
a	problem	because
a	problem	oriented
a	process	for
a	process	is
a	process	of
a	profession	has
a	profession	is
a	profession	led
a	profession	yet
a	professional	personality
a	professor	at
a	professor	at
a	professor	in
a	profit	off
a	profit	off
a	profit	off
a	projection	of
a	proposed	ballot
a	proprietary	algorithm
a	prosecutor	can
a	prosecutor	can
a	prospective	longitudinal
a	provision	that
a	public	health
a	public	interest
a	public	or
a	question	can
a	question	that
a	question	what
a	quicker	turnaround
a	quicker	turnaround
a	r	e
a	racially	tense
a	radical	change
a	random	forests
a	random	patrol
a	random	sample
a	randomized	controlled
a	randomized	controlled
a	randomized	controlled
a	randomized	controlled
a	randomized	controlled
a	randomized	field
a	randomized	field
a	randomized	trial
a	randomized	trial
a	range	of
a	range	of
a	range	of
a	range	of
a	range	of
a	rape	that
a	rapid	evidence
a	rapid	response
a	rapidly	growing
a	rash	of
a	rash	of
a	raw	count
a	raw	summation
a	reasonable	doubt
a	reasonable	doubt
a	rebirth	in
a	receipt	with
a	recent	crime
a	recent	government
a	recent	three
a	reduction	in
a	reflection	of
a	regular	occurrence
a	relatively	high
a	reliable	forecast
a	remarkable	achievement
a	remarkably	successful
a	report	on
a	requirement	for
a	research	agenda
a	research	unit
a	residential	area
a	residential	burglary
a	resource	targeting
a	result	delivering
a	result	of
a	result	of
a	result	of
a	result	of
a	review	of
a	review	of
a	review	of
a	review	of
a	review	of
a	review	of
a	review	of
a	review	of
a	review	of
a	review	of
a	revolution	that
a	revolutionary	insight
a	revolutionary	new
a	revolutionary	question
a	reward	for
a	reward	for
a	rise	in
a	risk	just
a	risk	model
a	risk	model
a	robbery	hot
a	robbery	pattern
a	robbery	right
a	roller	coaster
a	room	and
a	room	full
a	room	that
a	roth	and
a	routine	follow
a	row	to
a	row	we
a	rule	such
a	run	of
a	rush	to
a	sacred	meaning
a	safe	city
a	safe	city
a	safe	comfortable
a	safe	comfortable
a	safer	society
a	safety	device
a	sales	tax
a	sample	of
a	sample	of
a	sample	of
a	santa	cruz
a	scientific	question
a	scientific	test
a	scientifically	controlled
a	scientist	he
a	seattle	police
a	second	conclusion
a	second	is
a	second	resource
a	segment	of
a	segment	of
a	selection	of
a	self	fulfilling
a	self	funded
a	semiliterate	diary
a	senior	officer
a	senior	officer
a	senior	officer
a	sense	of
a	sense	of
a	sense	of
a	sense	of
a	sergeant	who
a	serial	rapist
a	serial	rapist
a	series	of
a	series	of
a	series	of
a	series	of
a	series	of
a	serious	crime
a	serious	crime
a	serious	crime
a	service	known
a	service	known
a	session	chair
a	setting	the
a	sex	offense
a	sharper	focus
a	shooting	occurs
a	shooting	occurs
a	shoplifting	crime
a	short	conversation
a	signed	warrant
a	signed	warrant
a	significant	crime
a	significant	number
a	significant	number
a	similar	city
a	similar	function
a	similar	software
a	simple	a
a	simple	a
a	simple	a
a	single	address
a	single	bottom
a	single	screen
a	single	screen
a	single	straw
a	single	street
a	single	year
a	single	year
a	single	year
a	site	manager
a	six	month
a	six	month
a	six	month
a	slight	uptick
a	small	but
a	small	illustration
a	small	number
a	small	percentage
a	small	proportion
a	small	proportion
a	small	proportion
a	small	proportion
a	snapshot	of
a	social	and
a	society	now
a	software	package
a	software	package
a	software	program
a	solid	case
a	solid	case
a	solution	that
a	solution	that
a	sort	of
a	spate	of
a	spatial	rather
a	spatial	rather
a	spatial	rather
a	special	disadvantage
a	special	intellectual
a	specific	address
a	specific	place
a	specific	police
a	specific	practice
a	spike	just
a	splash	at
a	splash	at
a	spokesman	said
a	spokesman	said
a	stabbing	what
a	standard	metric
a	standard	part
a	standardized	chi
a	standardized	chi
a	standardizing	denominator
a	standing	reward
a	standing	reward
a	starting	point
a	starting	point
a	state	and
a	state	or
a	state	or
a	state	prisoner
a	statement	according
a	statement	according
a	statistical	algorithm
a	statistical	model
a	statistical	model
a	statistically	powerful
a	statistics	in
a	staunch	supporter
a	steady	downward
a	storm	is
a	storm	thus
a	strategic	level
a	strategy	can
a	strategy	in
a	stream	of
a	stream	of
a	stream	of
a	street	are
a	street	fellowship
a	strict	street
a	strict	street
a	stroll	because
a	strong	appetite
a	strong	backer
a	strong	backer
a	strong	effect
a	strong	randomized
a	strong	role
a	strong	test
a	stronger	future
a	stronger	public
a	student	in
a	study	in
a	study	published
a	study	published
a	study	published
a	study	seemed
a	study	that
a	subset	of
a	substantial	impact
a	substantial	increase
a	substantial	increase
a	substantial	investment
a	substantive	strategy
a	substantive	strategy
a	substitute	for
a	success	historic
a	success	in
a	successful	trial
a	summary	report
a	summer	phenomenon
a	supercomputer	performing
a	supervising	sergeant
a	support	system
a	support	system
a	survey	of
a	suspect	a
a	suspect	a
a	suspect	being
a	suspect	but
a	suspect	but
a	suspect	charged
a	suspect	charged
a	suspect	go
a	suspect	go
a	suspect	has
a	suspect	has
a	suspect	if
a	suspect	if
a	suspect	into
a	suspect	is
a	suspect	is
a	suspect	is
a	suspect	it
a	suspect	it
a	suspect	malinowski
a	suspect	malinowski
a	suspect	to
a	suspect	to
a	suspect	unless
a	suspect	unless
a	suspected	grocery
a	suspicious	person
a	suspicious	person
a	sword	of
a	system	could
a	systematic	review
a	systematic	review
a	systematic	review
a	systematic	review
a	systematic	review
a	systematic	review
a	systematic	review
a	systematic	review
a	systematic	review
a	systems	engineer
a	systems	engineer
a	systems	engineer
a	tactical	los
a	tactical	option
a	target	for
a	target	of
a	target	police
a	targeted	way
a	targeting	police
a	targeting	strategy
a	task	that
a	team	approach
a	team	approach
a	team	of
a	team	of
a	team	of
a	team	of
a	team	that
a	team	using
a	tennis	player
a	term	later
a	test	is
a	test	of
a	test	score
a	test	were
a	theoretical	analysis
a	theoretical	model
a	theory	based
a	theory	of
a	theory	of
a	theory	of
a	thermometer	if
a	they	know
a	thief	walked
a	threat	to
a	threat	to
a	three	methods
a	time	and
a	time	and
a	time	the
a	time	when
a	timely	basis
a	tiny	patch
a	tip	to
a	tipping	effect
a	tool	for
a	tool	that
a	tool	that
a	toolbar	the
a	top	to
a	total	evidence
a	total	of
a	total	of
a	total	police
a	tourist	destination
a	town	to
a	track	record
a	track	record
a	training	officer
a	training	officer
a	transformation	in
a	transition	to
a	treasure	trove
a	tree	fell
a	trial	across
a	triangle	may
a	tweet	is
a	two	year
a	type	of
a	typical	police
a	u	c
a	ucla	anthropology
a	ucsc	junior
a	ucsc	student
a	uk	analysis
a	uk	police
a	unique	culture
a	unique	number
a	unique	number
a	unique	number
a	university	degree
a	use	of
a	valid	estimate
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	variety	of
a	vast	body
a	vast	database
a	vellum	copy
a	very	dangerous
a	very	early
a	very	interesting
a	very	micro
a	very	political
a	very	special
a	viable	operating
a	vice	president
a	vice	president
a	vice	president
a	victim	here
a	victim	in
a	victim	of
a	victim	of
a	victim	of
a	video	camera
a	volunteer	community
a	volunteer	community
a	wanted	person
a	warrant	free
a	washington	dc
a	way	for
a	way	for
a	way	in
a	way	of
a	way	of
a	way	that
a	way	that
a	way	to
a	way	to
a	way	to
a	way	to
a	way	to
a	way	to
a	weapon	the
a	week	an
a	week	and
a	week	and
a	week	each
a	week	was
a	weibo	or
a	weibo	or
a	weight	that
a	weight	to
a	weighting	crimes
a	westside	robbery
a	what	is
a	where	these
a	whole	while
a	whole	while
a	wide	area
a	wide	area
a	wide	range
a	wide	range
a	wider	range
a	wikipedia	entry
a	witness	has
a	witness	has
a	woman	who
a	word	is
a	workforce	based
a	working	agenda
a	working	model
a	working	model
a	working	model
a	wyckoff	justin
a	year	according
a	year	ago
a	year	ago
a	year	around
a	year	glendale
a	year	old
a	year	period
a	year	period
a	year	plan
a	year	reiss
a	year	these
a	zone	which
aaron	j	chalfin
abandon	at	the
abandoning	another	because
abated	with	police
abates	with	police
ability	to	collect
ability	to	fight
ability	to	link
ability	to	link
ability	to	make
ability	to	make
ability	to	mine
ability	to	solve
ability	to	solve
ability	to	sweep
ability	to	track
ability	to	track
ability	to	work
ability	to	zoom
ability	to	zoom
able	to	achieve
able	to	be
able	to	do
able	to	do
able	to	pay
able	to	sort
able	to	sort
able	to	sort
able	to	spend
able	to	track
able	to	understand
able	to	use
able	to	use
able	to	use
able	to	use
aboriginal	offenders	for
abound	they	include
about	a	m
about	a	particular
about	a	particular
about	a	theory
about	almost	shockingly
about	americans	numerous
about	americans	numerous
about	americans	numerous
about	an	upcoming
about	an	upcoming
about	an	upcoming
about	another	are
about	another	are
about	any	evidence
about	are	chinese
about	are	chinese
about	arrests	last
about	arrests	last
about	being	comfortable
about	being	in
about	being	satisfied
about	between	of
about	between	of
about	big	data
about	big	data
about	charging	a
about	charging	a
about	co	offending
about	committed	criminals
about	committed	criminals
about	correlation	ups
about	crime	and
about	crime	and
about	crime	with
about	criminal	activity
about	customer	names
about	customer	names
about	customer	names
about	dangerous	individuals
about	dangerous	individuals
about	data	i
about	data	i
about	data	i
about	digging	down
about	dna	evidence
about	dna	evidence
about	domestic	spying
about	domestic	spying
about	domestic	spying
about	drugs	with
about	each	from
about	each	individual
about	eight	months
about	eight	months
about	everything	from
about	evidence	based
about	evidence	based
about	evidence	in
about	evidence	is
about	evidence	that
about	five	months
about	five	years
about	flu	symptoms
about	future	harm
about	h	n
about	half	of
about	half	of
about	hard	choices
about	high	priority
about	himself	and
about	hot	spots
about	how	it
about	how	much
about	how	much
about	how	safe
about	how	this
about	how	this
about	how	to
about	how	to
about	how	to
about	how	we
about	human	behavior
about	in	the
about	legality	legitimacy
about	legitimacy	have
about	likes	yokoyama
about	likes	yokoyama
about	lincoln	could
about	local	crime
about	locations	of
about	matters	that
about	me	through
about	me	through
about	me	through
about	months	after
about	months	after
about	more	for
about	new	violence
about	numbers	at
about	of	our
about	of	our
about	officers	erickson
about	officers	erickson
about	officers	including
about	officers	including
about	one	third
about	our	billing
about	our	city
about	our	city
about	our	homicide
about	our	homicide
about	our	social
about	percent	of
about	percent	of
about	percent	of
about	percent	of
about	percent	of
about	percent	of
about	police	strategy
about	pop	and
about	predicting	who
about	predictive	factors
about	privacy	where
about	producing	who
about	public	safety
about	questions	that
about	randomized	controlled
about	rebuilding	the
about	rebuilding	the
about	reducing	crime
about	reported	crime
about	response	time
about	sensor	data
about	serious	crimes
about	serious	crimes
about	similar	cases
about	six	minutes
about	snooping	too
about	solvability	regime
about	state	workers
about	statistical	solvability
about	targeting	hiring
about	testing	or
about	that	has
about	the	city
about	the	crime
about	the	crime
about	the	different
about	the	effect
about	the	emerging
about	the	evidence
about	the	fury
about	the	government
about	the	h
about	the	law
about	the	law
about	the	most
about	the	new
about	the	nsa
about	the	place
about	the	questions
about	the	recent
about	the	same
about	the	service
about	the	term
about	the	word
about	the	word
about	their	life
about	their	life
about	them	and
about	them	and
about	them	by
about	them	by
about	them	by
about	these	issues
about	these	issues
about	this	clark
about	this	in
about	this	this
about	those	practices
about	three	questions
about	three	times
about	three	times
about	three	times
about	to	call
about	to	happen
about	to	make
about	two	months
about	two	months
about	us	credit
about	us	when
about	ways	police
about	what	it
about	what	police
about	what	role
about	what	s
about	what	the
about	what	those
about	what	works
about	when	and
about	when	and
about	where	and
about	where	and
about	where	crime
about	where	it
about	where	to
about	where	you
about	whether	policies
about	whether	stop
about	whether	the
about	whether	the
about	whether	the
about	whether	the
about	whether	there
about	whether	there
about	which	areas
about	which	police
above	a	graduate
above	could	speed
above	earth	to
above	except	in
above	support	a
above	that	police
above	the	california
above	the	california
above	the	u
above	the	u
abraham	lincoln	by
abraham	n	the
absence	of	de
absence	of	talented
absent	domestic	violence
absent	offenders	are
absent	suspect	has
absent	suspect	when
absolute	comprehension	level
absolute	levels	of
absorbing	more	than
abstract	causal	model
abstract	evidence	based
abundant	research	tracking
abuse	campbell	systematic
abuse	her	concern
abuse	resistance	education
abuse	services	anger
abuse	services	anger
abuse	the	data
abuse	the	data
abuse	the	data
abuse	to	the
abusers	causes	more
ac	copyright	the
ac	nsa	not
ac	uk	media
academic	but	by
academic	community	but
academic	positions	in
academic	project	seven
academic	research	into
academic	the	next
academic	the	next
academics	at	the
academics	from	evidence
academics	in	universities
academics	increasingly	describe
academics	interested	in
academics	might	develop
academics	split	their
academics	the	tracking
academics	to	develop
academics	to	practitioner
academics	would	then
academies	press	bottoms
academies	press	skogan
academy	hyderabad	india
academy	of	science
academy	of	sciences
academy	or	be
academy	or	be
acc	no	ac
acc	no	em
acc	no	gl
acc	no	gt
acc	no	qc
acc	no	qc
acc	no	re
accept	it	and
accept	messiness	they
accept	more	systematic
accept	or	even
accept	police	decisions
acceptance	of	evidence
accepted	by	police
accepted	tens	of
accepted	that	if
accepted	this	amendment
accepted	what	police
accepting	that	their
accepts	this	fungibility
access	as	a
access	as	a
access	as	a
access	control	address
access	control	address
access	control	address
access	to	a
access	to	a
access	to	crime
access	to	crime
access	to	crime
access	to	knowledge
access	to	relevant
access	to	touchshare
access	to	touchshare
access	via	smart
accessed	the	email
accessed	the	email
accessed	the	email
accessible	at	http
accessible	evidence	of
accessible	on	three
accessible	sources	such
accessible	test	by
accident	that	reiss
accident	that	the
accidents	how	high
accomplice	it	s
accomplish	an	impossible
accomplish	different	objectives
accomplish	our	objectives
accomplish	police	missions
accomplished	even	as
accomplished	on	a
according	to	a
according	to	a
according	to	a
according	to	bouse
according	to	bouse
according	to	fbi
according	to	fbi
according	to	lapd
according	to	lapd
according	to	p
according	to	police
according	to	police
according	to	statistics
according	to	the
according	to	the
according	to	the
accordingly	smartphones	double
accordingly	smartphones	double
accordingly	smartphones	double
account	a	spokesman
account	a	spokesman
account	brantingham	said
account	factors	affecting
account	for	these
account	similarly	if
account	the	validity
account	thefan	page
account	thefan	page
accountability	can	enhance
accountability	in	the
accountability	is	nothing
accountable	for	the
accumulation	of	new
accuracy	and	efficiency
accuracy	and	efficiency
accuracy	at	least
accuracy	but	low
accuracy	for	crime
accuracy	for	crime
accuracy	for	crime
accuracy	in	classifying
