	of
absolute	comprehension
absolute	levels
absorbing	more
abstract	causal
abstract	evidence
abundant	research
abuse	campbell
abuse	her
abuse	resistance
abuse	services
abuse	the
abuse	to
abusers	causes
ac	copyright
ac	nsa
ac	uk
academic	but
academic	community
academic	positions
academic	project
academic	research
academic	the
academics	at
academics	from
academics	in
academics	increasingly
academics	interested
academics	might
academics	split
academics	the
academics	to
academics	would
academies	press
academy	hyderabad
academy	of
academy	or
acc	no
accept	it
accept	messiness
accept	more
accept	or
accept	police
acceptance	of
accepted	by
accepted	tens
accepted	that
accepted	this
accepted	what
accepting	that
accepts	this
access	as
access	control
access	to
access	via
accessed	the
accessible	at
accessible	evidence
accessible	on
accessible	sources
accessible	test
accident	that
accidents	how
accomplice	it
accomplish	an
accomplish	different
accomplish	our
accomplish	police
accomplished	even
accomplished	on
according	to
accordingly	smartphones
account	a
account	brantingham
account	factors
account	for
account	similarly
account	the
account	thefan
accountability	can
accountability	in
accountability	is
accountable	for
accumulation	of
accuracy	and
accuracy	at
accuracy	but
accuracy	for
accuracy	in
accuracy	of
accuracy	or
accuracy	percent
accuracy	rate
accuracy	where
accurate	current
accurate	earthquake
accurate	no
accurate	picture
accurate	since
accurate	than
accurate	to
accurately	is
accurately	predicted
accurately	to
accuse	them
accused	c
accused	killer
achieve	a
achieve	international
achieve	that
achieve	the
achieve	this
achieved	with
achievement	he
achievements	in
achieving	success
acknowledged	it
acquiring	analytics
acquittal	the
across	all
across	anglo
across	california
across	crime
across	england
across	every
across	north
across	officers
across	patrol
across	police
across	the
across	treatment
across	us
act	as
acting	lt
action	ah
action	albert
action	all
action	by
action	new
action	to
action	was
action	with
action	would
actions	can
actions	in
actions	to
actions	tracked
actions	what
active	duty
actively	interacting
activities	and
activities	in
activities	such
activities	to
activity	at
activity	going
activity	in
activity	is
activity	only
activity	some
activity	their
activity	this
activity	though
activity	using
activity	you
actors	are
actual	attackers
actual	frequency
actual	locations
actual	sentence
actually	been
actually	caused
actually	do
actually	good
actually	have
actually	identified
actually	investing
actually	jeopardize
actually	support
actually	there
acutely	sensitive
acxiom	can
ad	for
ad	slazenger
adaptation	of
adapted	over
add	in
add	it
add	to
added	a
added	bonus
added	contact
added	google
added	in
added	los
added	overreliance
added	police
added	that
added	these
added	they
added	to
addiction	is
adding	that
adding	the
adding	to
addition	as
addition	it
addition	most
addition	to
additional	evidence
additional	information
additional	resources
additionally	perpetuate
address	a
address	all
address	both
address	concerns
address	every
address	evidence
address	in
address	known
address	on
address	to
address	violent
address	with
addressed	almost
addressed	below
addressed	for
addresses	credit
addresses	distributed
addresses	in
addresses	or
addresses	than
addresses	the
addressing	the
addressing	them
adds	to
adds	tool
adequate	training
adequately	support
adjust	for
adjusted	arrivals
adjusted	as
adjusted	confidence
adjusted	data
adjusted	models
adjusting	the
adjustments	based
administering	such
administration	and
administration	argues
administration	new
administration	of
administrative	duties
administrative	interventions
administrative	personnel
administrative	policy
administrative	services
administrative	staffers
administrative	statistics
administrator	to
admissions	offices
admit	that
admitting	scientific
adolescent	medicine
adopt	more
adopt	new
adopt	simplicity
adopt	the
adopted	a
adopted	by
adopted	computerized
adopted	evidence
adopted	it
adopted	police
adopted	sherman
adopted	the
adopted	to
adopters	gave
adoption	of
adoption	the
adrift	emerging
ads	accordingly
ads	for
adscene	may
adstack	which
adult	usually
adults	to
advance	with
advanced	knowledge
advanced	level
advanced	testing
advancement	it
advances	as
advances	in
advancing	knowledge
advantage	of
advantage	over
advantages	are
advent	of
adversaries	silicon
advertise	the
advertisements	a
advertisers	detailed
advertisers	there
advertising	and
advice	positive
advice	seriously
advised	put
advising	the
advisory	agency
advisory	commission
advisory	company
advocate	was
advocates	can
advocates	consider
advocates	of
advocates	say
aerial	shots
aerial	vantage
affairs	crime
affairs	university
affect	crime
affect	crimes
affect	his
affect	policy
affect	us
affected	by
affecting	police
affecting	public
affects	our
affects	the
affiliation	is
affluence	property
africa	analyze
after	a
after	all
after	allegations
after	arrest
after	awhile
after	completing
after	crimes
after	decades
after	detective
after	domestic
after	drinking
after	for
after	four
after	it
after	new
after	p
after	police
after	reading
after	residents
after	responding
after	salinas
after	six
after	studies
after	such
after	the
after	their
after	these
after	they
after	three
after	top
after	touching
after	world
after	years
aftermath	he
aftermath	of
aftershock	to
aftershocks	a
aftershocks	and
aftershocks	from
aftershocks	in
aftershocks	of
aftershocks	such
aftershocks	they
again	christina
again	the
against	a
against	children
against	guns
against	important
against	ongoing
against	police
against	property
against	racial
against	repeat
against	robberies
against	suspects
against	the
against	them
against	what
age	chicago
age	company
age	demographics
age	either
age	melbourne
age	of
age	that
age	those
agencies	already
agencies	also
agencies	are
agencies	as
agencies	began
agencies	better
agencies	can
agencies	critics
agencies	deploy
agencies	employing
agencies	especially
agencies	fail
agencies	few
agencies	found
agencies	from
agencies	have
agencies	identified
agencies	in
agencies	including
agencies	invented
agencies	investors
agencies	lacked
agencies	on
agencies	or
agencies	proprietary
agencies	rapid
agencies	said
agencies	say
agencies	still
agencies	stop
agencies	subsidized
agencies	such
agencies	take
agencies	target
agencies	testing
agencies	than
agencies	that
agencies	these
agencies	to
agencies	track
agencies	us
agencies	use
agencies	using
agencies	were
agencies	with
agencies	would
agency	analyst
agency	appears
agency	believes
agency	by
agency	compstat
agency	contributes
agency	cost
agency	could
agency	crime
agency	decision
agency	directed
agency	direction
agency	every
agency	had
agency	has
agency	implementing
agency	in
agency	managers
agency	on
agency	or
agency	policing
agency	prints
agency	programs
agency	public
agency	s
agency	so
agency	stands
agency	that
agency	the
agency	these
agency	this
agency	to
agency	tried
agency	uses
agency	workforce
agency	would
agencywide	targeting
agenda	for
agenda	seeking
agendas	for
aggravate	the
aggravated	assault
aggregate	at
aggregate	location
aggregated	and
aggregated	crime
aggregating	quite
aggressive	use
ago	a
ago	and
ago	as
ago	but
ago	criminologist
ago	downtown
ago	involving
ago	lesser
ago	lost
ago	police
ago	someone
ago	that
ago	they
ago	to
ago	will
agree	to
agree	with
agreed	to
agreement	for
agreements	serve
ah	that
ahead	anymore
ahead	arnold
ahead	lund
ahead	of
ahlman	forecasting
aim	at
aim	is
aim	of
aimed	at
aiming	to
air	pollution
air	support
airline	or
airline	you
airport	style
al	a
al	all
al	and
al	as
al	capone
al	evidence
al	few
al	franken
al	from
al	gore
al	have
al	hot
al	is
al	launched
al	minneapolis
al	no
al	shakarchi
al	the
al	trial
al	trojanowicz
al	weisburd
al	what
al	while
alarmed	about
albany	school
albert	j
alberta	may
alberta	on
alcohol	tobacco
aldine	goldstein
alec	campbell
alert	malinowski
alex	piquero
alexander	m
alexandra	mayor
alfred	jacqueline
algorithm	has
algorithm	is
algorithm	might
algorithm	produces
algorithm	similar
algorithm	that
algorithm	the
algorithm	to
algorithm	uses
algorithms	a
algorithms	and
algorithms	how
algorithms	in
algorithms	not
algorithms	really
algorithms	the
algorithms	those
algorithms	to
alhambra	are
alhambra	as
alhambra	became
alhambra	has
alhambra	implemented
alhambra	police
alhambra	residents
alhambra	said
alhambra	source
alhambra	the
alhambrapolice	arrived
alike	who
all	about
all	across
all	aggregated
all	areas
all	arrestees
all	as
all	aspects
all	beats
all	both
all	but
all	california
all	calls
all	chief
all	cities
all	citizen
all	contribute
all	countries
all	crime
all	crimes
all	day
all	democracies
all	drug
all	felt
all	five
all	four
all	have
all	homicides
all	hsts
all	in
all	incoming
all	it
all	kinds
all	leads
all	majority
all	many
all	nontraffic
all	of
all	offenders
all	other
all	over
all	patrol
all	police
all	possible
all	printed
all	priorities
all	professionally
all	pubs
all	rank
all	ranks
all	reactive
all	reasons
all	relate
all	reported
all	rights
all	some
all	star
all	strategy
all	street
all	tests
all	that
all	the
all	these
all	this
all	those
all	three
all	together
all	too
all	unless
all	victims
all	we
all	what
allan	r
allegations	that
alleged	to
allegedly	brandishing
alliance	for
allies	running
allocate	all
allocate	the
allocated	boxes
allocated	more
allocating	resources
allocating	scarce
allow	for
allow	frequent
allow	hospitals
allow	police
allow	them
allow	this
allow	us
allowed	to
allowed	weisburd
allowing	a
allowing	companies
allowing	the
allowing	them
allows	experts
allows	one
allows	the
allows	them
allows	us
almansor	park
almost	all
almost	always
almost	as
almost	daily
almost	disappeared
almost	every
almost	four
almost	half
almost	impossible
almost	like
almost	limitless
almost	no
almost	people
almost	shockingly
almost	six
almy	a
alone	about
alone	accept
alone	digital
alone	doesn
alone	for
alone	jay
alone	or
alone	requires
alone	was
alone	whether
alone	while
along	with
already	a
already	affects
already	been
already	enjoyed
already	had
already	hailed
already	have
already	keep
already	know
already	left
already	make
already	showed
already	so
already	the
already	use
already	without
also	a
also	address
also	affects
also	aimed
also	asked
also	assigned
also	attributed
also	based
also	become
also	challenged
also	common
also	compared
also	completed
also	contribute
also	develops
also	engage
also	enhance
also	exogenous
also	expensive
also	fell
also	fostered
also	found
also	grown
also	had
also	has
also	have
also	hear
also	helped
also	hinge
also	important
also	improve
also	includes
also	indicate
also	intends
also	involved
also	irrelevant
also	is
also	just
also	know
also	known
also	lagged
also	led
also	likely
also	match
also	mean
also	offer
also	often
also	on
also	performed
also	peril
also	prompted
also	pull
also	relies
also	represent
also	requires
also	seem
also	showed
also	substantially
also	suffer
also	suggested
also	talks
also	the
also	think
also	triggers
also	use
also	used
also	vowed
also	wish
also	work
also	wrong
alternative	police
alternatives	these
although	about
although	it
although	many
although	other
although	the
although	these
although	we
always	be
always	been
always	cause
always	control
always	either
always	found
always	going
always	have
always	kind
always	need
always	reliable
always	seeking
always	seem
always	vulnerable
always	younger
am	convinced
am	generating
am	learning
am	often
am	when
amassing	information
amazon	and
amazon	andfacebook
amazon	is
ambiguity	over
ambiguous	second
ambitious	agendas
ambitious	crime
ambitious	officers
ambushed	and
amendment	to
america	big
america	but
america	certainly
america	have
america	home
america	mayor
america	new
america	s
america	what
american	center
american	civil
american	companies
american	criminal
american	monitoring
american	neighborhoods
american	people
american	police
american	policing
american	rise
american	scholars
american	society
american	sociological
american	story
american	universities
american	university
americans	alarmed
americans	could
americans	emit
americans	few
americans	numerous
americans	only
americans	phone
americans	say
americans	were
among	a
among	boys
among	cities
among	convicted
among	individual
among	medium
among	offenders
among	residents
among	robbers
among	state
among	the
among	these
among	those
amount	of
amount	to
amounts	of
amy	ferrara
an	absent
an	academic
an	accessible
an	accurate
an	acquittal
an	ad
an	added
an	adult
an	aerial
an	age
an	airline
an	airport
an	algorithm
an	all
an	analysis
an	analyst
an	analytics
an	anglo
an	annual
an	anomaly
an	anthropologist
an	anthropology
an	anti
an	appeal
an	appointee
an	approximation
an	area
an	arrest
an	aspect
an	assault
an	assistant
an	auto
an	average
an	awkward
an	e
an	earlier
an	early
an	earthquake
an	effort
an	electrical
an	email
an	embedded
an	emergency
an	emotional
an	empirical
an	endless
an	engineer
an	enhancement
an	enormous
an	enquiry
an	entire
an	equivalent
an	evaluation
an	evidence
an	exam
an	examination
an	example
an	exhaustive
an	expectation
an	expected
an	expensive
an	experiment
an	explosion
an	extensive
an	extra
an	extremely
an	eye
an	fcp
an	hour
an	hourly
an	idea
an	ideal
an	illustration
an	immediate
an	impact
an	important
an	impossible
an	incentive
an	increase
an	increased
an	increasing
an	independent
an	index
an	individual
an	infinite
an	information
an	initial
an	innovation
an	instant
an	intelligence
an	interaction
an	introduction
an	inventory
an	investigate
an	investment
an	issue
an	objective
an	objectivity
an	odd
an	offender
an	office
an	officer
an	oil
an	on
an	ongoing
an	online
an	operational
an	opportunity
an	ornament
an	outlier
an	overall
an	overview
an	percent
an	unacknowledged
an	uncommon
an	unconstitutional
an	undergraduate
an	uneasy
an	unfair
an	unmanned
an	unusually
an	upcoming
an	updated
an	uptick
analyses	across
analyses	data
analyses	for
analyses	that
analyses	to
analysing	everything
analysis	and
analysis	as
analysis	by
analysis	campbell
analysis	did
analysis	executive
analysis	for
analysis	is
analysis	it
analysis	journal
analysis	nonetheless
analysis	of
analysis	on
analysis	or
analysis	phd
analysis	police
analysis	report
analysis	reports
analysis	resources
analysis	results
analysis	said
analysis	the
analysis	to
analysis	while
analyst	edward
analyst	it
analyst	who
analyst	with
analysts	and
analysts	are
analysts	crime
analysts	how
analysts	look
analysts	our
analytic	software
analytic	technology
analytic	tool
analytic	tools
analytics	business
analytics	has
analytics	hybrid
analytics	it
analytics	start
analytics	that
analytics	the
analytics	tool
analytics	tools
analytics	which
analyze	an
analyze	text
analyze	the
analyze	video
analyze	what
analyze	where
analyzed	by
analyzed	entire
analyzed	in
analyzed	police
analyzes	conceptual
analyzes	them
analyzing	and
analyzing	crime
analyzing	criminal
analyzing	data
analyzing	evidence
analyzing	millions
analyzing	police
analyzing	vast
and	a
and	about
and	academic
and	accountability
and	accuracy
and	accurately
and	action
and	acxiom
and	adapted
and	adding
and	administration
and	administrative
and	adolescent
and	advertise
and	advisory
and	after
and	aggravated
and	agree
and	algorithms
and	all
and	allan
and	an
and	analysis
and	analytic
and	analytics
and	analyze
and	analyzed
and	analyzes
and	analyzing
and	announced
and	anselm
and	anthony
and	antisocial
and	apparently
and	applied
and	apply
and	arbiter
and	are
and	arrest
and	arrested
and	arrests
and	artists
and	assaults
and	assigned
and	assigning
and	assignment
and	assisting
and	at
and	audio
and	australia
and	auto
and	back
and	backpacks
and	bad
and	baldwin
and	barak
and	bartusch
and	be
and	become
and	below
and	ben
and	berk
and	bettye
and	big
and	biology
and	blind
and	body
and	bowers
and	boyce
and	bradford
and	brazenness
and	broken
and	brown
and	browsing
and	bruce
and	buerger
and	burglars
and	burglary
and	bus
and	business
and	busts
and	butler
and	by
and	california
and	calls
and	can
and	cannot
and	captains
and	car
and	cardiff
and	care
and	career
and	carjackings
and	carly
and	carrying
and	certifying
and	challenges
and	characteristics
and	charge
and	charged
and	charitable
and	charles
and	chat
and	chestnut
and	chilling
and	chips
and	city
and	civic
and	click
and	clinical
and	close
and	closely
and	co
and	cody
and	cohen
and	comb
and	combining
and	commerce
and	commitment
and	common
and	communicate
and	comparison
and	complete
and	compliant
and	complicated
and	comprehensive
and	computer
and	conceptual
and	concerns
and	conduct
and	confidence
and	conflict
and	confusion
and	consulting
and	contemporary
and	continues
and	contribute
and	conviction
and	corrections
and	could
and	counts
and	countywide
and	coupled
and	court
and	craft
and	create
and	creating
and	creativity
and	crime
and	criminal
and	criminologists
and	criminology
and	cultural
and	culture
and	customs
and	cut
and	cynthia
and	dale
and	daniel
and	dare
and	data
and	date
and	david
and	davidweisburd
and	dawn
and	day
and	days
and	deaths
and	debate
and	decline
and	defined
and	delinquency
and	delivered
and	demographic
and	demonstration
and	demurs
and	dennis
and	descriptions
and	detecting
and	detective
and	detectives
and	deter
and	develop
and	developed
and	didn
and	differentiated
and	difficult
and	diffusion
and	dilemmas
and	direct
and	director
and	directs
and	disorder
and	disorderly
and	display
and	displeased
and	districts
and	do
and	domestic
and	doubling
and	downs
and	dozens
and	dr
and	drives
and	e
and	each
and	ears
and	easy
and	eck
and	edwin
and	effect
and	effectiveness
and	effects
and	efficiency
and	efforts
and	eidson
and	elsewhere
and	emergency
and	encourage
and	ensures
and	enter
and	enters
and	entire
and	epidemics
and	evaluating
and	evaluation
and	evan
and	even
and	every
and	everyday
and	evidence
and	exit
and	expanded
and	experience
and	exploited
and	external
and	facebook
and	fallen
and	far
and	farrington
and	fast
and	faster
and	february
and	federal
and	feel
and	fewer
and	field
and	file
and	finally
and	financial
and	find
and	firearms
and	flowed
and	foot
and	for
and	forecast
and	forecasted
and	formal
and	former
and	found
and	frank
and	frdyl
and	friends
and	frisk
and	frisks
and	from
and	functioning
and	funding
and	gang
and	general
and	geographical
and	get
and	getting
and	give
and	gives
and	global
and	good
and	google
and	goss
and	got
and	government
and	gps
and	graduate
and	grand
and	graphical
and	graphics
and	greater
and	groups
and	growth
and	guckenburg
and	had
and	half
and	hamilton
and	hand
and	handbook
and	harm
and	harmful
and	harris
and	hartnett
and	have
and	he
and	heather
and	helped
and	helping
and	heroin
and	herrera
and	higher
and	highly
and	his
and	historical
and	holds
and	holiday
and	home
and	homicide
and	hopefully
and	hospital
and	how
and	http
and	human
and	hureau
and	i
and	identify
and	if
and	immigration
and	impact
and	important
and	improve
and	improvement
and	in
and	inaccessible
and	incomplete
and	incorporates
and	increase
and	increasing
and	individual
and	informal
and	instantly
and	intelligence
and	international
and	intervention
and	interviews
and	invested
and	investigate
and	investigated
and	investigating
and	investigative
and	investigators
and	irrelevance
and	is
and	issue
and	it
and	its
and	james
and	jennifer
and	jersey
and	joan
and	john
and	journalists
and	july
and	junior
and	justice
and	karen
and	kate
and	kathleen
and	ken
and	kevin
and	killed
and	krislov
and	kubrin
and	l
and	lady
and	lang
and	langworthy
and	large
and	largely
and	larger
and	last
and	late
and	later
and	lawrence
and	leader
and	leadership
and	leave
and	leslie
and	less
and	let
and	liberal
and	liberty
and	license
and	lieutenants
and	lincoln
and	listeria
and	locate
and	location
and	locking
and	loiterers
and	london
and	long
and	longer
and	longitude
and	los
and	love
and	lum
and	made
and	main
and	making
and	managing
and	mandelbaum
and	many
and	maple
and	mapped
and	maps
and	marcia
and	mathematicians
and	may
and	mayer
and	mayo
and	meaningful
and	measurement
and	medals
and	meta
and	michael
and	midnight
and	mit
and	mobile
and	molly
and	monitor
and	monitoring
and	monthly
and	months
and	moral
and	morally
and	more
and	most
and	move
and	mr
and	murray
and	national
and	navy
and	near
and	new
and	news
and	neyroud
and	night
and	no
and	non
and	northern
and	northwood
and	norval
and	nossel
and	not
and	now
and	nuclear
and	oakland
and	objectives
and	of
and	officer
and	officers
and	often
and	on
and	only
and	operating
and	operation
and	opinion
and	or
and	organizational
and	other
and	others
and	otherwise
and	our
and	out
and	outcomes
and	over
and	overall
and	overstaffing
and	p
and	parolees
and	past
and	patient
and	patterns
and	pcs
and	pcso
and	pease
and	people
and	per
and	percent
and	performance
and	perhaps
and	periodic
and	personal
and	peter
and	petersilia
and	phenomena
and	pierluigi
and	place
and	play
and	police
and	policing
and	political
and	politics
and	poor
and	possibly
and	posted
and	poverty
and	practice
and	practices
and	precedent
and	precisely
and	predictable
and	prediction
and	prejudices
and	prevent
and	prevention
and	previous
and	proactive
and	proactivity
and	probably
and	problem
and	problems
and	professional
and	professor
and	professorships
and	promotion
and	promotions
and	property
and	prosecution
and	prosecutors
and	prove
and	provide
and	public
and	pull
and	pure
and	put
and	qualitative
and	quantitative
and	quasi
and	question
and	questioning
and	racial
and	random
and	rape
and	rd
and	reactive
and	real
and	recognized
and	recommending
and	recruitment
and	reduce
and	reform
and	regional
and	related
and	relationships
and	relentlessly
and	relevant
and	reliable
and	reporting
and	request
and	research
and	reserve
and	residents
and	residual
and	resolving
and	resources
and	respected
and	respond
and	restorative
and	returned
and	richard
and	right
and	rises
and	robbery
and	robert
and	rothman
and	rowe
and	rynes
and	s
and	samuel
and	san
and	santa
and	sara
and	sarah
and	says
and	scholars
and	school
and	scores
and	scotts
and	scrutiny
and	search
and	security
and	sentenced
and	serious
and	services
and	share
and	shawn
and	she
and	sherman
and	shopping
and	should
and	since
and	situations
and	skills
and	slothower
and	slow
and	smart
and	so
and	social
and	societies
and	society
and	software
and	solve
and	solving
and	some
and	sophisticated
and	speak
and	specific
and	spits
and	spy
and	sros
and	starting
and	statistics
and	still
and	strang
and	strategies
and	straus
and	street
and	student
and	subcultural
and	subjective
and	substance
and	suburban
and	sue
and	suggested
and	supercomputer
and	support
and	suppress
and	susan
and	sussex
and	system
and	take
and	tall
and	tankebe
and	target
and	taxes
and	taylor
and	teaching
and	tech
and	technology
and	telep
and	temporal
and	tested
and	testing
and	that
and	the
and	thefts
and	their
and	then
and	there
and	theresa
and	these
and	they
and	things
and	think
and	thomas
and	those
and	three
and	through
and	tighter
and	time
and	times
and	to
and	tobago
and	together
and	tom
and	tools
and	touchscreen
and	towns
and	tracking
and	traded
and	traffic
and	training
and	travel
and	treatment
and	tried
and	tries
and	trinidad
and	trust
and	turn
and	tv
and	twitter
and	two
and	type
and	uc
and	uk
and	ultimately
and	uniquely
and	united
and	units
and	unprecedented
and	unwed
and	updated
and	us
and	use
and	used
and	uses
and	using
and	usually
and	variables
and	variety
and	verizon
and	victim
and	victimization
and	victims
and	video
and	view
and	viktor
and	voters
and	w
