	of	documents
an	alcohol	compliance
an	algorithm	to
an	anthropologist	jeff
an	anthropologist	p
an	applied	mathematics
an	applied	mathematics
an	applied	mathematics
an	applied	mathematics
an	area	aftershocks
an	area	aftershocks
an	assistant	professor
an	average	of
an	earthquake	aftershock
an	earthquake	aftershock
an	earthquake	in
an	earthquake	in
an	earthquake	s
an	email	we
an	email	we
an	emerging	national
an	emerging	national
an	emerging	national
an	emerging	national
an	excellent	job
an	eye	on
an	impact	on
an	independent	security
an	initial	crime
an	initial	crime
an	internal	crime
an	invaluable	tool
an	invaluable	tool
an	officer	a
an	officer	patrolling
an	officer	patrolling
an	officer	patrolling
an	officer	patrolling
an	opportunity	and
an	opportunity	and
an	opportunity	and
an	opportunity	and
an	outstanding	budgetary
an	percent	drop
an	unusual	experiment
an	unusual	experiment
analysis	of	the
analysis	of	the
analysis	the	officers
analysis	unit	are
analysis	unit	his
analyst	compared	with
analyst	for	the
analyst	for	the
analyst	for	the
analyst	for	the
analyst	for	the
analyst	for	the
analyst	for	the
analyst	for	the
analyst	for	the
analyst	santa	cruz
analyst	santa	cruz
analyst	the	numbers
analyst	the	program
analyst	the	program
analysts	at	wal
analysts	don	t
analysts	hughes	and
analysts	make	predictions
analysts	who	work
analytics	unit	last
analytics	unit	last
analyze	a	lot
analyze	patterns	and
analyzed	by	professors
analyzed	years	of
analyzing	and	detecting
analyzing	and	detecting
analyzing	data	can
and	a	criminologist
and	a	criminologist
and	a	police
and	a	police
and	a	police
and	a	police
and	aggravated	assaults
and	allocate	resources
and	allocate	resources
and	applied	to
and	applied	to
and	auto	thefts
and	bingo	what
and	bingo	what
and	both	mohler
and	both	mohler
and	burglars	often
and	burglars	often
and	burglars	often
and	burglars	often
and	car	thefts
and	car	thefts
and	charts	of
and	comparing	it
and	computer	science
and	crime	analyst
and	crime	analyst
and	cutting	overtime
and	decided	to
and	decided	to
and	detecting	patterns
and	detecting	patterns
and	devices	that
and	devices	that
and	duct	tape
and	expanded	the
and	expect	that
and	friend	say
and	friend	say
and	gang	motivated
and	gave	him
and	gave	him
and	gave	him
and	gave	him
and	has	led
and	has	led
and	he	gets
and	he	is
and	he	is
and	he	is
and	he	is
and	here	hughes
and	his	uncle
and	holographic	mapping
and	holographic	mapping
and	home	burglaries
and	home	burglaries
and	home	burglaries
and	home	burglaries
and	home	burglaries
and	home	burglaries
and	how	its
and	how	its
and	i	welcome
and	in	the
and	in	the
and	it	turns
and	it	turns
and	law	enforcement
and	law	enforcement
and	lead	the
and	level	of
and	lieutenants	a
and	location	of
and	location	of
and	location	of
and	location	of
and	location	of
and	long	beach
and	long	beach
and	long	beach
and	long	beach
and	long	beach
and	long	beach
and	long	beach
and	long	beach
and	looking	for
and	looking	for
and	lt	bernie
and	lt	bernie
and	many	are
and	martin	short
and	martin	short
and	more	critical
and	more	effective
and	more	effective
and	motor	vehicle
and	motor	vehicle
and	new	york
and	newcombe	s
and	not	necessarily
and	numerous	other
and	old	fashioned
and	old	fashioned
and	old	fashioned
and	old	fashioned
and	on	abc
and	on	abc
and	on	these
and	on	these
and	other	crime
and	other	crime
and	other	expensive
and	other	materials
and	other	materials
and	other	similar
and	other	similar
and	police	will
and	police	will
and	police	will
and	police	will
and	polymers	a
and	polymers	a
and	pondered	and
and	pondered	and
and	provided	him
and	provided	him
and	publishing	crime
and	recurrence	of
and	recurrence	of
and	recurrence	of
and	recurrence	of
and	refine	it
and	regional	news
and	regional	news
and	regional	news
and	regional	news
and	reports	of
and	reports	of
and	runs	it
and	santa	cruz
and	santa	cruz
and	santa	cruz
and	santa	cruz
and	santa	cruz
and	santa	cruz
and	santa	cruz
and	say	this
and	shot	him
and	shot	him
and	since	then
and	since	then
and	sometimes	using
and	sought	help
and	sought	help
and	southwest	minneapolis
and	stolen	vehicles
and	stolen	vehicles
and	stolen	vehicles
and	stolen	vehicles
and	susan	mcphee
and	tailor	their
and	tailor	their
and	tailor	their
and	tailor	their
and	take	advantage
and	take	advantage
and	take	advantage
and	take	advantage
and	technology	companies
and	that	is
and	that	is
and	that	s
and	that	s
and	the	accolades
and	the	accolades
and	the	algorithm
and	the	computer
and	the	computer
and	the	police
and	the	police
and	the	police
and	the	police
and	the	ucla
and	the	whole
and	the	whole
and	thefts	and
and	they	re
and	they	re
and	time	of
and	times	to
and	times	to
and	times	to
and	times	to
and	times	with
and	times	within
and	times	within
and	times	within
and	times	within
and	timing	of
and	took	a
and	try	to
and	try	to
and	try	to
and	try	to
and	two	daughters
and	unfortunately	with
and	unfortunately	with
and	updated	data
and	updated	data
and	use	predictive
and	vehicles	annually
and	vehicles	fell
and	vehicles	friend
and	was	stationed
and	we	re
and	we	re
and	we	re
and	we	re
and	we	thought
and	we	thought
and	when	it
and	when	it
and	when	it
and	when	it
and	where	crimes
and	where	crimes
and	where	future
and	where	future
and	where	the
and	where	the
and	will	act
and	will	grow
and	windows	of
and	windows	of
and	wondering	what
and	wondering	what
and	you	re
and	yucaipa	stations
anecdote	that	the
angeles	and	long
angeles	and	long
angeles	and	long
angeles	and	long
angeles	and	long
angeles	and	long
angeles	and	long
angeles	and	long
angeles	and	new
angeles	are	turning
angeles	based	gangs
angeles	captain	malinowski
angeles	captain	malinowski
angeles	department	s
angeles	department	s
angeles	is	planning
angeles	is	planning
angeles	mohler	started
angeles	mohler	started
angeles	police	department
angeles	police	department
angeles	police	department
angeles	police	department
angeles	times	and
angeles	times	and
angeles	times	last
angeles	times	last
angeles	to	invest
annually	in	santa
annually	other	inventions
annually	other	inventions
another	accolade	the
another	accolade	the
another	house	in
another	house	in
another	house	in
another	house	in
anthropologist	jeff	brantingham
anthropologist	jeff	brantingham
anthropologist	p	jeffrey
anticipate	crime	is
anticipate	that	officers
anticipate	that	officers
anticipate	that	officers
anticipate	that	officers
anticipate	when	and
anticipate	when	and
anticipated	customers	needs
anticipating	a	hurricane
any	degradation	and
any	given	week
anything	but	ordinary
anything	but	ordinary
anything	he	said
anytime	soon	says
anytime	soon	says
apple	s	siri
apple	s	siri
apple	valley	and
applied	mathematics	professor
applied	mathematics	professor
applied	mathematics	professor
applied	mathematics	professor
applied	statistics	really
applied	statistics	really
applied	to	crime
applied	to	crime
appreciation	that	it
appreciation	that	it
approach	mohler	about
approach	mohler	about
approached	customers	stocked
approached	mohler	about
approached	mohler	about
approached	mohler	about
approached	mohler	about
approaches	we	look
approaches	we	look
approximately	feet	by
approximately	feet	by
approximately	one	square
approximately	one	square
april	has	been
april	newcombe	joined
are	added	each
are	also	looking
are	also	looking
are	apple	s
are	apple	s
are	asked	to
are	at	highest
are	at	highest
are	becoming	more
are	being	slashed
are	being	slashed
are	being	tried
are	being	tried
are	calibrated	less
are	calibrated	less
are	committed	in
are	committed	in
are	creatures	of
are	effective	aug
are	faced	with
are	faced	with
are	given	a
are	given	a
are	given	a
are	giving	predictive
are	honored	to
are	honored	to
are	interested	santa
are	interested	santa
are	less	effective
are	likely	to
are	likely	to
are	more	efficient
are	more	efficient
are	more	efficient
are	more	efficient
are	more	random
are	not	busy
are	not	busy
are	not	out
are	not	out
are	often	left
are	on	the
are	on	the
are	part	of
are	particularly	rough
are	poised	to
are	poised	to
are	poised	to
are	poised	to
are	positive	friend
are	recalibrated	daily
are	recalibrated	daily
are	stolen	this
are	taken	seriously
are	turning	to
are	under	video
are	working	with
area	aftershocks	and
area	aftershocks	and
area	friend	said
area	many	of
area	that	highlighted
area	that	wasn
area	that	wasn
area	to	use
area	where	the
area	where	the
areas	and	windows
areas	and	windows
areas	are	under
areas	during	times
areas	during	times
areas	putting	laptops
areas	that	led
areas	there	might
areas	to	deter
areas	where	there
areas	where	there
areas	where	there
areas	where	there
around	for	years
around	for	years
around	the	country
around	the	country
around	the	nation
around	the	nation
around	the	united
around	with	notions
around	with	notions
arrest	more	people
arrest	more	people
arrest	more	people
arrest	more	people
arrest	our	way
arrested	and	the
arrested	and	the
arrested	and	the
arrested	and	the
arrested	for	example
arrested	for	example
arrests	but	the
arrests	the	notion
arrests	the	notion
arrests	were	routine
arrests	were	routine
arrived	in	time
arrived	so	quickly
arrowhead	native	newcombe
as	a	contract
as	a	crime
as	a	place
as	a	success
as	accurate	as
as	accurate	as
as	an	administrative
as	an	independent
as	burglary	robbery
as	crimes	are
as	crimes	are
as	departments	struggle
as	departments	struggle
as	deputy	chief
as	deviants	it
as	deviants	it
as	deviants	it
as	deviants	it
as	esp	such
as	exotic	as
as	far	fetched
as	for	hughes
as	he	was
as	he	was
as	homicide	which
as	hurricanes	approached
as	it	sounds
as	likely	to
as	los	angeles
as	many	cops
as	many	cops
as	math	which
as	math	which
as	new	crimes
as	new	crimes
as	one	of
as	one	of
as	one	of
as	one	of
as	operations	lieutenant
as	opposed	to
as	part	of
as	predictive	policing
as	predictive	policing
as	students	unpack
as	the	city
as	the	city
as	the	city
as	the	city
as	the	city
as	the	department
as	the	ipad
as	the	ipad
as	the	it
as	the	it
as	the	rancho
as	they	re
as	wal	mart
as	we	can
as	we	can
as	we	re
as	well	as
as	well	as
as	well	as
asked	people	to
asked	to	patrol
assaults	the	techniques
assistant	professor	first
assistant	professor	first
assistant	professor	of
assistant	professor	said
assistant	professor	said
assistant	professor	said
assistant	professor	said
assuming	the	same
assumption	is	that
assumption	is	that
at	a	home
at	a	home
at	a	home
at	a	home
at	a	location
at	a	map
at	a	map
at	a	time
at	a	time
at	customer	data
at	highest	risk
at	highest	risk
at	it	and
at	it	and
at	mcassidy	mercurynews
at	mcassidy	mercurynews
at	no	charge
at	no	charge
at	no	charge
at	no	charge
at	p	m
at	p	m
at	p	m
at	p	m
at	predicted	hot
at	roll	call
at	roll	call
at	roll	call
at	santa	clara
at	santa	clara
at	santa	clara
at	santa	clara
at	santa	clara
at	santa	clara
at	santa	clara
at	santa	clara
at	the	earliest
at	the	grand
at	the	last
at	the	same
at	the	same
at	the	same
at	the	same
at	the	san
at	the	santa
at	the	soonest
at	the	soonest
at	the	soonest
at	the	start
at	the	time
at	the	time
at	these	maps
at	these	maps
at	twitter	com
at	twitter	com
at	uc	santa
at	uc	santa
at	ucla	where
at	ucla	where
at	ucla	where
at	ucla	where
at	wal	mart
at	where	crime
at	www	santacruzsentinel
at	www	santacruzsentinel
attempted	is	not
attempted	is	not
attention	from	law
attention	from	law
attention	his	work
attention	his	work
attracting	increasing	attention
attracting	increasing	attention
attracting	newspaper	stories
attracting	newspaper	stories
aug	after	leading
aug	i	m
august	language	english
august	language	english
august	language	english
august	sunday	newcombe
august	tuesday	late
august	wednesday	in
auto	theft	will
auto	theft	will
auto	thefts	based
auto	thefts	have
auto	thefts	so
available	the	compstat
available	the	compstat
average	of	burglaries
average	than	joe
away	many	police
away	many	police
away	plain	common
bachelor	s	degree
back	in	familiar
back	room	and
backs	off	the
backs	off	the
backs	off	the
backs	off	the
bad	guys	it
bad	guys	it
bag	of	cash
baptist	university	with
barbara	when	he
barbara	when	he
based	gangs	cusimano
based	on	earthquake
based	on	earthquake
based	on	historical
based	on	hunches
based	on	hunches
based	on	models
based	on	models
based	on	past
based	on	past
based	on	the
based	on	the
based	on	the
based	on	the
based	on	weather
batting	average	than
baxter	santa	cruz
baxter	santa	cruz
baxter	santa	cruz
baxter	sbaxter	santacruzsentinel
baxter	sbaxter	santacruzsentinel
be	a	few
be	a	mile
be	able	to
be	able	to
be	all	kinds
be	attempted	is
be	attempted	is
be	back	in
be	correlated	to
be	demonstrated	its
be	demonstrated	its
be	evaluated	after
be	evaluated	after
be	felt	says
be	first	in
be	first	in
be	for	all
be	for	all
be	hit	later
be	hit	later
be	honest	i
be	honest	i
be	intuitive	he
be	intuitive	he
be	intuitive	he
be	intuitive	he
be	leveraging	technology
be	leveraging	technology
be	months	he
be	months	he
be	only	the
be	only	the
be	our	reality
be	our	reality
be	picked	said
be	recognized	by
be	recognized	by
be	remarkable	for
be	safer	for
be	safer	for
be	so	called
be	so	called
be	the	first
be	the	first
be	the	first
be	the	first
be	the	most
be	to	police
be	tough	to
be	trying	to
be	tweaked	and
be	tweaked	and
be	used	to
be	used	to
be	used	to
be	where	it
beach	he	said
beach	he	said
beach	he	said
beach	he	said
beach	police	departments
beach	police	departments
beach	police	departments
beach	police	departments
became	the	first
became	the	first
because	analysts	don
because	as	we
because	he	sees
because	it	shows
because	they	knew
because	they	knew
because	they	knew
because	they	knew
become	more	and
becomes	more	accustomed
becoming	more	common
been	a	national
been	around	for
been	around	for
been	attracting	newspaper
been	attracting	newspaper
been	better	as
been	better	as
been	directed	to
been	named	among
been	named	among
been	on	putting
been	praised	by
been	praised	by
been	projected	as
been	promoted	to
been	quite	positive
been	quite	positive
been	statistically	insignificant
been	to	arrest
been	using	mohler
been	using	mohler
before	crime	fighters
before	crime	fighters
before	each	shift
before	each	shift
before	each	shift
before	each	shift
before	santa	clara
before	santa	clara
before	the	program
before	the	program
before	there	s
began	searching	for
began	searching	for
began	testing	the
began	testing	the
began	using	crime
begin	using	the
begin	using	the
beginning	for	crime
beginning	for	crime
begins	pointing	to
begun	in	minneapolis
begun	in	minneapolis
begun	in	to
behavior	byline	matt
behavior	the	promise
behind	earthquake	prediction
behind	earthquake	prediction
being	named	as
being	named	as
being	recognized	by
being	recognized	by
being	slashed	we
being	slashed	we
being	the	way
being	the	way
being	tried	or
being	tried	or
being	tried	out
being	tried	out
being	worked	on
being	worked	on
belief	that	crime
belief	that	crime
belief	that	crime
belief	that	crime
bernardino	a	lake
bernardino	county	sheriff
bernardino	headquarters	and
bernie	escalante	visited
bernie	escalante	visited
best	inventions	of
best	inventions	of
best	new	inventions
best	new	inventions
better	as	he
better	as	he
better	batting	average
better	products	it
better	products	it
better	understand	predictive
between	calls	for
between	when	and
between	when	and
bias	that	people
bias	that	people
bicycle	thefts	and
big	advance	for
big	advance	for
big	honor	but
big	honor	but
biggest	challenge	will
bingo	what	happens
bingo	what	happens
bits	of	revealing
block	area	where
block	area	where
blocks	and	times
blocks	or	small
blocks	that	are
blog	law	enforcement
blog	law	enforcement
both	mohler	and
both	mohler	and
bottled	water	and
bought	more	strawberry
brantingham	and	a
brantingham	and	a
brantingham	of	ucla
bratton	captain	malinowski
bratton	captain	malinowski
bratton	said	starting
bratton	the	celebrated
bratton	who	now
break	in	to
break	in	to
break	in	to
break	in	to
break	ins	or
break	ins	or
breaking	communities	central
breaking	communities	central
breaking	news	local
breaking	news	local
breaking	that	pattern
breaks	santa	cruz
breaks	santa	cruz
brilliant	says	zach
brilliant	says	zach
bringing	the	program
bringing	the	program
broken	into	at
broken	into	at
broken	into	at
broken	into	at
brothers	coffee	shop
budget	cuts	a
budget	cuts	a
budgetary	constraints	have
budgetary	manager	he
budgets	are	being
budgets	are	being
budgets	trimming	the
budgets	trimming	the
build	his	repertoire
build	his	repertoire
build	his	repertoire
build	his	repertoire
bulletin	ontario	ca
bureau	cusimano	and
burglar	is	captured
burglaries	and	auto
burglaries	and	car
burglaries	and	car
burglaries	and	motor
burglaries	and	motor
burglaries	and	stolen
burglaries	and	stolen
burglaries	and	stolen
burglaries	and	stolen
burglaries	and	thefts
burglaries	drop	in
burglaries	drop	in
burglaries	in	contrast
burglaries	in	contrast
burglaries	in	the
burglaries	originating	from
burglaries	police	started
burglaries	tend	to
burglaries	tend	to
burglaries	tend	to
burglaries	tend	to
burglaries	that	occurred
burglaries	to	homes
burglaries	to	homes
burglaries	to	homes
burglaries	vehicle	burglaries
burglaries	vehicle	burglaries
burglaries	vehicle	burglaries
burglaries	vehicle	burglaries
burglaries	were	down
burglaries	were	down
burglaries	were	especially
burglaries	were	especially
burglaries	were	likely
burglarized	it	s
burglarized	it	s
burglars	like	most
burglars	like	most
burglars	often	use
burglars	often	use
burglars	often	use
burglars	often	use
burglars	who	successfully
burglars	who	successfully
burglars	who	successfully
burglars	who	successfully
burglary	car	break
burglary	car	break
burglary	dots	on
burglary	for	example
burglary	for	example
burglary	for	example
burglary	for	example
burglary	friend	said
burglary	robbery	and
business	administration	during
business	and	vehicles
business	columnists	length
business	length	words
business	news	december
business	news	january
business	news	january
business	news	november
businesses	and	vehicles
businesses	and	vehicles
businesses	such	as
busy	with	other
busy	with	other
but	as	the
but	as	the
but	dolan	says
but	even	within
but	friend	said
but	i	m
but	i	m
but	if	that
but	if	that
but	in	the
but	looking	more
but	mohler	said
but	mohler	said
but	mohler	said
but	mohler	said
but	more	important
but	more	important
but	ordinary	they
but	ordinary	they
but	percent	less
but	percent	less
but	predictive	policing
but	rather	to
but	rather	to
but	rather	to
but	santa	cruz
but	santa	cruz
but	the	emphasis
but	the	presence
but	the	presence
but	the	use
but	the	use
but	to	have
but	what	s
but	what	s
buy	in	frizell
buying	habits	of
buying	habits	of
by	a	computer
by	a	computer
by	a	computer
by	a	computer
by	a	group
by	a	group
by	analyzing	and
by	analyzing	and
by	at	the
by	at	the
by	at	the
by	at	the
by	erica	goode
by	erica	goode
by	federal	grants
by	federal	grants
by	feet	new
by	feet	or
by	his	patrol
by	his	predecessor
by	it	but
by	jessica	m
by	jim	wilson
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mcclatchy	tribune
by	mct	information
by	mct	information
by	media	outlets
by	media	outlets
by	meters	new
by	mike	cassidy
by	mike	cassidy
by	none	other
by	predicting	it
by	printing	color
by	professors	from
by	santa	clara
by	santa	clara
by	stephen	baxter
by	stephen	baxter
by	the	attention
by	the	attention
by	the	crime
by	the	los
by	the	los
by	the	national
by	the	same
by	the	santa
by	the	santa
by	time	is
by	time	is
by	time	magazine
by	time	magazine
by	time	magazine
by	time	this
by	time	this
byline	by	erica
byline	by	erica
byline	by	jessica
byline	by	mike
byline	by	mike
byline	by	stephen
byline	by	stephen
byline	jessica	m
byline	matt	mckinney
byline	stephen	baxter
byline	stephen	baxter
byline	stephen	baxter
byline	wendy	leung
c	santa	cruz
c	santa	cruz
c	sheriff	s
c	the	santa
c	the	santa
ca	august	sunday
calibrated	less	frequently
calibrated	less	frequently
calif	at	www
calif	at	www
calif	distributed	by
calif	distributed	by
calif	one	woman
calif	section	state
calif	section	state
calif	section	state
calif	section	state
calif	visit	the
calif	visit	the
california	are	giving
california	baptist	university
california	distributed	by
california	distributed	by
california	distributed	by
california	distributed	by
california	january	friday
california	january	friday
california	july	thursday
california	july	thursday
california	november	wednesday
california	one	woman
call	at	the
call	at	the
call	for	thursday
call	himself	that
call	himself	that
call	it	math
call	it	math
call	meetings	before
call	meetings	before
call	meetings	before
call	meetings	before
call	they	check
call	they	check
called	after	crimes
called	after	crimes
called	police	arrived
called	predictive	policing
called	predictive	policing
called	predictive	policing
called	predictive	policing
calls	before	the
calls	before	the
calls	for	service
calls	for	service
calls	for	service
calls	mohler	s
calls	mohler	s
came	from	a
came	to	the
came	up	with
cameras	but	even
campus	but	as
campus	but	as
can	also	help
can	also	help
can	be	remarkable
can	be	tough
can	be	used
can	be	used
can	be	used
can	do	is
can	get	them
can	get	them
can	help	equalize
can	help	equalize
can	lead	us
can	lead	us
can	monitor	hundreds
can	patrol	that
can	put	a
can	quickly	analyze
can	say	see
can	see	it
can	see	it
can	t	measure
can	turn	up
capt	amelia	huffman
capt	joe	cusimano
capt	sean	malinowski
capt	sean	malinowski
captain	and	will
captain	in	town
captain	it	is
captain	malinowski	envisions
captain	malinowski	envisions
captain	malinowski	said
captain	malinowski	said
captain	malinowski	said
captain	malinowski	said
captain	post	sheriff
captain	s	position
captain	said	newcombe
captured	burglary	dots
car	and	devices
car	and	devices
car	and	home
car	and	home
car	and	home
car	and	home
car	and	home
car	and	home
car	break	ins
car	break	ins
car	burglaries	in
car	burglaries	in
car	burglaries	were
car	burglaries	were
car	burglaries	were
car	burglary	for
car	burglary	for
car	burglary	for
car	burglary	for
car	close	to
car	for	example
car	for	example
car	for	example
car	for	example
car	often	return
car	often	return
car	often	return
car	often	return
car	thefts	so
car	thefts	so
carefully	directed	policing
carrying	illegal	drugs
carrying	illegal	drugs
cars	and	publishing
cars	in	a
cars	in	a
cars	or	hallways
case	scenario	is
case	scenario	is
cash	witnesses	called
cassidy	at	mcassidy
cassidy	at	mcassidy
cassidy	mercury	news
cassidy	mercury	news
cassidy	santa	clara
cassidy	santa	clara
catch	someone	doing
catch	the	robbers
caused	by	it
caution	while	officers
celebrated	former	chief
center	a	commander
center	under	the
center	under	the
center	where	a
central	coast	crime
central	coast	peninsula
certain	type	of
certain	type	of
certainly	be	safer
certainly	be	safer
challenge	will	be
challenges	and	i
challenges	newcombe	said
change	in	reported
change	patrol	locations
change	patrol	locations
change	patrol	locations
change	patrol	locations
change	was	positive
changes	as	crimes
changes	as	crimes
changes	to	it
changes	will	start
changes	will	start
changes	will	start
changes	will	start
changing	world	of
charge	he	said
charge	he	said
charge	he	said
charge	he	said
charge	of	the
charges	due	to
charging	departments	for
charging	departments	for
charts	and	charts
charts	of	data
cheaper	to	prevent
cheaper	to	prevent
check	those	areas
check	those	areas
checks	based	on
checks	based	on
checks	friend	said
checks	friend	said
checks	friend	said
checks	friend	said
chic	says	over
chic	says	over
chicago	police	department
chicago	police	department
chief	at	the
chief	at	the
chief	dolan	spoke
chief	for	his
chief	in	charge
chief	in	san
chief	kevin	vogel
