	of
bernardino	headquarters
bernie	escalante
bernie	escalante
best	inventions
best	inventions
best	new
best	new
better	as
better	as
better	batting
better	products
better	products
better	understand
between	calls
between	when
between	when
bias	that
bias	that
bicycle	thefts
big	advance
big	advance
big	honor
big	honor
biggest	challenge
bingo	what
bingo	what
bits	of
block	area
block	area
blocks	and
blocks	or
blocks	that
blog	law
blog	law
both	mohler
both	mohler
bottled	water
bought	more
brantingham	and
brantingham	and
brantingham	of
bratton	captain
bratton	captain
bratton	said
bratton	the
bratton	who
break	in
break	in
break	in
break	in
break	ins
break	ins
breaking	communities
breaking	communities
breaking	news
breaking	news
breaking	that
breaks	santa
breaks	santa
brilliant	says
brilliant	says
bringing	the
bringing	the
broken	into
broken	into
broken	into
broken	into
brothers	coffee
budget	cuts
budget	cuts
budgetary	constraints
budgetary	manager
budgets	are
budgets	are
budgets	trimming
budgets	trimming
build	his
build	his
build	his
build	his
bulletin	ontario
bureau	cusimano
burglar	is
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	and
burglaries	drop
burglaries	drop
burglaries	in
burglaries	in
burglaries	in
burglaries	originating
burglaries	police
burglaries	tend
burglaries	tend
burglaries	tend
burglaries	tend
burglaries	that
burglaries	to
burglaries	to
burglaries	to
burglaries	vehicle
burglaries	vehicle
burglaries	vehicle
burglaries	vehicle
burglaries	were
burglaries	were
burglaries	were
burglaries	were
burglaries	were
burglarized	it
burglarized	it
burglars	like
burglars	like
burglars	often
burglars	often
burglars	often
burglars	often
burglars	who
burglars	who
burglars	who
burglars	who
burglary	car
burglary	car
burglary	dots
burglary	for
burglary	for
burglary	for
burglary	for
burglary	friend
burglary	robbery
business	administration
business	and
business	columnists
business	length
business	news
business	news
business	news
business	news
businesses	and
businesses	and
businesses	such
busy	with
busy	with
but	as
but	as
but	dolan
but	even
but	friend
but	i
but	i
but	if
but	if
but	in
but	looking
but	mohler
but	mohler
but	mohler
but	mohler
but	more
but	more
but	ordinary
but	ordinary
but	percent
but	percent
but	predictive
but	rather
but	rather
but	rather
but	santa
but	santa
but	the
but	the
but	the
but	the
but	the
but	to
but	what
but	what
buy	in
buying	habits
buying	habits
by	a
by	a
by	a
by	a
by	a
by	a
by	analyzing
by	analyzing
by	at
by	at
by	at
by	at
by	erica
by	erica
by	federal
by	federal
by	feet
by	feet
by	his
by	his
by	it
by	jessica
by	jim
by	mcclatchy
by	mcclatchy
by	mcclatchy
by	mcclatchy
by	mcclatchy
by	mcclatchy
by	mcclatchy
by	mcclatchy
by	mct
by	mct
by	media
by	media
by	meters
by	mike
by	mike
by	none
by	predicting
by	printing
by	professors
by	santa
by	santa
by	stephen
by	stephen
by	the
by	the
by	the
by	the
by	the
by	the
by	the
by	the
by	the
by	time
by	time
by	time
by	time
by	time
by	time
by	time
byline	by
byline	by
byline	by
byline	by
byline	by
byline	by
byline	by
byline	jessica
byline	matt
byline	stephen
byline	stephen
byline	stephen
byline	wendy
c	santa
c	santa
c	sheriff
c	the
c	the
ca	august
calibrated	less
calibrated	less
calif	at
calif	at
calif	distributed
calif	distributed
calif	one
calif	section
calif	section
calif	section
calif	section
calif	visit
calif	visit
california	are
california	baptist
california	distributed
california	distributed
california	distributed
california	distributed
california	january
california	january
california	july
california	july
california	november
california	one
call	at
call	at
call	for
call	himself
call	himself
call	it
call	it
call	meetings
call	meetings
call	meetings
call	meetings
call	they
call	they
called	after
called	after
called	police
called	predictive
called	predictive
called	predictive
called	predictive
calls	before
calls	before
calls	for
calls	for
calls	for
calls	mohler
calls	mohler
came	from
came	to
came	up
cameras	but
campus	but
campus	but
can	also
can	also
can	be
can	be
can	be
can	be
can	be
can	do
can	get
can	get
can	help
can	help
can	lead
can	lead
can	monitor
can	patrol
can	put
can	quickly
can	say
can	see
can	see
can	t
can	turn
capt	amelia
capt	joe
capt	sean
capt	sean
captain	and
captain	in
captain	it
captain	malinowski
captain	malinowski
captain	malinowski
captain	malinowski
captain	malinowski
captain	malinowski
captain	post
captain	s
captain	said
captured	burglary
car	and
car	and
car	and
car	and
car	and
car	and
car	and
car	and
car	break
car	break
car	burglaries
car	burglaries
car	burglaries
car	burglaries
car	burglaries
car	burglary
car	burglary
car	burglary
car	burglary
car	close
car	for
car	for
car	for
car	for
car	often
car	often
car	often
car	often
car	thefts
car	thefts
carefully	directed
carrying	illegal
carrying	illegal
cars	and
cars	in
cars	in
cars	or
case	scenario
case	scenario
cash	witnesses
cassidy	at
cassidy	at
cassidy	mercury
cassidy	mercury
cassidy	santa
cassidy	santa
catch	someone
catch	the
caused	by
caution	while
celebrated	former
center	a
center	under
center	under
center	where
central	coast
central	coast
certain	type
certain	type
certainly	be
certainly	be
challenge	will
challenges	and
challenges	newcombe
change	in
change	patrol
change	patrol
change	patrol
change	patrol
change	was
changes	as
changes	as
changes	to
changes	will
changes	will
changes	will
changes	will
changing	world
charge	he
charge	he
charge	he
charge	he
charge	of
charges	due
charging	departments
charging	departments
charts	and
charts	of
cheaper	to
cheaper	to
check	those
check	those
checks	based
checks	based
checks	friend
checks	friend
checks	friend
checks	friend
chic	says
chic	says
chicago	police
chicago	police
chief	at
chief	at
chief	dolan
chief	for
chief	in
chief	in
chief	kevin
chief	kevin
chief	of
chief	of
chief	position
chief	rob
chief	the
chief	tim
chuck	wexler
circuit	cameras
cities	are
cities	are
cities	on
cities	the
cities	the
city	compared
city	expands
city	hall
city	hall
city	it
city	last
city	leaders
city	manager
city	officers
city	officers
city	on
city	police
city	police
city	rancho
city	s
city	s
city	s
city	s
city	s
city	s
city	s
city	s
city	said
city	said
city	said
city	said
city	will
city	will
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	university
clara	where
clara	where
classes	laptops
clerks	tied
close	to
closed	circuit
closely	at
closely	what
closely	what
coast	crime
coast	peninsula
coastal	stores
code	qc
code	qc
code	qc
code	qc
coded	maps
coded	maps
codefor	program
codefor	we
coffee	in
coffee	in
coffee	shop
coincidence	that
color	coded
color	coded
column	national
columnist	section
columnist	section
columnists	business
columnists	length
com	copyright
com	copyright
com	distributed
com	distributed
com	load
com	load
com	load
com	mikecassidy
com	mikecassidy
com	or
com	or
com	section
com	section
com	section
combat	crime
combat	crime
combat	crime
combat	crime
comfortable	knowing
coming	into
coming	into
coming	months
coming	months
coming	months
coming	months
coming	to
commander	issuing
commander	of
commit	a
committed	by
committed	friend
committed	friend
committed	in
committed	in
common	police
common	sense
common	sense
communities	central
communities	central
community	as
community	matt
community	safer
community	safer
commutes	they
commutes	they
companies	like
companies	like
companies	on
company	of
compared	with
compared	with
compared	with
compared	with
comparing	it
complaints	and
complaints	and
complaints	and
complaints	and
compliance	team
compstat	and
compstat	and
compstat	and
compstat	and
compstat	system
compstat	system
computer	analyst
computer	analyst
computer	eliminates
computer	eliminates
computer	in
computer	in
computer	in
computer	in
computer	program
computer	program
computer	program
computer	program
computer	program
computer	program
computer	program
computer	program
computer	programs
computer	programs
computer	programs
computer	programs
computer	programs
computer	programs
computer	projects
computer	says
computer	says
computer	science
conclusions	the
conference	talks
conference	talks
consider	the
consideration	on
constantly	changes
constantly	changes
constraints	have
consultant	this
contact	mike
contact	mike
content	services
content	services
continuation	of
continue	in
continue	in
continue	it
continue	to
continue	to
continues	pointing
contra	costa
contra	costa
contra	costa
contra	costa
contract	city
contrast	compstat
contrast	compstat
cops	at
cops	at
cops	available
cops	available
cops	mohler
cops	mohler
copyright	c
copyright	c
copyright	contra
copyright	contra
copyright	international
copyright	medianews
copyright	san
copyright	san
copyright	san
copyright	santa
copyright	santa
copyright	santa
copyright	santa
copyright	star
copyright	the
correlated	to
correlation	between
correlation	between
costa	newspapers
costa	newspapers
costa	times
costa	times
could	be
could	be
could	be
could	ever
could	ever
could	fundamentally
could	grow
could	help
could	help
could	help
could	help
could	predict
could	predict
could	predict
could	predict
could	put
couldn	t
couldn	t
counted	as
country	as
country	doing
country	doing
country	doing
country	doing
country	have
county	sheriff
coverage	and
coverage	and
covering	earthquake
covering	earthquake
create	better
create	better
create	the
created	a
created	a
creatures	of
crest	forest
crew	of
crime	analysis
crime	analysis
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analyst
crime	analysts
crime	analysts
crime	and
crime	and
crime	and
crime	and
crime	and
crime	and
crime	and
crime	and
crime	and
crime	and
crime	areas
crime	areas
crime	at
crime	at
crime	being
crime	being
crime	burglary
crime	burglary
crime	by
crime	byline
crime	byline
crime	byline
crime	center
crime	center
crime	crime
crime	crime
crime	crime
crime	crime
crime	curbing
crime	curbing
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	data
crime	dolan
crime	during
crime	fighters
crime	fighters
crime	fighting
crime	fighting
crime	fighting
crime	fighting
crime	fighting
crime	fighting
crime	fighting
crime	for
crime	forecasts
crime	forecasts
crime	friend
crime	friend
crime	friend
crime	has
crime	hot
crime	i
crime	in
crime	in
crime	in
crime	in
crime	in
crime	in
crime	in
crime	in
crime	in
crime	in
crime	information
crime	is
crime	is
crime	is
crime	is
crime	is
crime	is
crime	is
crime	is
crime	is
crime	is
crime	map
crime	map
crime	maps
crime	maps
crime	minneapolis
crime	mohler
crime	mohler
crime	mohler
crime	mohler
crime	mohler
crime	mohler
crime	news
crime	news
crime	occurred
crime	officers
crime	one
crime	patterns
crime	patterns
crime	prediction
crime	predictions
crime	predictions
crime	predictions
crime	predictions
crime	prevention
crime	prevention
crime	prevention
crime	prevention
crime	rates
crime	rates
crime	reports
crime	reports
crime	reports
crime	reports
crime	reports
crime	s
crime	said
crime	science
crime	science
crime	science
crime	statistics
crime	statistics
crime	statistics
crime	statistics
crime	takes
crime	than
crime	than
crime	the
crime	the
crime	the
crime	the
crime	there
crime	to
crime	to
crime	tracking
crime	tracking
crime	trends
crime	trends
crime	trends
crime	types
crime	types
crime	unit
crime	with
crime	with
crime	with
crime	with
crime	you
crimes	and
crimes	and
crimes	are
crimes	are
crimes	are
crimes	are
crimes	by
crimes	by
crimes	following
crimes	following
crimes	have
crimes	including
crimes	including
crimes	including
crimes	including
crimes	it
crimes	like
crimes	like
crimes	like
crimes	like
crimes	mohler
crimes	mohler
crimes	occur
crimes	occur
crimes	rather
crimes	rather
crimes	said
crimes	said
crimes	such
crimes	such
crimes	the
crimes	the
crimes	the
crimes	to
crimes	to
crimes	to
crimes	to
crimes	were
crimes	were
crimes	were
crimes	will
crimes	will
crimes	will
crimes	will
crimes	will
crimes	will
criminal	behavior
criminal	histories
criminal	investigations
criminal	is
criminals	are
criminals	as
criminals	as
criminals	as
criminals	as
criminals	will
criminologist	george
criminologist	george
critical	the
crunch	it
crunched	by
crunched	especially
crunched	especially
crunched	numbers
crunched	numbers
crunched	numbers
crunched	numbers
crunching	in
crunching	in
cruz	began
cruz	began
cruz	byline
cruz	calif
cruz	california
cruz	california
cruz	experiment
cruz	experiment
cruz	friend
cruz	friend
cruz	friend
cruz	has
cruz	has
cruz	into
cruz	into
cruz	is
cruz	is
cruz	mohler
cruz	mohler
cruz	mohler
cruz	mohler
cruz	mohler
cruz	mohler
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	police
cruz	predictive
cruz	predictive
cruz	publication
cruz	reported
cruz	s
cruz	s
cruz	said
cruz	said
cruz	santa
cruz	santa
cruz	santa
cruz	santa
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	sentinel
cruz	the
cruz	the
cruz	the
cruz	the
cruz	trial
cruz	trial
cruz	was
cruz	with
cruz	with
cucamonga	captain
cucamonga	in
cucamonga	in
cucamonga	regularly
cucamonga	resident
cucamonga	station
cucamonga	station
cucamonga	there
curb	a
curbing	algorithms
curbing	algorithms
curious	minds
curious	minds
cusimano	a
cusimano	and
cusimano	grew
cusimano	has
cusimano	is
cusimano	leaves
cusimano	led
cusimano	s
cusimano	starts
cusimano	who
custody	after
custody	after
customer	data
customers	anticipating
customers	needs
customers	said
customers	said
customers	stocked
cuts	a
cuts	a
cutting	overtime
d	call
d	call
d	end
d	end
d	ever
d	ever
d	have
d	processors
d	processors
daily	as
daily	as
daily	bulletin
data	and
data	and
data	are
data	can
data	could
data	could
data	could
data	could
data	crunched
data	focused
data	focused
data	focused
data	focused
data	for
data	from
data	from
data	from
data	from
data	from
data	from
data	from
data	from
data	from
data	from
data	from
data	from
data	he
data	he
data	is
data	is
data	is
data	is
data	it
data	now
data	now
data	on
data	on
data	points
data	points
data	points
data	points
data	provided
data	provided
data	slicing
data	that
data	that
data	the
data	the
data	this
data	this
data	this
data	this
data	to
data	to
data	to
data	to
data	were
data	were
databases	of
date	and
date	and
date	and
date	and
date	august
date	august
date	august
date	december
date	february
date	january
date	january
date	january
date	january
date	january
date	july
date	november
date	november
daughters	came
david	perry
day	at
day	at
day	officers
day	officers
day	that
day	that
day	the
day	the
day	the
day	the
day	they
days	after
days	after
days	after
days	after
days	later
days	later
days	later
days	later
days	later
days	later
days	later
days	later
days	mohler
days	mohler
days	mohler
days	mohler
days	of
days	of
dealing	with
dealing	with
dec	santa
december	language
december	thursday
decide	how
decide	how
decide	how
decide	how
decided	to
decided	to
decrease	in
decrease	in
decrease	in
deep	databases
degradation	and
degree	in
delighted	by
delighted	by
demonstrated	its
demonstrated	its
dennis	michael
department	about
department	about
department	became
department	became
department	becomes
department	for
department	for
department	get
department	get
department	has
department	has
department	he
department	hopes
department	hopes
department	in
department	in
department	in
department	in
department	it
department	it
department	michael
department	pulls
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	s
department	said
department	said
department	said
department	said
