	of	documents
a	resource	coordinator
a	response	to
a	result	criminal
a	result	from
a	result	of
a	result	what
a	resume	or
a	retained	norm
a	retributive	account
a	retributive	approach
a	retributive	defense
a	retributive	standpoint
a	retributive	theory
a	retrospective	justification
a	retrospective	mapping
a	review	of
a	revised	approach
a	revisionist	view
a	revocation	hearing
a	revolution	in
a	revolutionary	breakthrough
a	reward	is
a	rich	academic
a	rich	source
a	risk	assessment
a	risk	of
a	risk	terrain
a	risk	that
a	robbery	case
a	robust	form
a	robust	predictor
a	role	however
a	role	in
a	role	more
a	role	somewhat
a	room	which
a	rose	a
a	routine	activity
a	row	of
a	rule	lawmakers
a	s	office
a	safe	community
a	safe	environment
a	sampling	of
a	sanction	for
a	sanction	may
a	sanction	so
a	sanction	that
a	santa	clara
a	santa	cruz
a	satisfactory	level
a	scalable	manner
a	scenario	where
a	schon	martin
a	scientific	manner
a	screening	search
a	screwdriver	on
a	screwdriver	standing
a	search	clause
a	search	for
a	searchable	computer
a	second	fourth
a	second	hypothetical
a	second	predictive
a	second	purported
a	section	pg
a	seductive	idea
a	see	also
a	seemingly	normal
a	seizure	as
a	seizure	finkelstein
a	self	fulfilling
a	seminal	study
a	seminar	in
a	sense	of
a	sentence	that
a	sentence	to
a	separate	body
a	separate	court
a	separate	issue
a	separate	judge
a	separate	peace
a	separate	question
a	separate	terrain
a	series	of
a	serious	mental
a	serious	one
a	serious	ongoing
a	set	formula
a	set	of
a	settlement	of
a	sex	offender
a	shared	responsibility
a	sheriff	s
a	shift	away
a	shift	relative
a	shift	so
a	shifting	criminal
a	shoot	out
a	shooting	happening
a	shooting	more
a	short	carceral
a	short	period
a	short	time
a	shortage	of
a	sideshow	it
a	sign	of
a	significant	amount
a	significant	body
a	significant	change
a	significant	class
a	significant	decrease
a	significant	drop
a	significant	group
a	significant	if
a	significant	motivating
a	significant	number
a	significant	portion
a	significant	risk
a	significant	sense
a	similar	diversion
a	similar	experiment
a	similar	metaphor
a	similar	plan
a	similar	problem
a	similar	program
a	similar	set
a	similar	software
a	similar	way
a	simple	predictive
a	simplified	medical
a	sincere	balance
a	single	abstract
a	single	best
a	single	charge
a	single	consensual
a	single	courtroom
a	single	criminal
a	single	factor
a	single	mathematical
a	single	precinct
a	singular	example
a	singular	material
a	sledgehammer	within
a	slight	uptick
a	small	but
a	small	fraction
a	small	geographic
a	small	minority
a	small	number
a	smart	phone
a	smart	way
a	smarter	and
a	smarter	criminal
a	snow	framing
a	social	fabric
a	social	worker
a	socially	acceptable
a	socially	disorganized
a	socially	preferred
a	sociologically	and
a	software	company
a	software	prediction
a	solely	deterrence
a	solid	history
a	solution	along
a	solution	to
a	sophisticated	crime
a	sought	after
a	sources	of
a	space	for
a	special	familiarity
a	special	police
a	specialized	courts
a	specialized	criminal
a	specialized	diversionary
a	specialized	judicial
a	specialized	order
a	specialized	therapeutic
a	specially	convened
a	specific	area
a	specific	city
a	specific	individual
a	specific	location
a	specific	offense
a	specific	period
a	specific	person
a	specific	prediction
a	specific	subset
a	specific	time
a	specified	place
a	speculative	concern
a	spiral	of
a	spokesman	for
a	spokesperson	for
a	spouse	who
a	sq	mile
a	squad	car
a	square	mile
a	standard	quality
a	startling	effect
a	state	and
a	statistical	likelihood
a	statistical	probability
a	statistically	high
a	statistically	significant
a	status	quo
a	statutory	framework
a	step	by
a	stern	warning
a	still	undisclosed
a	stop	based
a	stop	however
a	stop	in
a	stop	lawrence
a	stop	n
a	stop	police
a	stop	than
a	stop	the
a	strategic	undertaking
a	strategy	to
a	straus	social
a	street	fellowship
a	streetwalking	epidemic
a	strong	incentive
a	strong	reliable
a	stronger	case
a	study	comparing
a	study	conducted
a	study	of
a	study	six
a	subscription	program
a	subsequent	crime
a	subsequent	theft
a	substantial	danger
a	substantial	number
a	substantial	rehabilitative
a	substantially	smaller
a	success	in
a	successive	burglary
a	suitable	target
a	sunday	load
a	super	laboratories
a	supervision	effect
a	support	group
a	suppression	hearing
a	supreme	court
a	suspect	based
a	suspect	matched
a	suspect	n
a	suspect	near
a	suspect	people
a	suspect	turns
a	suspect	without
a	suspect	yale
a	suspected	burglar
a	suspicion	that
a	suspicious	activity
a	sustained	period
a	symposium	on
a	symptom	of
a	system	based
a	system	of
a	system	that
a	system	they
a	tale	of
a	target	and
a	targeted	block
a	taser	and
a	team	of
a	technical	violation
a	telephone	booth
a	temporal	aspect
a	temporal	element
a	temporarily	elevated
a	temporary	elevation
a	tension	with
a	term	that
a	terrain	but
a	terry	analysis
a	terry	stop
a	test	case
a	test	of
a	test	using
a	the	commonwealth
a	the	department
a	the	limits
a	theatre	where
a	theoretical	and
a	theoretical	framework
a	theory	based
a	theory	of
a	theory	to
a	therapeutic	approach
a	therapeutic	cast
a	therapeutic	court
a	therapeutic	drug
a	therapeutic	force
a	therapeutic	judicial
a	therapeutic	jurisprudence
a	therapeutic	jurisprudential
a	therapeutic	justificatory
a	therapeutic	key
a	therapeutic	manner
a	therapeutic	methodology
a	therapeutic	model
a	therapeutic	or
a	therapeutic	process
a	therapeutic	response
a	therapeutic	specialized
a	third	model
a	three	day
a	three	fold
a	three	year
a	time	n
a	time	of
a	timeline	as
a	timely	enough
a	times	aug
a	times	jan
a	times	nov
a	tip	a
a	tip	about
a	tip	be
a	tip	could
a	tip	has
a	tip	is
a	tip	predictive
a	tip	requires
a	tip	the
a	tips	predicting
a	to	author
a	to	reflect
a	tool	that
a	tool	used
a	top	british
a	total	of
a	total	savings
a	totality	of
a	tough	and
a	traditional	approaches
a	traditional	enforcement
a	traditional	system
a	train	from
a	trained	marksman
a	treatment	context
a	treatment	outlet
a	trend	given
a	trial	court
a	trial	date
a	troubled	veteran
a	troubling	lack
a	true	gold
a	twelve	percent
a	twenty	eight
a	two	day
a	two	decade
a	type	of
a	typical	suspect
a	typology	and
a	ucla	anthropologist
a	understanding	the
a	unique	clinically
a	usc	department
a	useful	high
a	useful	treatment
a	valid	alarm
a	valid	prediction
a	valuable	tool
a	value	signifying
a	variable	from
a	variety	of
a	varying	period
a	vast	array
a	vehicle	for
a	venue	for
a	verbal	short
a	very	good
a	very	high
a	very	large
a	very	limited
a	very	significant
a	veteran	of
a	veterans	court
a	veterans	or
a	viable	alternative
a	vice	president
a	victim	again
a	visible	presence
a	vital	societal
a	volunteer	position
a	waistband	might
a	warden	you
a	warm	welcome
a	warrant	requirement
a	washington	post
a	waste	of
a	wasteful	exercise
a	wave	of
a	way	of
a	way	out
a	way	that
a	way	to
a	weak	unreliable
a	weakened	reasonable
a	weakening	in
a	weapon	with
a	week	later
a	week	to
a	week	until
a	week	working
a	well	developed
a	well	functioning
a	welshman	with
a	westlaw	search
a	while	the
a	white	and
a	white	opaque
a	wide	range
a	widely	decried
a	widely	endorsed
a	widening	net
a	window	is
a	window	the
a	work	in
a	work	release
a	working	definition
a	working	institutional
a	worldwide	movement
a	written	order
a	year	behind
a	year	earlier
a	year	ninety
a	year	old
a	year	period
a	young	black
a	young	man
a	zone	that
aa	n	m
ab	e	cc
aba	j	nov
aba	journal	dec
abajournal	com	mobile
abandon	it	unless
abandon	their	traditional
abandoned	cars	junk
abandoned	its	drug
abandoned	manufacturing	plant
abandoned	n	probabilities
abandoned	the	individualized
abandoned	too	on
abandoning	imprisonment	as
abandonment	graffiti	litter
abandonment	of	specialized
abandonment	or	marked
abatement	and	forfeiture
abatement	laws	allow
abbe	smith	carol
abc	com	news
abc	jan	pm
abc	news	sept
abclocal	go	com
abdi	soltani	exec
abiding	behavior	n
abiding	behavior	overall
abiding	citizens	alike
abiding	citizens	that
abiding	citizens	themselves
abiding	citizens	withdraw
abiding	community	stakeholders
abiding	livelihoods	the
abiding	lives	n
abiding	men	were
abiding	norms	in
abiding	stakeholders	in
abiding	turn	instead
ability	for	the
ability	of	courts
ability	of	defendants
ability	of	such
ability	to	begin
ability	to	continue
ability	to	identify
ability	to	predict
ability	to	use
able	to	address
able	to	administer
able	to	arrest
able	to	articulate
able	to	be
able	to	break
able	to	capitalize
able	to	challenge
able	to	claim
able	to	compare
able	to	contact
able	to	demonstrate
able	to	develop
able	to	do
able	to	employ
able	to	enact
able	to	focus
able	to	garner
able	to	help
able	to	identify
able	to	immediately
able	to	justify
able	to	make
able	to	opt
able	to	optimise
able	to	participate
able	to	pay
able	to	pinpoint
able	to	point
able	to	predict
able	to	prevent
able	to	process
able	to	prove
able	to	reach
able	to	reduce
able	to	rely
able	to	state
able	to	support
able	to	sustain
abo	wrj	story
abolition	for	mathiesen
abortion	and	what
abortion	increased	police
abound	in	under
about	a	certain
about	a	drug
about	a	man
about	a	mile
about	a	particular
about	a	single
about	a	specific
about	a	type
about	a	week
about	all	you
about	an	area
about	an	environmental
about	an	ongoing
about	an	ounce
about	an	unusual
about	and	approaching
about	any	extensive
about	big	brother
about	but	there
about	centralizing	a
about	coercion	because
about	consolidation	flint
about	constitutional	equities
about	crime	hotspots
about	criminal	law
about	deserts	no
about	drug	houses
about	each	crime
about	eight	years
about	evidence	based
about	expanding	the
about	fighting	crime
about	follow	timesofoman
about	for	instance
about	four	million
