	of
a	forum
a	foundational
a	fourteen
a	fourth
a	frame
a	framework
a	framing
a	ft
a	full
a	function
a	further
a	furtive
a	future
a	garden
a	general
a	generalized
a	generic
a	geographic
a	gis
a	given
a	glance
a	glass
a	goal
a	good
a	government
a	grain
a	grant
a	grave
a	great
a	greater
a	greenfeld
a	grid
a	grocery
a	ground
a	group
a	growing
a	guardian
a	guilty
a	gun
a	guy
a	half
a	hammer
a	hand
a	handful
a	harris
a	healing
a	heartbeat
a	heightened
a	hi
a	high
a	higher
a	highly
a	hip
a	history
a	hodgepodge
a	hoffman
a	home
a	homeless
a	horrible
a	hot
a	house
a	http
a	huge
a	human
a	humiliating
a	hunch
a	increase
a	j
a	jail
a	job
a	judge
a	judgment
a	judicial
a	judicially
a	jurisdiction
a	justifiable
a	kantian
a	key
a	kind
a	known
a	lack
a	lapd
a	large
a	largely
a	larger
a	last
a	late
a	law
a	leader
a	legal
a	legalist
a	legitimate
a	length
a	lengthier
a	less
a	lesser
a	letter
a	lexisnexis
a	licence
a	lien
a	life
a	light
a	likelihood
a	likely
a	limitation
a	limited
a	limiting
a	link
a	list
a	literacy
a	ll
a	loan
a	local
a	locality
a	location
a	logistical
a	long
a	longbow
a	longitudinal
a	los
a	loss
a	lot
a	low
a	lower
a	loyola
a	m
a	macro
a	magic
a	magistrate
a	majority
a	makes
a	malleable
a	man
a	manifestation
a	manner
a	map
a	matched
a	math
a	mathematical
a	matrix
a	matter
a	maximum
a	mayor
a	meaningful
a	means
a	mediating
a	meeting
a	member
a	menacing
a	mental
a	mere
a	micro
a	microphone
a	mike
a	mile
a	million
a	minimum
a	minute
a	misdemeanor
a	missed
a	mistake
a	mixture
a	mobile
a	model
a	moderate
a	modified
a	moneyed
a	month
a	moralistic
a	morally
a	more
a	motion
a	motivated
a	move
a	much
a	multi
a	multilevel
a	multivariate
a	municipal
a	mutual
a	n
a	nail
a	narcotic
a	narcotics
a	narrow
a	narrowly
a	national
a	natural
a	near
a	need
a	neighborhood
a	neighboring
a	neighbourhood
a	neo
a	net
a	neutral
a	never
a	new
a	newark
a	newer
a	news
a	nexus
a	noisy
a	non
a	normal
a	normative
a	notable
a	notorious
a	number
a	numerical
a	one
a	onesize
a	p
a	packet
a	paid
a	paradigm
a	parallel
a	park
a	parked
a	parking
a	part
a	partial
a	participant
a	particular
a	particularized
a	particularly
a	past
a	patrol
a	pattern
a	pay
a	payday
a	peculiar
a	penalty
a	per
a	percent
a	perception
a	perfect
a	period
a	permanent
a	persistent
a	person
a	perspective
a	pervasive
a	philip
a	philosophy
a	pilot
a	pioneering
a	place
a	plaid
a	plastic
a	plea
a	plus
a	police
a	policy
a	politicization
a	pool
a	poorly
a	popular
a	population
a	position
a	positive
a	possibly
a	post
a	potential
a	potentially
a	power
a	powerful
a	practical
a	practice
a	pre
a	precursory
a	predecessor
a	predetermined
a	predicted
a	prediction
a	predictive
a	preferable
a	preferred
a	prentky
a	presumed
a	pretrial
a	previously
a	primary
a	prison
a	proactive
a	probability
a	probation
a	probationary
a	problem
a	proceduralist
a	process
a	product
a	profile
a	profiled
a	profound
a	profusion
a	program
a	programme
a	proliferation
a	property
a	proponent
a	proposal
a	proposed
a	prosecutor
a	prosecutorial
a	provocative
a	proxy
a	psychiatric
a	psychotic
a	public
a	punch
a	punitive
a	pure
a	purely
a	quantitative
a	quantity
a	quantum
a	quarter
a	quasi
a	quick
a	quiet
a	r
a	radical
a	ram
a	random
a	randomised
a	range
a	rash
a	rate
a	rational
a	reactive
a	real
a	reality
a	reallocation
a	rear
a	reasonable
a	reasonableness
a	recently
a	recession
a	recidivism
a	reconsideration
a	record
a	recovery
a	reduction
a	refiguring
a	regime
a	regional
a	regular
a	rehabilitation
a	rehabilitative
a	related
a	relative
a	relatively
a	relevant
a	reliable
a	reliance
a	repackaging
a	repeat
a	replication
a	report
a	research
a	residential
a	resource
a	response
a	result
a	resume
a	retained
a	retributive
a	retrospective
a	review
a	revised
a	revisionist
a	revocation
a	revolution
a	revolutionary
a	reward
a	rich
a	risk
a	robbery
a	robust
a	role
a	room
a	rose
a	routine
a	row
a	rule
a	s
a	safe
a	sampling
a	sanction
a	santa
a	satisfactory
a	scalable
a	scenario
a	schon
a	scientific
a	screening
a	screwdriver
a	search
a	searchable
a	second
a	section
a	seductive
a	see
a	seemingly
a	seizure
a	self
a	seminal
a	seminar
a	sense
a	sentence
a	separate
a	series
a	serious
a	set
a	settlement
a	sex
a	shared
a	sheriff
a	shift
a	shifting
a	shoot
a	shooting
a	short
a	shortage
a	sideshow
a	sign
a	significant
a	similar
a	simple
a	simplified
a	sincere
a	single
a	singular
a	sledgehammer
a	slight
a	small
a	smart
a	smarter
a	snow
a	social
a	socially
a	sociologically
a	software
a	solely
a	solid
a	solution
a	sophisticated
a	sought
a	sources
a	space
a	special
a	specialized
a	specially
a	specific
a	specified
a	speculative
a	spiral
a	spokesman
a	spokesperson
a	spouse
a	sq
a	squad
a	square
a	standard
a	startling
a	state
a	statistical
a	statistically
a	status
a	statutory
a	step
a	stern
a	still
a	stop
a	strategic
a	strategy
a	straus
a	street
a	streetwalking
a	strong
a	stronger
a	study
a	subscription
a	subsequent
a	substantial
a	substantially
a	success
a	successive
a	suitable
a	sunday
a	super
a	supervision
a	support
a	suppression
a	supreme
a	suspect
a	suspected
a	suspicion
a	suspicious
a	sustained
a	symposium
a	symptom
a	system
a	tale
a	target
a	targeted
a	taser
a	team
a	technical
a	telephone
a	temporal
a	temporarily
a	temporary
a	tension
a	term
a	terrain
a	terry
a	test
a	the
a	theatre
a	theoretical
a	theory
a	therapeutic
a	third
a	three
a	time
a	timeline
a	timely
a	times
a	tip
a	tips
a	to
a	tool
a	top
a	total
a	totality
a	tough
a	traditional
a	train
a	trained
a	treatment
a	trend
a	trial
a	troubled
a	troubling
a	true
a	twelve
a	twenty
a	two
a	type
a	typical
a	typology
a	ucla
a	understanding
a	unique
a	usc
a	useful
a	valid
a	valuable
a	value
a	variable
a	variety
a	varying
a	vast
a	vehicle
a	venue
a	verbal
a	very
a	veteran
a	veterans
a	viable
a	vice
a	victim
a	visible
a	vital
a	volunteer
a	waistband
a	warden
a	warm
a	warrant
a	washington
a	waste
a	wasteful
a	wave
a	way
a	weak
a	weakened
a	weakening
a	weapon
a	week
a	well
a	welshman
a	westlaw
a	while
a	white
a	wide
a	widely
a	widening
a	window
a	work
a	working
a	worldwide
a	written
a	year
a	young
a	zone
aa	n
ab	e
aba	j
aba	journal
abajournal	com
abandon	it
abandon	their
abandoned	cars
abandoned	its
abandoned	manufacturing
abandoned	n
abandoned	the
abandoned	too
abandoning	imprisonment
abandonment	graffiti
abandonment	of
abandonment	or
abatement	and
abatement	laws
abbe	smith
abc	com
abc	jan
abc	news
abclocal	go
abdi	soltani
abiding	behavior
abiding	citizens
abiding	community
abiding	livelihoods
abiding	lives
abiding	men
abiding	norms
abiding	stakeholders
abiding	turn
ability	for
ability	of
ability	to
able	to
abo	wrj
abolition	for
abortion	and
abortion	increased
abound	in
about	a
about	all
about	an
about	and
about	any
about	big
about	but
about	centralizing
about	coercion
about	consolidation
about	constitutional
about	crime
about	criminal
about	deserts
about	drug
about	each
about	eight
about	evidence
about	expanding
about	fighting
about	follow
about	for
about	four
about	fourth
about	half
about	having
about	health
about	hours
about	how
about	human
about	if
about	in
about	individuals
about	internal
about	it
about	load
about	million
about	mr
about	nearby
about	noncompliance
about	noon
about	of
about	open
about	paroled
about	particular
about	patrol
about	percent
about	place
about	pleading
about	predictive
about	probabilities
about	procedural
about	public
about	punishment
about	running
about	safety
about	sentencing
about	six
about	square
about	substantial
about	systemic
about	that
about	the
about	their
about	these
about	thirty
about	this
about	to
about	understanding
about	us
about	waiting
about	when
about	whether
about	which
about	why
above	all
above	changes
above	even
above	examples
above	have
above	in
above	saves
above	several
above	summary
above	that
above	the
above	with
abraham	s
abram	chayes
abrams	congress
abroad	see
abrupt	turn
absence	of
absence	or
absent	a
absent	broader
absent	or
absent	widely
absolute	bar
absolutely	necessary
absolutely	pervasive
abstract	as
abstract	id
abstract	of
abstract	question
abstract	reasoning
abstract	the
abuse	advisor
abuse	and
abuse	chi
abuse	html
abuse	in
abuse	programmers
abuse	programscriminal
abuse	so
abuse	the
abuse	treatment
abuse	what
abuser	lives
abusers	back
abusers	enter
abusers	who
abusive	relationships
ac	criminal
ac	police
ac	targeted
ac	the
ac	x
acad	pol
acad	sci
academia	he
academic	affairs
academic	and
academic	debate
academic	literature
academic	matter
academic	scholars
academic	tradition
academics	are
academics	he
academics	n
academics	trained
academies	brook
acc	no
accents	legal
accept	individuals
accept	the
accept	these
acceptable	adult
acceptable	manner
acceptable	with
acceptance	of
accepted	by
accepted	factor
accepted	for
accepted	only
accepted	practices
accepted	the
accepting	drug
accepts	that
access	and
access	at
access	into
access	or
access	the
access	to
accessed	by
accessed	online
accessibility	and
accessibility	attractive
accessible	public
accessible	to
accidents	illegal
accidents	in
accidents	or
accommodate	concerns
accommodate	it
accommodate	the
accommodating	the
accompanied	by
accompanies	the
accompanying	note
accompanying	notes
accompanying	text
accompanying	these
accomplish	certain
accomplish	significant
accomplishing	some
accomplishments	and
accord	pitcher
accord	united
accord	with
according	to
accordingly	n
accordingly	police
accordingly	there
accordingly	to
accordingly	we
accords	with
account	for
account	of
account	or
account	these
account	to
account	when
accountability	a
accountability	am
accountability	and
accountability	consensus
accountability	for
accountability	of
accountable	if
accountable	in
accounted	for
accounting	firms
accounting	in
accounts	for
accounts	of
accumulated	research
accuracy	admissibility
accuracy	and
accuracy	is
accuracy	n
accuracy	of
accuracy	or
accuracy	part
accuracy	the
accuracy	to
accuracy	where
accurate	and
accurate	any
accurate	crime
accurate	enough
accurate	however
accurate	is
accurate	prediction
accurate	predictions
accurate	reporting
accurate	than
accurate	the
accurate	this
accurately	addresses
accurately	collects
accurately	forecast
accurately	in
accurately	predicted
accurately	problem
accused	addicted
accused	and
accused	are
accused	for
accused	minor
accused	n
accused	of
accused	offenders
accused	or
accused	person
accused	persons
accuser	alike
accustomed	in
accustomed	n
accustomed	to
achievable	goals
achievable	through
achieve	a
achieve	largely
achieve	none
achieve	order
achieve	other
achieve	outcomes
achieve	rehabilitation
achieve	sobriety
achieve	some
achieve	the
achieve	their
achieve	these
achieved	a
achieved	either
achieved	outside
achievement	of
achievements	and
achievements	the
achieving	other
achieving	social
achieving	the
achieving	these
ackerman	easha
acknowledge	that
acknowledge	though
acknowledged	as
acknowledged	but
acknowledged	in
acknowledged	that
acknowledged	the
acknowledged	while
acknowledging	that
aclu	of
aclunc	org
acosta	police
acoustic	separation
acquaintance	and
acquiesce	in
acquire	technology
acquired	contagious
acquired	in
acquires	knowledge
acquiring	expertise
acquisitive	crimes
acquittals	but
across	a
across	all
across	america
across	an
across	brooklyn
across	different
across	each
across	los
across	potential
across	such
across	the
act	as
act	by
act	in
act	mercifully
act	of
act	out
act	permitting
act	predpol
act	programs
act	provides
act	to
act	which
acted	in
acted	justifiably
acted	on
acting	as
acting	in
acting	like
action	and
action	by
action	furtive
action	grids
action	in
action	n
action	taken
action	that
action	w
action	will
actionable	information
actionable	intelligence
actions	a
actions	are
actions	as
actions	correspond
actions	is
actions	like
actions	n
actions	observed
actions	occur
actions	of
actions	or
actions	to
actions	yet
activated	it
active	and
active	engagement
active	investigative
active	micro
active	role
actively	committing
actively	contesting
actively	engaged
actively	enlists
actively	in
activism	that
activities	a
activities	and
activities	as
activities	based
activities	coupled
activities	for
activities	generally
activities	in
activities	including
activities	is
activities	it
activities	must
activities	n
activities	of
activities	several
activities	take
activities	the
activities	theory
activities	to
activities	would
activity	a
activity	alteration
activity	and
activity	appears
activity	approach
activity	are
activity	as
activity	at
activity	before
activity	beyond
activity	can
activity	did
activity	exists
activity	following
activity	from
activity	in
activity	is
activity	it
activity	iv
activity	known
activity	may
activity	model
activity	n
activity	near
activity	occurs
activity	of
activity	officer
activity	or
activity	perhaps
activity	place
activity	simply
activity	such
activity	taking
activity	the
activity	theory
activity	this
activity	to
activity	traffic
activity	united
activity	unrelated
activity	warranting
activity	was
activity	while
activity	will
activity	would
actor	is
actor	may
actors	and
actors	forge
actors	frequently
actors	in
actors	on
actors	outside
actors	particularly
actors	police
actors	regarding
actors	should
actors	they
acts	and
acts	are
acts	as
acts	because
acts	in
acts	may
acts	n
acts	or
acts	see
acts	since
acts	stem
actual	corroborative
actual	democratic
actual	observation
actual	ongoing
actual	outcomes
actual	therapeutic
actually	able
actually	be
actually	been
actually	catch
actually	establishes
actually	happened
actually	improve
actually	lead
actually	make
actually	need
actually	occurring
actually	portend
actually	promote
actually	provide
actually	reduced
actually	reduces
actually	result
actually	solve
actually	stop
actually	undermine
actually	weaken
actuarial	data
actuarial	method
actuarial	models
actuarial	risk
acute	because
acute	sense
ad	hoc
adam	kolber
adams	reports
adams	section
adams	supra
adams	the
adams	v
adapt	a
adapt	predictive
adapt	the
adapt	their
adapt	to
adaptable	term
adapting	a
adapting	an
adapts	and
add	additional
add	another
add	any
add	new
add	predictive
add	some
add	to
added	n
added	while
addict	has
addict	mandated
addicted	ex
addicted	or
addicted	to
addiction	also
addiction	and
addiction	as
addiction	delinquency
addiction	in
addiction	itself
addiction	n
addiction	once
addiction	or
addiction	other
addiction	problems
addiction	to
addictions	through
addicts	the
addicts	veterans
adding	a
adding	jail
adding	more
adding	that
adding	the
adding	to
adding	uncertainty
addition	because
addition	characteristics
addition	cities
addition	constitutional
addition	if
addition	in
addition	it
addition	many
addition	most
addition	one
addition	predictive
addition	programs
addition	some
addition	the
addition	these
addition	this
addition	to
additional	arrests
additional	causes
additional	expertise
additional	factor
additional	layer
additional	measures
additional	patrol
additional	players
additional	potential
additional	predictions
additional	primary
additional	resources
additional	revenue
additional	risk
additional	robberies
additional	safety
additional	similar
additional	six
additional	student
additional	substantial
additional	support
additional	tasks
additional	therapeutic
additional	unexpected
additional	weight
additionally	because
additionally	in
additionally	it
additionally	reliance
additionally	the
additionally	through
address	a
address	accused
address	adequately
address	and
address	anticipated
address	are
address	at
address	because
address	budget
address	certain
address	complex
address	crime
address	disorder
address	housing
address	immediately
address	individual
address	invariably
address	it
address	more
address	n
address	on
address	other
address	problems
address	relatively
address	relevant
address	residents
address	sex
address	significant
address	social
address	socially
address	such
address	that
address	the
address	their
address	these
address	this
address	to
address	treatment
address	what
address	without
addressed	above
addressed	as
addressed	below
addressed	both
addressed	by
addressed	contributes
addressed	explicitly
addressed	his
addressed	in
addressed	informant
addressed	n
addressed	outside
addressed	the
addressed	while
addresses	and
addresses	but
addresses	concerns
addresses	of
addresses	one
addresses	some
addresses	the
addressing	disorder
addressing	drug
addressing	holistically
addressing	mentally
addressing	more
addressing	petty
addressing	psychosocial
addressing	rarer
addressing	socially
addressing	the
addressing	them
addressing	these
addressing	what
adds	a
adept	with
adequate	deterrence
adequate	provision
adequate	public
adequately	assess
adequately	control
adequately	the
adhere	in
adherence	n
adherence	to
adherents	in
adheres	to
adjacent	to
adju	di
adjudged	mentally
adjudicate	disengagement
adjudicate	motions
adjudication	and
adjudication	are
adjudication	but
adjudication	defendants
adjudication	of
adjudication	pass
adjudication	seattle
adjudication	second
adjudication	society
adjudication	to
adjudicative	neutrality
adjunct	to
adjust	enforcement
adjust	to
adjusted	its
adjusting	to
adjustments	in
adm	rs
administer	criminal
administer	the
administer	their
administer	therapy
administered	by
administered	criminal
administered	intermediate
administered	iv
administered	more
administered	n
administered	surveillance
administering	criminal
administering	specialized
administering	therapeutic
administration	a
administration	abroad
administration	across
administration	adriaan
administration	aims
administration	all
administration	and
administration	are
administration	at
administration	because
administration	by
administration	certain
administration	considered
administration	control
administration	during
administration	entail
administration	eric
administration	exacerbating
administration	expanding
administration	for
administration	from
administration	has
administration	have
administration	in
administration	is
administration	it
administration	judges
administration	may
administration	more
administration	n
administration	of
administration	offers
administration	operates
administration	revitalizes
administration	roughly
administration	s
administration	such
administration	that
administration	the
administration	these
administration	they
administration	through
administration	thus
administration	to
administration	underscores
administration	while
administration	will
administration	within
administrative	actors
administrative	alternatives
administrative	approach
administrative	arrangement
administrative	components
administrative	context
administrative	costs
administrative	fixture
administrative	institutions
administrative	systems
administrator	of
administrator	the
administrators	about
administrators	advocate
administrators	and
administrators	id
administrators	judges
administrators	of
administrators	to
admirably	the
admissibility	and
admission	and
admission	to
admissions	reduced
admit	defendants
admitted	given
admitted	to
admittedly	however
admittedly	small
ado	she
adolescence	n
adolescence	that
adopt	a
adopt	and
adopt	broken
adopt	evidence
adopt	neo
adopt	sentencing
adopt	similar
adopt	some
adopt	store
adopt	the
adopt	to
adopted	a
adopted	especially
adopted	july
adopted	order
adopted	specialty
adopted	such
adopted	these
adopted	this
adopted	to
adopters	of
adopters	or
adopting	a
adopting	any
adopting	environmental
adopting	evidence
adopting	jurisdictions
adopting	or
adopting	order
adopting	predictive
adopting	software
adopting	some
adopting	the
adopting	these
adoption	by
adoption	of
adopts	a
adopts	precisely
adopts	predictive
adriaan	lanni
adult	drug
adult	specialized
adult	who
adults	in
advance	individual
advance	n
advance	order
advance	the
advanced	a
advanced	analysis
advanced	analytical
advanced	analytics
advanced	marginality
advanced	mathematics
advanced	statistical
advances	and
advances	at
advancing	a
advancing	justice
advantage	of
advantages	as
advantages	of
advantages	to
advent	of
adversarial	advocacy
adversarial	anti
adversarial	criminal
adversarial	model
adversarial	procedures
adversarial	see
adversarial	solutions
adversarial	specialized
adversarialism	and
adversarialism	within
adversaries	working
adverse	consequences
adverse	effects
advertise	their
advice	aiming
advisable	for
advised	to
advisor	sept
advisory	boards
advocacy	alternately
advocacy	because
advocacy	focusing
advocacy	of
advocacy	with
advocate	for
advocate	official
advocated	for
advocates	attempt
advocates	for
advocates	in
advocates	increasingly
advocates	introduce
advocates	probation
advocates	regarding
advocates	run
aerial	drone
aff	d
affairs	and
affairs	hospital
affairs	lo
affairs	programs
affairs	the
affairs	we
affect	constitutional
affect	crime
affect	decisions
affect	its
affect	reasonable
affect	the
affect	their
affected	areas
affected	by
affected	every
affected	local
affected	the
affecting	local
affecting	the
affects	certain
affects	it
affects	that
affects	the
affirmed	an
affirms	human
afflicting	the
affluent	community
afford	adequate
afford	to
affordable	and
affordable	housing
affordable	portia
afoot	even
afoot	however
afoot	in
afoot	is
afoot	n
aforementioned	reforms
aforementioned	shooting
aforementioned	sources
afp	afp
afp	length
african	american
african	americans
after	a
after	about
after	all
after	analyzing
after	decades
after	eighteen
after	exploring
after	facing
after	illinois
after	many
after	mcnally
after	parole
after	peering
after	regional
after	repeated
after	result
after	returning
after	returns
after	ritchie
after	school
after	shocks
after	smiling
after	some
after	that
after	the
after	this
after	turning
after	using
after	victimisation
after	weeks
after	what
after	which
after	witnesses
after	work
aftermath	of
afternoon	in
afternoon	is
afternoon	session
aftershock	theory
aftershocks	and
aftershocks	following
aftershocks	from
aftershocks	of
again	as
again	be
again	burglary
again	citation
again	generally
again	goes
again	id
again	is
again	reveals
again	same
again	the
against	a
against	adopting
against	extrapolating
against	mass
against	rehabilitative
against	repeated
against	sb
against	specialized
against	structural
against	the
against	them
against	this
against	unreasonable
age	at
age	etc
age	of
age	were
agence	france
agencies	about
agencies	and
agencies	around
agencies	available
agencies	but
agencies	for
agencies	from
agencies	got
agencies	have
agencies	id
agencies	in
agencies	involved
agencies	nationwide
agencies	perspectives
agencies	predictive
agencies	publication
agencies	such
agencies	that
agencies	the
agencies	themselves
agencies	to
agencies	treatment
agencies	using
agency	and
agency	decision
agency	focused
agency	gave
agency	in
agency	is
agency	maintain
agency	n
agency	to
agenda	as
agenda	beyond
agenda	by
agenda	emerging
agenda	forward
agenda	generally
agenda	the
agendas	being
agendas	on
agent	don
agent	kempshall
agents	control
agents	did
agents	observed
ages	of
ages	they
aggravate	existing
aggravated	assault
aggravated	if
aggregating	all
aggressive	arrests
aggressive	driving
aggressively	change
ago	as
ago	at
ago	remains
ago	see
ago	when
ago	you
agree	on
agree	that
agree	to
agreed	on
agreed	to
agreed	upon
agreement	about
agreement	accordingly
agreement	among
agreement	n
agreement	on
agreement	that
agreement	u
agrees	or
agudo	comment
aguilar	and
ahead	and
ahead	of
ahead	reentry
ahead	the
aid	for
aid	in
aid	the
aid	to
aides	at
aim	at
aim	in
aim	is
aim	of
aim	on
aim	to
aimed	at
aiming	to
aims	primarily
aims	to
air	drug
airports	train
akin	to
akron	mental
al	a
al	assessing
al	community
al	cracks
al	crime
al	ctr
al	dispensing
al	dissipation
al	does
al	engaging
al	essay
al	forensic
al	from
al	hot
al	jfa
al	judicial
al	khwarizmi
al	making
al	measuring
al	neighborhoods
al	offender
al	paradigmatic
al	police
al	predicting
al	risk
al	rutgers
al	self
al	show
al	space
al	spatial
al	state
al	supra
al	the
al	therapeutic
al	urban
alabama	v
alafair	s
alan	gomez
alan	j
alan	sklansky
alarm	company
alarm	fitted
alarm	include
alarm	n
alarm	whether
alarming	w
alarms	aug
alarms	unless
alaska	california
alaska	l
alaska	s
alb	l
albany	county
albawaba	com
albert	w
alcohol	accidents
alcohol	addiction
alcohol	and
alcohol	are
alcohol	or
alert	police
alert	the
alerted	by
alex	calabrese
alex	murray
alexander	supra
alexander	the
algebra	which
algorithm	analogous
algorithm	and
algorithm	can
algorithm	comparing
algorithm	could
algorithm	crime
algorithm	derives
algorithm	developed
algorithm	ferguson
algorithm	for
algorithm	further
algorithm	is
algorithm	of
algorithm	or
algorithm	predicts
algorithm	presents
algorithm	s
algorithm	seeks
algorithm	that
algorithm	the
algorithm	they
algorithm	to
algorithm	what
algorithm	would
algorithm	you
algorithmic	crimefighting
algorithms	and
algorithms	are
algorithms	as
algorithms	chosen
algorithms	created
algorithms	formulae
algorithms	from
algorithms	n
algorithms	or
algorithms	predictive
algorithms	that
algorithms	to
algorithms	understand
algoritmi	algorithms
align	with
alike	and
alike	have
alike	that
all	a
all	according
all	aforementioned
all	approach
all	are
all	areas
all	aspects
all	automobile
all	but
all	charges
all	citizens
all	collaborated
all	comers
all	crime
all	day
all	defendants
all	dispatched
all	entirely
all	evidence
all	factors
all	factual
all	felony
all	for
all	genuine
all	had
all	i
all	if
all	in
all	incoming
all	independently
all	individuals
all	it
all	jurisdictions
all	law
all	legal
all	likelihood
all	looks
all	map
all	matters
all	n
all	objectively
all	of
all	other
all	parties
all	persons
all	places
all	police
all	possible
all	probabilities
all	re
all	reported
all	retaliatory
all	rights
all	seems
all	shooting
all	shoplifters
all	simply
all	specialized
all	spend
all	started
all	street
all	that
all	the
all	these
all	this
all	though
all	three
all	time
all	times
all	to
all	too
all	types
all	warrant
all	we
all	women
all	you
allacademic	com
allegations	turn
alleged	sex
allegedly	committed
allegra	m
allen	mental
alleys	and
alliance	proposition
allison	klein
allocate	financial
allocate	resources
allocate	their
allocated	and
allocated	to
allocating	criminal
allocating	resources
allocating	to
allocation	and
allocation	of
allocation	strategies
allow	a
allow	drunks
allow	for
allow	generalized
allow	local
allow	nonviolent
allow	officials
allow	police
allow	predictive
allow	some
allow	the
allow	them
allow	these
allowable	n
allowance	must
allowed	nonviolent
allowed	racially
allowed	to
allowing	access
allowing	commanders
allowing	law
allowing	maryland
allowing	memphis
allowing	police
allowing	predictive
allowing	them
allows	based
allows	command
allows	computers
allows	defendants
allows	for
allows	lapd
allows	officials
allows	once
allows	police
allows	the
allows	this
alluding	to
allure	of
allures	that
almost	all
almost	always
almost	any
almost	certainly
almost	everybody
almost	exclusive
almost	half
almost	per
almost	perfect
almost	real
almost	since
alone	a
alone	but
alone	conducting
alone	could
alone	does
alone	establish
alone	in
alone	is
alone	may
alone	n
alone	they
alone	this
alone	were
alone	will
alone	with
alone	would
along	a
along	the
along	these
along	with
alongside	external
alongside	other
alongside	state
alongside	the
alongside	them
aloof	crime
alook	at
already	accepted
already	begun
already	caught
already	dealt
already	has
already	inclined
already	located
already	noted
already	on
already	signed
already	weakened
alschuler	the
also	a
also	able
also	accompanied
also	adams
also	adopted
also	adopting
also	albert
also	allow
also	allows
also	america
also	among
also	an
also	andrew
also	angela
also	anticipated
also	appear
also	attempted
also	be
also	beam
also	because
also	been
also	begins
also	being
also	berman
also	bernard
also	borrows
also	brigitte
also	bring
also	cal
also	candace
also	carol
also	challenges
also	charge
also	cmty
also	coincided
also	communicable
also	communicate
also	conduct
also	courts
also	create
also	credited
also	critical
also	david
also	debi
also	demonstrate
also	devote
also	does
also	donald
also	drug
also	e
also	edward
also	embrace
also	empower
also	examine
also	exist
also	expensive
also	experienced
also	explore
also	extending
also	face
also	followed
also	for
also	forbids
also	fourth
also	franklin
also	function
also	future
also	g
also	glaze
also	goffman
also	going
also	grappling
also	greg
also	has
also	have
also	helping
also	hoffman
also	how
also	id
also	identified
also	illegitimate
also	implemented
also	implicitly
also	important
also	in
also	incur
also	indicate
also	influenced
also	invested
also	is
also	isolate
also	jessica
also	jim
also	joan
also	joel
also	john
also	johnson
also	judging
also	kathleen
also	kayla
also	kirk
also	klingele
also	lawrence
also	led
also	levine
also	listed
also	look
also	looking
also	loosened
also	m
also	mae
also	mark
