	of
americans	receive
americans	were
amicable	relations
among	a
among	agents
among	america
among	american
among	an
among	community
among	growing
among	illinois
among	larger
among	local
among	medium
among	officers
among	police
among	precincts
among	reformers
among	smaller
among	some
among	state
among	the
among	their
amount	of
amounts	of
an	active
an	actuarial
an	acute
an	additional
an	age
an	agenda
an	all
an	alternative
an	american
an	analysis
an	analytic
an	annual
an	approach
an	appropriate
an	area
an	array
an	article
an	assessment
an	earlier
an	effective
an	effectively
an	electrical
an	empirical
an	entire
an	entirely
an	entity
an	environment
an	ethical
an	ethos
an	even
an	examination
an	expanding
an	important
an	impressive
an	improvement
an	in
an	incident
an	increased
an	increasing
an	indicator
an	industry
an	influence
an	innovation
an	innovative
an	insignificant
an	interest
an	interesting
an	internal
an	international
an	intolerance
an	invisible
an	occupation
an	officer
an	ongoing
an	opportunity
an	organization
an	organizational
an	overview
an	percent
an	unsurprising
an	unusual
an	year
analyses	and
analysis	a
analysis	and
analysis	committee
analysis	continuing
analysis	cover
analysis	crime
analysis	data
analysis	for
analysis	in
analysis	including
analysis	into
analysis	is
analysis	new
analysis	of
analysis	some
analysis	suggests
analysis	surveillance
analysis	technologies
analysis	these
analysis	to
analysis	tracked
analysis	washington
analyst	per
analysts	view
analytic	and
analytic	capacity
analytic	reports
analytics	for
analytics	moving
analytics	perlman
analytics	that
analyzing	patterns
ancestors	built
and	a
and	aaron
and	ability
and	abroad
and	absorb
and	abuse
and	abuses
and	abusive
and	acceptance
and	accountability
and	accountants
and	accurate
and	achieved
and	acting
and	active
and	actively
and	activities
and	adaptability
and	add
and	additional
and	adhere
and	administration
and	administrative
and	affirmative
and	agencies
and	agency
and	aggressive
and	also
and	although
and	always
and	amazon
and	ambiguous
and	amelia
and	an
and	analysis
and	another
and	anthony
and	anything
and	appellate
and	appreciation
and	appropriate
and	are
and	arlington
and	arrest
and	arrests
and	as
and	assess
and	assessing
and	assessments
and	association
and	attitudes
and	attributed
and	australia
and	authorities
and	b
and	backup
and	bargaining
and	bayley
and	be
and	beats
and	become
and	being
and	belief
and	beliefs
and	benefits
and	better
and	beyond
and	bezdikian
and	bittner
and	blacks
and	bordua
and	bradley
and	braga
and	bratton
and	brian
and	brown
and	brutality
and	bureaucracy
and	bureaucratization
and	bureaucratized
and	bureaucrats
and	businesses
and	by
and	bynum
and	c
and	call
and	calvin
and	capacities
and	career
and	careful
and	carl
and	cellular
and	census
and	censuses
and	certain
and	challenges
and	change
and	changeability
and	changes
and	charles
and	circumstance
and	citation
and	clandestine
and	claus
and	clifford
and	collaborate
and	colleagues
and	collective
and	colleen
and	college
and	coming
and	commitment
and	communication
and	communications
and	community
and	competing
and	competition
and	complaints
and	complex
and	complexity
and	complicated
and	comprehensively
and	compstat
and	computerized
and	concern
and	conclusions
and	confidential
and	conflict
and	consequential
and	considerable
and	constraints
and	contemporary
and	control
and	controlling
and	convincing
and	coordination
and	corrective
and	counties
and	county
and	court
and	courts
and	craig
and	creatively
and	crime
and	crimes
and	criminal
and	criminology
and	criticism
and	cultural
and	culture
and	cultures
and	customized
and	cynthia
and	dale
and	dangerous
and	data
and	dated
and	david
and	deanna
and	debra
and	decision
and	defensiveness
and	deliberative
and	delinquency
and	delivers
and	dennis
and	depending
and	detect
and	detection
and	develop
and	developing
and	devices
and	directed
and	direction
and	director
and	discussed
and	disincentives
and	disorder
and	disorders
and	dispatching
and	distinct
and	disturbances
and	diverse
and	diversity
and	do
and	documentation
and	dugan
and	early
and	easy
and	eck
and	economies
and	edmund
and	education
and	edward
and	effective
and	effectiveness
and	effort
and	efforts
and	egon
and	elected
and	elinor
and	empirical
and	ending
and	enduring
and	energy
and	enforce
and	enforcing
and	engaging
and	engineer
and	english
and	entrepreneurial
and	equitably
and	ericson
and	error
and	ethics
and	evaluate
and	evaluation
and	even
and	evidence
and	exciting
and	exhortation
and	expectations
and	expensive
and	experimenting
and	extent
and	facilitating
and	fairness
and	falling
and	fear
and	federal
and	females
and	file
and	finally
and	find
and	finding
and	focused
and	follow
and	for
and	forecasting
and	formalization
and	former
and	found
and	francis
and	frank
and	from
and	frost
and	frydl
and	functional
and	functionally
and	fundamental
and	funding
and	general
and	get
and	giblin
and	giroux
and	give
and	goal
and	gordon
and	govern
and	governance
and	greg
and	haberfeld
and	habits
and	haggerty
and	hal
and	hans
and	hartnett
and	has
and	hawkins
and	health
and	hearing
and	hence
and	herbert
and	herzog
and	hickman
and	high
and	hindelang
and	historians
and	historical
and	hoffmaster
and	holbek
and	homeland
and	hostile
and	how
and	hubert
and	huo
and	ianni
and	idit
and	implement
and	implementation
and	implementing
and	implications
and	improve
and	improving
and	in
and	incentive
and	increased
and	increasing
and	industry
and	inefficient
and	influence
and	informal
and	information
and	institutionalization
and	institutionalize
and	institutionalized
and	instruments
and	insurrection
and	intelligence
and	interjurisdictional
and	interpersonal
and	interpretations
and	investigative
and	investing
and	involve
and	isolation
and	israel
and	it
and	its
and	j
and	jack
and	jacob
and	james
and	jeffrey
and	jennifer
and	joel
and	john
and	johnson
and	jones
and	jonny
and	joshua
and	judges
and	judicial
and	just
and	justice
and	kathleen
and	keith
and	kenna
and	kennedy
and	kevin
and	kimberly
and	king
and	knowledge
and	kochel
and	l
and	large
and	larger
and	later
and	latin
and	latino
and	laura
and	law
and	lawrence
and	leaders
and	leadership
and	least
and	led
and	legislative
and	legitimacy
and	less
and	lieutenants
and	limitations
and	line
and	litigation
and	little
and	lived
and	local
and	long
and	longer
and	los
and	lost
and	lovrich
and	low
and	lower
and	lum
and	m
and	macdonald
and	maguire
and	mail
and	major
and	malinowski
and	management
and	manufacturing
and	margaret
and	maria
and	marie
and	mark
and	marked
and	marks
and	martha
and	martial
and	mary
and	mastrofski
and	matthew
and	mccue
and	measurement
and	measuring
and	medium
and	meeting
and	members
and	methods
and	meticulous
and	michael
and	middle
and	miles
and	military
and	ministations
and	mixed
and	moderators
and	modes
and	molly
and	monique
and	monitor
and	moore
and	morality
and	more
and	morgan
and	morris
and	most
and	motivation
and	much
and	mundane
and	murphy
and	nardulli
and	nathan
and	nationalized
and	nevada
and	new
and	newburn
and	neyroud
and	nicholas
and	nicholls
and	norval
and	not
and	observation
and	occupational
and	of
and	officer
and	officers
and	once
and	one
and	only
and	open
and	operate
and	operational
and	operations
and	opportunities
and	order
and	organization
and	organizational
and	organizations
and	ostrom
and	other
and	others
and	outcomes
and	outside
and	over
and	oversight
and	parks
and	passing
and	patrick
and	patrol
and	patterning
and	patterns
and	peers
and	people
and	percent
and	perceptions
and	performance
and	perhaps
and	personal
and	pervasive
and	pervert
and	peter
and	philip
and	place
and	places
and	plate
and	play
and	plotkin
and	police
and	policies
and	policing
and	policy
and	politicians
and	ponder
and	possibly
and	post
and	postcolonial
and	powell
and	powerful
and	practice
and	practices
and	predict
and	predictive
and	preferences
and	preparedness
and	preventive
and	prevents
and	principles
and	priorities
and	private
and	problem
and	procedures
and	processes
and	processing
and	professional
and	professionalism
and	profound
and	programs
and	promote
and	promoting
and	prospects
and	proven
and	public
and	pulling
and	punished
and	punishing
and	punishment
and	quality
and	quantitative
and	quinet
and	r
and	radical
and	rainey
and	ralph
and	rarely
and	rationalizing
and	reactive
and	real
and	reassuring
and	reaves
and	rebecca
and	recommended
and	recovery
and	reduce
and	reform
and	reformed
and	regional
and	reinforce
and	rejected
and	reliability
and	reluctance
and	remote
and	report
and	reporting
and	research
and	researchers
and	respond
and	responsiveness
and	results
and	retain
and	review
and	reviewed
and	reward
and	rewarded
and	rewarding
and	richard
and	ritti
and	robert
and	roger
and	ronald
and	rosenbloom
and	rouse
and	routine
and	rural
and	s
and	satisfaction
and	scholars
and	schulte
and	screen
and	sean
and	search
and	second
and	section
and	security
and	select
and	selected
and	selection
and	sergio
and	service
and	setting
and	sharing
and	shawn
and	shearing
and	sheriffs
and	significant
and	simon
and	skeptical
and	skill
and	slot
and	small
and	smith
and	snipes
and	so
and	social
and	society
and	socioeconomic
and	solve
and	some
and	sometimes
and	sound
and	spatial
and	spatially
and	special
and	specially
and	specific
and	spooks
and	sporadic
and	st
and	starts
and	state
and	stenning
and	stephen
and	steven
and	stimulate
and	strategic
and	strategies
and	street
and	strengthen
and	stronger
and	structural
and	structure
and	structures
and	styles
and	subordinates
and	success
and	successfully
and	suggested
and	supervisors
and	supervisory
and	support
and	surfaced
and	surveillance
and	susan
and	sustain
and	systems
and	tactics
and	tammy
and	target
and	technical
and	technocratic
and	technologies
and	technology
and	territorial
and	terrorism
and	terrorist
and	test
and	tested
and	testing
and	that
and	the
and	their
and	then
and	there
and	these
and	they
and	third
and	this
and	thomas
and	those
and	thrive
and	thus
and	ties
and	tim
and	timothy
and	to
and	tobago
and	trace
and	training
and	transit
and	transparency
and	trends
and	tuch
and	twentieth
and	two
and	uchida
and	ultimately
and	undertaking
and	undesirable
and	unexpected
and	unit
and	units
and	unless
and	unresponsiveness
and	upper
and	urban
and	urbanism
and	use
and	used
and	usefulness
and	users
and	using
and	usually
and	validity
and	value
and	van
and	vary
and	veh
and	vibrant
and	visibility
and	vogel
and	vulnerable
and	wal
and	wallman
and	walter
and	warrantless
and	warren
and	was
and	washington
and	ways
and	weisburd
and	weisheit
and	wells
and	were
and	what
and	when
and	where
and	whether
and	while
and	whitaker
and	white
and	why
and	widespread
and	wilkinson
and	will
and	william
and	with
and	within
and	without
and	witnesses
and	women
and	worden
and	working
and	workmanship
and	would
and	wycoff
and	yuen
anderson	publishing
andy	of
anecdote	to
angeles	have
angeles	police
angeles	predictive
angeles	times
anger	management
angry	people
ann	arbor
ann	community
annals	of
anne	marie
annual	meeting
annual	review
annually	expends
anonymous	and
another	approach
another	concerns
another	in
another	is
another	limitation
another	look
another	pathway
another	perspective
another	related
another	set
another	shortcoming
another	third
another	way
answer	depends
answer	is
answer	the
answer	with
answering	calls
answers	you
anthony	a
anthony	braga
anticipate	and
anticipate	both
anticipate	in
anticipate	reforming
any	change
any	conclusion
any	constituency
any	features
any	greater
any	have
any	inequality
any	more
any	sort
any	tests
any	time
anyone	anywhere
anything	that
anything	the
anywhere	on
apace	as
appeal	the
appear	more
appear	reluctant
appear	to
appeared	almost
appeared	in
appeared	on
appeared	to
appears	especially
appears	not
appears	on
appears	that
appears	to
appellate	court
appellate	courts
appended	to
appetite	for
applicable	legal
application	of
applications	of
applications	the
applications	to
applied	broadly
applied	psychology
applied	to
applies	perhaps
apply	them
apply	those
applying	incentives
applying	them
appointed	police
appointive	nature
appointment	job
appraisal	in
appreciable	change
appreciate	the
appreciate	this
appreciating	how
appreciation	for
apprehension	of
approach	and
approach	at
approach	brodeur
approach	is
approach	may
approach	one
approach	presumably
approach	to
approach	will
approaches	before
approaches	for
approaches	to
appropriate	and
appropriate	time
approval	of
approval	score
approve	at
approving	the
approximately	federal
april	loader
arbor	university
archives	and
archon	accountable
are	a
are	abetted
are	able
are	accomplishing
are	acquired
are	actively
are	actually
are	advanced
are	affected
are	afoot
are	all
are	already
are	also
are	any
are	as
are	assigned
are	at
are	attributable
are	available
are	based
are	becoming
are	being
are	best
are	better
are	big
are	blurred
are	briefly
are	building
are	central
are	challenged
are	changing
are	clear
are	commanded
are	committed
are	compared
are	compatible
are	concerned
are	considering
are	converted
are	coordinated
are	costly
are	customized
are	determined
are	devised
are	diluted
are	distinct
are	distributed
are	distrusted
are	due
are	dynamic
are	each
are	encouraged
are	established
are	expected
are	experiencing
are	exposed
are	few
are	fulfilling
are	general
are	giving
are	grateful
are	growing
are	hampered
are	high
are	highly
are	implemented
are	important
are	in
are	increasingly
are	independent
are	indicators
are	initially
are	insignificant
are	institutionalized
are	intended
are	invested
are	investing
are	joined
are	launching
are	left
are	limited
are	making
are	many
are	measured
are	members
are	mixed
are	mobilized
are	modest
are	more
are	motivated
are	necessarily
are	necessary
are	needed
are	neither
are	not
are	noteworthy
are	now
are	numerous
are	of
are	often
are	one
are	only
are	other
are	partisan
are	patterned
are	police
are	policed
are	possible
are	predicted
are	presumed
are	proportionate
are	quite
are	reactive
are	reasons
are	regarded
are	relevant
are	reluctant
are	renowned
are	rich
are	shaped
are	shared
are	simply
are	small
are	some
are	state
are	still
are	strongly
are	structural
are	structured
are	subject
are	substantial
are	targeted
are	targets
are	that
are	the
are	theories
are	therefore
are	thought
are	three
are	thus
are	to
are	trying
are	turning
are	typically
are	ultimately
are	unable
are	unaware
are	useful
are	using
are	usually
are	very
are	viewed
are	virtually
are	ways
are	what
are	willing
are	working
are	worth
are	yet
are	you
area	and
area	is
area	maguire
area	of
area	parks
area	publius
area	surveillance
area	variation
areas	american
areas	and
areas	as
areas	failed
areas	finds
areas	in
areas	of
areas	or
areas	over
areas	that
areas	thus
areas	to
arena	in
arguably	has
arguably	the
argue	are
argue	that
argued	that
argued	with
argues	against
argues	that
argument	applies
argument	that
arguments	and
arguments	for
arguments	pg
arise	about
arise	in
arises	among
arises	as
arises	from
arising	between
arising	private
arizona	and
arlington	county
armed	and
armies	hospitals
armies	schools
around	the
around	you
arrangement	in
arrangement	works
arrangements	in
arrangements	is
arrangements	such
arrangements	with
array	of
arrest	frequencies
arrest	mastrofski
arrest	rates
arrest	use
arrests	citations
arrests	for
arrests	hence
arrests	predicting
arrests	was
article	by
article	police
article	policing
articulated	the
articulators	of
artifacts	of
arts	mobility
as	a
as	adept
as	agencies
as	algorithmic
as	american
as	an
as	armies
as	arrest
as	best
as	bite
as	bureaucratic
as	central
as	coercion
as	community
as	compelling
as	compstat
as	decentralization
as	different
as	directly
as	dispersing
as	dna
as	do
as	drawing
as	early
as	efficiency
as	enforcing
as	especially
as	essential
as	evidence
as	few
as	fingerprint
as	follows
as	generators
as	good
as	has
as	high
as	highly
as	holding
as	hot
as	icons
as	in
as	increasing
as	ineffective
as	information
as	innovation
as	instruments
as	invalid
as	involving
as	is
as	isolated
as	it
as	its
as	judged
as	largely
as	law
as	lawyers
as	longitudinal
as	major
as	many
as	minor
as	mission
as	models
as	moderate
as	more
as	much
as	mutual
as	nearly
as	north
as	of
as	one
as	ones
as	opposed
as	part
as	patrol
as	police
as	political
as	possible
as	practices
as	professionals
as	prosecutors
as	reasonable
as	reflected
as	safely
as	schools
as	selection
as	significant
as	society
as	soon
as	spurious
as	staffing
as	standard
as	students
as	studies
as	surveillance
as	systems
as	that
as	the
as	their
as	theoretical
as	these
as	they
as	thirteenth
as	this
as	those
as	to
as	traditional
as	undermining
as	using
as	valuable
as	visible
as	we
as	well
as	were
as	whistle
as	women
as	workers
as	yet
ascendancy	in
ascendant	or
ascending	as
ascribed	to
aside	from
aside	what
ask	how
ask	their
ask	what
asked	samples
asks	the
aspect	of
aspects	of
aspects	that
assembly	analysis
assess	and
assess	innovations
assess	police
assess	the
assess	whether
assessed	these
assesses	police
assesses	the
assessing	police
assessing	the
assessment	of
assessments	of
assigned	area
assigned	counterterrorism
assigned	skogan
assigned	to
assigning	personnel
assignment	patterns
assignments	and
assignments	but
assignments	have
assignments	maintaining
assignments	of
assist	them
assistance	for
assistance	force
assistance	fusion
assistance	of
assistance	rendered
assistant	professor
associated	with
associates	major
association	and
association	community
association	controlling
association	gallagher
association	http
association	in
association	is
association	of
association	with
associations	although
associations	and
associations	e
associations	have
associations	in
associations	influence
associations	place
associations	play
associations	remains
associations	that
associations	wishing
assume	several
assumed	by
assuming	that
assurance	of
asymmetry	in
asymmetry	of
at	a
at	all
at	any
at	best
at	certain
at	chicago
at	george
at	hand
at	headquarters
at	its
at	large
at	least
at	monthly
at	more
at	much
at	officers
at	once
at	one
at	remote
at	risk
at	the
at	their
at	universities
at	varieties
at	various
at	work
atmosphere	that
attached	to
attacks	and
attacks	as
attacks	experienced
attacks	following
attacks	holden
attacks	local
attacks	of
attacks	on
attacks	such
attainment	dill
attempt	to
attempted	to
attempting	to
attempts	to
attend	closely
attend	to
attendance	at
attendance	rates
attending	community
attention	bayley
attention	disproportionate
attention	in
attention	is
attention	on
attention	to
attenuation	of
attenuators	of
attitude	responses
attitude	toward
attitudes	behavior
attitudes	beliefs
attitudes	differed
attitudes	most
attitudes	new
attitudes	over
attitudes	toward
attitudes	washington
attorneys	and
attributable	to
attribute	some
attribute	this
attributed	that
attributed	the
au	courant
aug	and
augments	at
august	friday
august	language
august	the
