	of	documents
a	describing	subpoena
a	describing	use
a	describing	visceral
a	description	of
a	descriptive	year
a	design	s
a	designated	distance
a	desirable	plea
a	desire	to
a	desperate	search
a	destabilizing	high
a	detailed	analysis
a	detailed	description
a	detailed	discussion
a	detailed	email
a	detailed	exploration
a	detained	person
a	detecting	the
a	detention	camp
a	determination	based
a	determination	typically
a	deterrence	justification
a	developmental	taxonomy
a	developmentally	appropriate
a	deviant	character
a	device	intended
a	device	on
a	dialogue	with
a	diary	like
a	diary	that
a	difference	and
a	difference	in
a	different	algorithm
a	different	assessment
a	different	combination
a	different	context
a	different	one
a	different	result
a	different	role
a	different	side
a	different	sort
a	different	street
a	different	use
a	different	way
a	difficult	if
a	difficult	task
a	digit	with
a	digital	camera
a	digital	crutch
a	digital	message
a	digital	record
a	digital	state
a	digital	time
a	digital	world
a	direct	link
a	direct	result
a	directive	that
a	dirty	but
a	disciplinarian	many
a	discipline	or
a	disclosure	i
a	discretionary	offense
a	discriminatory	basis
a	discriminatory	fashion
a	discriminatory	hiring
a	discriminatory	purpose
a	discriminatory	result
a	discussion	about
a	discussion	of
a	dismaying	parallel
a	disparate	distribution
a	disparate	impact
a	disparate	racial
a	disparate	treatment
a	disparity	that
a	disproportionate	effect
a	disproportionate	reduction
a	disproportionate	representation
a	disproportionate	share
a	disproportionately	adverse
a	dispute	at
a	dissent	in
a	distance	and
a	distinct	activity
a	distinct	but
a	distinct	cultural
a	distinctive	neural
a	distinctive	peak
a	distinctive	suitcase
a	distinctly	militaristic
a	distinctly	negative
a	distinctly	volumetric
a	distraction	from
a	disturbing	trend
a	diverse	list
a	division	of
a	dna	identification
a	dna	match
a	dna	profile
a	dna	sample
a	doctorate	in
a	document	titled
a	domain	basis
a	domestic	violence
a	dozen	crime
a	dozen	or
a	dozen	predictive
a	dozen	shootouts
a	dozen	times
a	dozen	trips
a	dozen	years
a	drachsler	assessing
a	dramatic	change
a	dramatic	effect
a	dramatic	increase
a	driver	and
a	drone	hovering
a	drone	s
a	drone	warrior
a	drop	in
a	drop	of
a	drug	addict
a	drug	courier
a	drug	dog
a	drug	or
a	drunk	driving
a	dual	systems
a	due	process
a	duffle	bag
a	duty	of
a	dvd	or
a	dystopian	world
a	e	db
a	e	e
a	early	data
a	ef	https
a	eterno	eli
a	event	n
a	f	b
a	f	dc
a	f	e
a	f	story
a	face	to
a	facebook	of
a	facially	race
a	facially	surprising
a	factor	does
a	factor	however
a	factor	if
a	factor	in
a	factor	n
a	factor	of
a	factor	supporting
a	factor	that
a	factor	the
a	factor	then
a	factor	to
a	factory	while
a	fagan	amanda
a	failed	state
a	failure	rate
a	failure	to
a	fair	amount
a	fair	criticism
a	fair	opportunity
a	fair	probability
a	fairly	typical
a	fake	mobile
a	false	binary
a	false	hit
a	false	idea
a	familiar	problem
a	familiar	topic
a	family	in
a	family	of
a	famous	forbes
a	fan	of
a	fantasy	like
a	far	better
a	far	cry
a	far	greater
a	far	more
a	faraday	bag
a	fashion	statement
a	fast	moving
a	fatal	one
a	father	to
a	faulty	algorithm
a	fdd	d
a	fear	that
a	feasible	focus
a	feature	of
a	feature	set
a	federal	civil
a	federal	consent
a	federal	constitutional
a	federal	court
a	federal	database
a	federal	grant
a	federal	judge
a	federal	law
a	federal	lawsuit
a	federal	partner
a	federal	regulatory
a	federal	robotics
a	federal	warrant
a	fee	to
a	feedback	effect
a	feedback	loop
a	feel	for
a	fellow	student
a	felony	charge
a	felony	in
a	felony	not
a	felony	or
a	felony	that
a	fervid	commitment
a	feudal	economy
a	few	data
a	few	decades
a	few	different
a	few	forward
a	few	gang
a	few	has
a	few	highly
a	few	justices
a	few	minor
a	few	minutes
a	few	more
a	few	of
a	few	outlying
a	few	people
a	few	possible
a	few	prosecutors
a	few	provisions
a	few	thus
a	few	times
a	few	useful
a	few	yards
a	few	years
a	fictional	s
a	field	experiment
a	field	if
a	field	study
a	fifteen	year
a	fight	before
a	fight	bruce
a	fight	for
a	file	folder
a	film	crew
a	final	dimension
a	final	point
a	final	result
a	finding	of
a	finding	supported
a	finding	that
a	fine	of
a	finished	computer
a	fire	see
a	firearm	and
a	firearm	at
a	firearm	but
a	firearm	id
a	firearm	or
a	firearm	while
a	fireside	chat
a	first	look
a	first	step
a	fish	jennifer
a	five	city
a	five	year
a	fixed	end
a	fixed	set
a	flash	point
a	flight	down
a	flight	risk
a	flight	to
a	flip	phone
a	fluid	concept
a	flurry	of
a	flynn	and
a	focus	on
a	foothold	in
a	footnote	to
a	for	patrol
a	forbidden	factor
a	force	multiplier
a	forensic	laboratory
a	forensic	tool
a	foreshadowing	of
a	form	a
a	form	and
a	form	if
a	form	of
a	form	which
a	formal	and
a	formal	factor
a	formal	inquiry
a	formal	lawsuit
a	formal	program
a	formal	public
a	formalistic	anticlassification
a	formalistic	checklist
a	formalized	rule
a	formally	specified
a	former	police
a	former	seabed
a	former	television
a	formula	for
a	forty	seven
a	forum	where
a	foundation	of
a	founder	of
a	fourteen	year
a	fourth	amendment
a	fourth	generation
a	fraction	of
a	framework	for
a	framework	to
a	frank	discussion
a	fraught	relationship
a	freedman	david
a	freedom	for
a	fresh	start
a	friedman	why
a	friend	i
a	friend	of
a	friend	who
a	friendly	argument
a	frisk	for
a	frisk	is
a	frisk	may
a	frisk	of
a	frisk	was
a	from	english
a	front	door
a	front	row
a	full	and
a	full	arrest
a	full	blown
a	full	descriptive
a	full	discussion
a	full	exploration
a	full	understanding
a	fully	autonomous
a	fully	realized
a	function	of
a	fundamental	prerequisite
a	fundamental	rethinking
a	fundamentally	different
a	funeral	and
a	fuoco	police
a	further	obstacle
a	furtive	move
a	furtive	movement
a	future	crime
a	future	criminal
a	future	day
a	future	equal
a	future	for
a	future	in
a	future	of
a	future	victim
a	future	where
a	fuzzy	model
a	gang	appear
a	gang	area
a	gang	audit
a	gang	book
a	gang	database
a	gang	databases
a	gang	ended
a	gang	member
a	gang	or
a	gangadharan	virginia
a	gangster	or
a	ganias	and
a	gatehouse	media
a	gauge	shotgun
a	general	breakdown
a	general	emphasis
a	general	exploratory
a	general	intelligence
a	general	investigation
a	general	matter
a	general	perception
a	general	prohibition
a	general	proposition
a	general	rule
a	general	theory
a	general	warrant
a	general	welfare
a	generation	ago
a	generation	later
a	genetic	sample
a	genocidal	maniac
a	genuine	check
a	geographic	range
a	giroux	racial
a	given	and
a	given	as
a	given	call
a	given	case
a	given	context
a	given	department
a	given	good
a	given	instance
a	given	location
a	given	situation
a	given	street
a	given	would
a	glimpse	of
a	global	hawk
a	global	interest
a	globally	networked
a	glock	caliber
a	glorified	vacuum
a	gloved	hand
a	god	s
a	golden	age
a	good	account
a	good	chance
a	good	character
a	good	credit
a	good	deal
a	good	decision
a	good	discussion
a	good	employee
a	good	enough
a	good	example
a	good	look
a	good	proxy
a	good	reason
a	good	sample
a	good	start
a	good	way
a	google	map
a	gordon	a
a	got	altitude
a	government	body
a	government	database
a	government	secretly
a	government	that
a	government	time
a	government	unit
a	governmental	authority
a	governmental	investigative
a	governmental	termination
a	graham	the
a	grand	jury
a	great	commencement
a	great	deal
a	great	example
a	great	idea
a	great	many
a	great	part
a	great	portion
a	great	potential
a	great	relationship
a	greater	capacity
a	greater	claim
a	greater	emphasis
a	greater	interest
a	greater	likelihood
a	greater	or
a	greater	possibility
a	greater	reliance
a	greater	risk
a	greater	seizure
a	greater	showing
a	greater	threat
a	green	alafair
a	green	ellen
a	green	fred
a	green	why
a	greene	zero
a	ground	crew
a	group	juveniles
a	group	of
a	group	targeted
a	group	with
a	growing	armada
a	growing	body
a	growing	chorus
a	growing	dissonance
a	growing	faith
a	growing	index
a	growing	number
a	growing	system
a	growing	trend
a	growth	spurt
a	guest	pays
a	guide	to
a	guideline	n
a	guilty	act
a	gun	and
a	gun	at
a	gun	dropped
a	gun	they
a	gun	to
a	gun	you
a	gunman	a
a	gunman	caught
a	gunman	who
a	gunshot	injury
a	hacker	protagonist
a	hacking	tool
a	half	after
a	half	century
a	half	dozen
a	half	million
a	half	year
a	half	years
a	halo	looking
a	hand	in
a	hand	to
a	handcuffed	suspect
a	handful	of
a	handgun	being
a	hanger	on
a	harder	time
a	harm	even
a	harmon	promoting
a	harris	factors
a	harris	frisking
a	harrowing	portrait
a	harsher	criminal
a	harvard	graduate
a	harvard	trained
a	hastily	organized
a	hate	crime
a	he	could
a	head	in
a	health	practitioner
a	healthcare	facility
a	healthy	debate
a	healthy	distrust
a	healthy	dose
a	healthy	if
a	hearing	to
a	heat	list
a	heated	argument
a	heavier	reliance
a	heavy	coat
a	heavy	police
a	heightened	fear
a	heightened	intent
a	heightened	likelihood
a	heightened	relevance
a	helicopter	was
a	high	caliber
a	high	chance
a	high	correlation
a	high	cost
a	high	crime
a	high	degree
a	high	five
a	high	law
a	high	level
a	high	likelihood
a	high	of
a	high	police
a	high	probability
a	high	propensity
a	high	rate
a	high	risk
a	high	school
a	high	tech
a	high	volume
a	higher	bar
a	higher	chance
a	higher	hit
a	higher	level
a	higher	prediction
a	higher	prevalence
a	higher	rate
a	higher	risk
a	highly	bureaucratic
a	highly	divisive
a	highly	imperfect
a	hiring	decision
a	historic	turning
a	historical	and
a	history	of
a	hit	in
a	hit	is
a	hit	list
a	hit	rate
a	holistic	determination
a	holistic	measure
a	holistic	ranking
a	holloman	professor
a	hollywood	blockbuster
a	home	entered
a	home	in
a	home	loan
a	home	pursuant
a	home	search
a	home	to
a	home	was
a	homicide	at
a	homicide	in
a	homicide	the
a	homicide	victim
a	homicide	without
a	hoodie	pointing
a	hospital	program
a	host	of
a	hostile	enemy
a	hot	list
a	hot	spots
a	hotel	for
a	hotel	guest
a	hotly	contested
a	house	he
a	house	regardless
a	house	with
a	how	much
a	http	clkrep
a	http	www
a	huge	drop
a	huge	fan
a	huge	majority
a	huge	police
a	huge	range
a	huge	volume
a	hum	an
a	human	being
a	human	https
a	human	in
a	human	is
a	human	must
a	human	n
a	human	operator
a	human	rights
a	hunch	and
a	hundred	years
a	hurdle	for
a	hypertext	edition
a	hypothesis	which
a	hypothetical	case
a	hypothetical	example
a	hypothetical	homicide
a	hypothetical	perfect
a	hypothetical	proposed
a	i	load
a	i	s
a	i	section
a	ii	n
a	iii	stating
a	imagine	us
a	increase	from
a	increase	in
a	indicating	that
a	inl	n
a	internal	difficulties
a	is	much
a	j	sept
a	j	waddington
a	jail	cell
a	james	c
a	japanese	literary
a	jewelry	store
a	jim	crow
a	job	as
a	job	housing
a	job	ironically
a	job	opportunity
a	job	predictor
a	job	related
a	job	relatedness
a	job	she
a	johnson	et
a	joint	remedial
a	joint	strike
a	journalist	in
a	journalist	it
a	judge	and
a	judge	appraises
a	judge	did
a	judge	does
a	judge	each
a	judge	gets
a	judge	needs
a	judge	or
a	judge	s
a	judge	that
a	judge	who
a	judge	would
a	judge	wrongly
a	judgment	that
a	judicial	warrant
a	july	afternoon
a	jurisdiction	demonstrated
a	jurisdictional	basis
a	jurisprudence	of
a	jury	by
a	jury	can
a	jury	found
a	jury	if
a	justiciable	controversy
a	justification	for
a	juvenile	arrestee
a	juvenile	avoids
a	juvenile	but
a	juvenile	can
a	juvenile	chooses
a	juvenile	committed
a	juvenile	consents
a	juvenile	court
a	juvenile	is
a	juvenile	may
a	juvenile	more
a	juvenile	offender
a	juvenile	one
a	juvenile	s
a	juvenile	see
a	juvenile	than
a	juvenile	who
a	k	see
a	key	driver
a	key	element
a	key	member
a	key	organizing
a	key	role
a	key	to
a	keynote	address
a	keynote	on
a	kidnapped	child
a	killer	covington
a	killer	encapsulates
a	killer	it
a	kind	of
a	king	air
a	knife	and
a	knife	attack
a	known	crack
a	known	error
a	known	gang
a	known	violent
a	kroll	et
a	l	l
a	labeling	examples
a	laboratory	is
a	laboratory	to
a	laborious	manual
a	laborious	process
a	labyrinthine	building
a	lack	of
a	landlocked	warship
a	laptop	mounted
a	large	and
a	large	enough
a	large	increase
a	large	knife
a	large	majority
a	large	midwestern
a	large	number
a	large	part
a	large	pool
a	large	prolonged
a	large	set
a	largely	african
a	larger	architecture
a	larger	community
a	larger	effort
a	larger	regional
a	larger	sample
a	larger	scale
a	larger	slice
a	larger	society
a	laser	focus
a	laser	propelled
a	last	resort
a	later	search
a	later	spike
a	later	suppression
a	later	use
a	law	allowing
a	law	codifying
a	law	degree
a	law	enforcement
a	law	going
a	law	professor
a	law	upon
a	lawful	one
a	lawsuit	filed
a	lawsuit	in
a	lawton	could
a	lead	etc
a	leading	gang
a	legal	category
a	legal	classificatory
a	legal	context
a	legal	harm
a	legal	perspective
a	legal	policy
a	legal	term
a	legislative	matter
a	legislative	or
a	legislature	could
a	legislature	should
a	legitimate	assessment
a	legitimate	concern
a	legitimate	factor
a	legitimate	government
a	legitimate	metric
a	legitimate	non
a	legitimate	nondiscriminatory
a	length	words
a	leslie	a
a	less	discriminatory
a	less	granular
a	less	stringent
a	lesser	invasion
a	letter	from
a	letter	to
a	level	of
a	level	that
a	lexisnexis	n
a	liability	by
a	liberal	interpretation
a	liberty	interest
a	license	plate
a	lid	on
a	life	long
a	life	without
a	lifestyle	of
a	lifetime	dna
a	lifetime	record
a	light	bulb
a	light	year
a	lighter	burden
a	likelihood	but
a	likelihood	how
a	likelihood	that
a	limbo	for
a	limitation	on
a	limited	amount
a	limited	duration
a	limited	number
a	limited	question
a	limiting	what
a	limp	the
a	line	in
a	line	of
a	link	between
a	link	to
a	liquor	store
a	list	but
a	list	of
a	literary	helicopter
a	litigator	being
a	litigator	makes
a	little	better
a	little	bit
a	little	freaked
a	little	less
a	little	more
a	little	nervous
a	little	scientific
a	little	suspicious
a	little	that
a	little	walt
a	little	war
a	living	educate
a	living	said
a	living	thing
a	living	wage
a	ll	those
a	loaded	millimeter
a	local	fraternity
a	local	precinct
a	location	associated
a	location	is
a	location	looking
a	location	or
a	location	where
a	logan	andrew
a	logan	policing
a	logical	impossibility
a	london	street
a	lone	attacker
a	lone	online
a	long	accepted
a	long	and
a	long	day
a	long	established
a	long	history
a	long	list
a	long	period
a	long	rap
a	long	standing
a	long	time
a	long	way
a	longer	sentence
a	longer	term
a	longitudinal	analysis
a	longitudinal	test
a	longstanding	problem
a	longstanding	source
a	look	at
a	look	inside
a	looming	existential
a	looming	mass
a	loss	to
a	lot	because
a	lot	better
a	lot	fewer
a	lot	like
a	lot	more
a	lot	of
a	loudspeaker	and
a	love	letter
a	low	crime
a	low	hassle
a	low	level
a	low	priority
a	low	risk
a	lower	rate
a	lower	standard
a	lozano	hundreds
a	m	and
a	m	at
a	m	l
a	m	on
a	mac	donald
a	macabre	reference
a	machine	learning
a	machine	to
a	machine	with
a	magistrate	might
a	magistrate	s
a	magistrate	that
a	magistrate	to
a	magnetic	stimulator
a	major	boon
a	major	breakthrough
a	major	impetus
a	major	role
a	major	spike
a	major	united
a	majority	of
a	makeshift	memorial
a	makeshift	solution
a	malicious	officer
a	mall	near
a	man	died
a	man	from
a	man	has
a	man	he
a	man	in
a	man	of
a	man	s
a	man	shot
a	man	sleeping
a	man	still
a	man	the
a	maniac	will
a	manifest	disparate
a	manifest	relationship
a	manifesto	for
a	manner	necessary
a	manner	that
a	manufactory	of
a	map	boston
a	map	each
a	map	in
a	map	of
a	map	that
a	map	through
a	marathon	not
a	march	alongside
a	march	funeral
a	margeson	bringing
a	mark	of
a	mark	or
a	marked	increase
a	maroney	the
a	maryland	best
a	mask	they
a	masking	disparate
a	mass	crime
a	mass	scale
a	mass	shooting
a	massive	amount
