to,the,u,1,2,2
were,able,to,1,2,2
what,we,ve,1,2,2
who,will,be,1,2,2
will,also,be,1,2,2
will,be,the,1,2,2
will,soon,be,1,2,2
work,with,the,1,2,2
year,prison,sentence,1,2,2
in,addition,to,4,7,1.75
in,recent,years,4,7,1.75
a,lot,of,3,5,1.666666667
some,of,the,3,5,1.666666667
the,threat,of,3,5,1.666666667
a,year,old,2,3,1.5
according,to,the,8,12,1.5
across,the,nation,2,3,1.5
arrest,and,prosecution,2,3,1.5
in,l,a,2,3,1.5
in,the,number,2,3,1.5
length,words,a,2,3,1.5
of,justice,office,2,3,1.5
of,the,department,2,3,1.5
of,the,last,2,3,1.5
on,the,police,2,3,1.5
that,the,police,2,3,1.5
the,community,policing,2,3,1.5
the,state,of,2,3,1.5
the,suspect,is,2,3,1.5
to,bring,the,2,3,1.5
to,police,and,2,3,1.5
to,report,to,2,3,1.5
to,the,mayor,2,3,1.5
washington,d,c,2,3,1.5
in,more,than,3,4,1.333333333
out,of,the,4,5,1.25
in,the,city,7,8,1.142857143
a,cell,phone,1,1,1
a,column,national,1,1,1
a,community,based,1,1,1
a,county,sheriff,2,2,1
a,crisis,of,1,1,1
a,direct,result,1,1,1
a,domestic,violence,1,1,1
a,federal,criminal,1,1,1
a,group,of,1,1,1
a,high,rate,1,1,1
a,man,in,1,1,1
a,myriad,of,1,1,1
a,person,of,1,1,1
a,search,warrant,1,1,1
a,tip,from,1,1,1
a,vehicle,and,1,1,1
a,well,known,1,1,1
about,crime,and,1,1,1
about,of,the,1,1,1
according,to,a,3,3,1
accused,him,of,1,1,1
addition,to,the,1,1,1
agencies,as,well,1,1,1
agent,in,charge,1,1,1
an,analysis,of,1,1,1
an,elderly,woman,1,1,1
an,estimated,million,1,1,1
and,a,child,1,1,1
and,gang,activity,1,1,1
and,if,the,1,1,1
and,non,violent,1,1,1
and,pictures,of,1,1,1
and,security,of,1,1,1
and,that,this,1,1,1
and,the,department,1,1,1
and,the,los,1,1,1
and,the,state,2,2,1
angeles,field,office,1,1,1
any,member,of,1,1,1
anyone,who,has,1,1,1
anywhere,in,the,1,1,1
approach,to,policing,1,1,1
are,committed,by,1,1,1
are,linked,to,1,1,1
are,no,longer,3,3,1
are,of,the,1,1,1
are,seeking,the,1,1,1
are,the,people,1,1,1
argued,for,a,1,1,1
around,the,world,2,2,1
arrest,did,not,1,1,1
as,a,victim,1,1,1
as,responsible,for,1,1,1
at,a,community,1,1,1
at,the,beginning,1,1,1
at,the,university,1,1,1
based,approach,to,1,1,1
be,a,good,1,1,1
be,made,to,1,1,1
before,conducting,a,1,1,1
beginning,of,the,1,1,1
benefits,in,the,1,1,1
by,at,least,1,1,1
by,local,law,1,1,1
by,the,department,2,2,1
can,be,found,1,1,1
can,contribute,to,1,1,1
can,do,to,1,1,1
can,learn,from,1,1,1
can,t,get,1,1,1
certain,crimes,and,1,1,1
change,in,law,1,1,1
cities,across,the,1,1,1
column,national,desk,1,1,1
come,to,be,1,1,1
community,based,approach,1,1,1
community,partnerships,and,1,1,1
company,of,documents,1,1,1
compared,to,other,1,1,1
copyright,the,new,1,1,1
court,at,a,1,1,1
crime,and,that,1,1,1
crime,at,the,2,2,1
crime,in,this,1,1,1
crime,such,as,1,1,1
crimes,law,enforcement,1,1,1
crimes,such,as,2,2,1
d,c,the,1,1,1
data,in,a,1,1,1
date,september,language,1,1,1
dealing,with,the,1,1,1
department,and,the,1,1,1
department,said,but,1,1,1
desk,pg,length,1,1,1
details,about,the,1,1,1
didn,t,go,1,1,1
direct,result,of,1,1,1
documents,the,times,1,1,1
drug,enforcement,administration,1,1,1
drug,trafficking,and,1,1,1
each,other,the,1,1,1
escape,from,a,1,1,1
executive,research,forum,1,1,1
expected,to,be,1,1,1
explained,that,the,1,1,1
figure,in,the,1,1,1
five,years,of,1,1,1
for,a,second,1,1,1
for,a,wide,1,1,1
for,certain,crimes,1,1,1
for,more,than,1,1,1
for,robbery,and,1,1,1
for,several,years,1,1,1
for,the,nypd,1,1,1
for,their,support,1,1,1
from,the,police,1,1,1
from,the,san,1,1,1
from,the,state,1,1,1
good,way,to,1,1,1
has,been,convicted,1,1,1
have,the,same,2,2,1
he,did,not,2,2,1
he,has,been,1,1,1
he,pointed,to,1,1,1
he,will,be,1,1,1
high,rate,of,1,1,1
how,law,enforcement,1,1,1
html,load,date,1,1,1
i,didn,t,1,1,1
i,don,t,1,1,1
if,we,are,1,1,1
in,a,new,1,1,1
in,one,instance,1,1,1
in,place,to,2,2,1
in,prison,on,1,1,1
in,some,of,1,1,1
in,the,big,1,1,1
in,the,crime,1,1,1
in,the,nature,1,1,1
in,the,netherlands,1,1,1
in,the,religious,1,1,1
in,there,were,1,1,1
in,washington,d,1,1,1
in,which,police,2,2,1
incident,to,the,1,1,1
indicating,that,the,1,1,1
information,on,the,1,1,1
involved,with,the,1,1,1
is,a,lot,1,1,1
is,on,the,1,1,1
is,to,reach,1,1,1
it,doesn,t,1,1,1
it,is,unclear,1,1,1
l,a,area,1,1,1
l,a,county,4,4,1
lapd,los,angeles,1,1,1
large,amounts,of,1,1,1
last,year,a,1,1,1
last,year,according,1,1,1
late,edition,final,1,1,1
law,enforcement,will,1,1,1
length,words,new,1,1,1
limited,all,rights,1,1,1
linked,to,the,2,2,1
load,date,september,1,1,1
location,in,an,1,1,1
long,history,of,1,1,1
looking,at,the,1,1,1
los,angeles,and,4,4,1
los,angeles,field,1,1,1
los,angeles,this,1,1,1
lot,of,it,1,1,1
louis,post,dispatch,2,2,1
major,cities,across,1,1,1
man,on,the,1,1,1
may,be,a,1,1,1
member,of,the,1,1,1
more,than,he,1,1,1
more,than,in,1,1,1
more,than,people,1,1,1
must,come,from,1,1,1
national,desk,pg,1,1,1
new,information,is,1,1,1
news,pg,length,1,1,1
newspaper,journal,code,4,4,1
nor,any,member,1,1,1
of,a,minor,1,1,1
of,a,month,1,1,1
of,all,murders,1,1,1
of,being,a,1,1,1
of,cocaine,inside,1,1,1
of,crimes,such,1,1,1
of,domestic,violence,1,1,1
of,it,is,1,1,1
of,the,cases,1,1,1
of,the,community,2,2,1
of,the,compstat,1,1,1
of,the,error,1,1,1
of,the,group,1,1,1
of,the,more,1,1,1
of,the,muslim,1,1,1
of,the,organization,1,1,1
of,the,prison,1,1,1
of,the,victims,1,1,1
of,the,work,1,1,1
of,up,to,1,1,1
of,what,was,1,1,1
of,what,we,1,1,1
of,which,are,1,1,1
officer,of,the,1,1,1
officers,and,the,1,1,1
officers,assigned,to,1,1,1
officers,use,of,1,1,1
officials,with,the,1,1,1
on,the,public,1,1,1
on,the,side,1,1,1
on,the,use,1,1,1
on,the,west,1,1,1
one,of,a,1,1,1
one,of,them,1,1,1
or,if,the,1,1,1
or,whether,they,1,1,1
other,information,on,1,1,1
part,of,an,1,1,1
people,who,have,1,1,1
person,of,interest,1,1,1
personal,and,social,1,1,1
place,at,the,1,1,1
place,in,the,2,2,1
police,as,a,1,1,1
police,department,and,2,2,1
police,department,with,1,1,1
police,executive,research,1,1,1
police,officers,and,1,1,1
police,use,of,1,1,1
police,went,to,1,1,1
possession,of,a,2,2,1
prison,sentence,for,1,1,1
program,to,help,1,1,1
property,crimes,it,1,1,1
providing,information,about,1,1,1
questions,remain,about,1,1,1
rate,in,the,1,1,1
recent,years,the,1,1,1
record,of,the,1,1,1
related,to,a,1,1,1
related,to,the,1,1,1
reported,by,the,1,1,1
responded,to,a,1,1,1
resulted,in,a,1,1,1
s,attorneys,have,1,1,1
s,department,and,1,1,1
s,most,wanted,1,1,1
s,office,to,2,2,1
section,a,column,1,1,1
section,section,a,1,1,1
see,themselves,as,1,1,1
september,language,english,1,1,1
share,information,about,1,1,1
she,has,a,1,1,1
sheriff,lee,baca,1,1,1
sheriff,s,office,1,1,1
shooting,in,the,1,1,1
side,of,the,2,2,1
solely,on,the,1,1,1
some,of,our,1,1,1
special,agent,in,1,1,1
spike,in,violent,1,1,1
st,louis,post,2,2,1
task,force,on,1,1,1
that,is,so,1,1,1
that,it,was,2,2,1
that,led,to,1,1,1
that,some,people,1,1,1
that,the,agency,1,1,1
that,the,federal,1,1,1
that,the,nypd,1,1,1
that,the,united,1,1,1
that,the,use,1,1,1
that,they,have,2,2,1
that,this,is,2,2,1
the,big,apple,1,1,1
the,crime,in,1,1,1
the,crime,scene,1,1,1
the,department,s,7,7,1
the,drug,enforcement,1,1,1
the,emphasis,on,1,1,1
the,entire,city,1,1,1
the,executive,director,1,1,1
the,fbi,was,1,1,1
the,human,rights,1,1,1
the,incident,to,1,1,1
the,influence,of,1,1,1
the,investigation,and,1,1,1
the,last,years,1,1,1
the,men,involved,1,1,1
the,needs,of,1,1,1
the,nypd,is,1,1,1
the,officer,in,1,1,1
the,orange,county,1,1,1
the,people,who,1,1,1
the,police,executive,1,1,1
the,privacy,of,1,1,1
the,prosecution,of,1,1,1
the,protection,of,1,1,1
the,residents,of,1,1,1
the,scene,of,2,2,1
the,side,of,1,1,1
the,so,called,1,1,1
the,target,of,1,1,1
the,world,that,1,1,1
there,are,many,1,1,1
there,is,nothing,1,1,1
there,was,not,1,1,1
they,are,cooperating,1,1,1
things,such,as,1,1,1
those,who,have,3,3,1
throughout,the,city,1,1,1
time,in,the,1,1,1
times,company,of,1,1,1
tip,from,a,1,1,1
to,a,police,1,1,1
to,a,violent,1,1,1
to,assist,in,1,1,1
to,be,the,2,2,1
to,court,documents,1,1,1
to,crime,hot,1,1,1
to,escape,from,1,1,1
to,grow,marijuana,1,1,1
to,have,been,1,1,1
to,have,to,1,1,1
to,help,his,1,1,1
to,help,them,1,1,1
to,live,in,1,1,1
to,maintain,their,1,1,1
to,meet,the,1,1,1
to,more,than,1,1,1
to,police,the,1,1,1
to,provide,them,1,1,1
to,seek,the,1,1,1
to,support,his,1,1,1
to,the,department,1,1,1
to,the,massive,1,1,1
to,the,two,1,1,1
to,track,crime,1,1,1
type,newspaper,journal,4,4,1
u,s,cities,1,1,1
u,s,while,1,1,1
united,states,in,1,1,1
united,states,is,1,1,1
united,states,it,1,1,1
university,of,california,1,1,1
violent,crime,rates,1,1,1
walking,the,streets,1,1,1
want,to,know,1,1,1
we,have,an,1,1,1
went,to,the,1,1,1
were,charged,with,1,1,1
when,the,fbi,1,1,1
while,he,was,1,1,1
who,had,been,1,1,1
who,wish,to,1,1,1
will,be,in,1,1,1
with,intent,to,1,1,1
with,more,than,1,1,1
with,the,public,1,1,1
with,the,rate,1,1,1
with,the,task,1,1,1
with,them,and,1,1,1
would,otherwise,be,1,1,1
york,times,company,1,1,1
young,people,that,1,1,1
the,public,s,6,5,0.833333333
the,nation,s,4,3,0.75
this,is,a,4,3,0.75
the,city,s,15,11,0.733333333
he,said,the,6,4,0.666666667
in,the,nation,3,2,0.666666667
law,enforcement,have,3,2,0.666666667
of,a,felony,3,2,0.666666667
on,suspicion,of,3,2,0.666666667
reach,out,to,3,2,0.666666667
the,city,of,3,2,0.666666667
the,increase,in,3,2,0.666666667
who,have,been,3,2,0.666666667
april,language,english,5,3,0.6
date,april,language,5,3,0.6
group,inc,all,10,6,0.6
load,date,april,5,3,0.6
and,los,angeles,14,8,0.571428571
of,the,city,11,6,0.545454545
a,plan,to,2,1,0.5
a,sheriff,s,2,1,0.5
a,spike,in,2,1,0.5
a,warrant,was,2,1,0.5
according,to,court,2,1,0.5
after,a,warrant,2,1,0.5
and,a,new,2,1,0.5
and,created,a,2,1,0.5
and,particularly,the,2,1,0.5
and,the,city,2,1,0.5
arrested,on,suspicion,2,1,0.5
at,bay,in,2,1,0.5
at,p,m,2,1,0.5
com,load,date,2,1,0.5
come,out,of,2,1,0.5
concerned,about,the,2,1,0.5
crime,and,has,2,1,0.5
daily,news,california,2,1,0.5
deal,with,the,2,1,0.5
documents,san,gabriel,2,1,0.5
documents,the,new,2,1,0.5
documents,whittier,daily,2,1,0.5
executive,director,of,2,1,0.5
expansion,of,the,2,1,0.5
fair,share,of,2,1,0.5
fbi,s,san,2,1,0.5
file,a,petition,2,1,0.5
first,six,months,2,1,0.5
for,investigation,of,2,1,0.5
gabriel,valley,tribune,2,1,0.5
go,to,the,2,1,0.5
has,seen,an,2,1,0.5
held,at,the,2,1,0.5
in,collaboration,with,2,1,0.5
in,crime,and,2,1,0.5
in,property,crimes,2,1,0.5
in,the,aftermath,2,1,0.5
in,the,san,2,1,0.5
is,asked,to,2,1,0.5
is,one,of,2,1,0.5
lead,to,the,2,1,0.5
less,than,percent,2,1,0.5
los,angeles,area,2,1,0.5
ltd,all,rights,2,1,0.5
must,file,a,2,1,0.5
not,going,to,2,1,0.5
of,documents,san,2,1,0.5
of,documents,whittier,2,1,0.5
of,the,home,2,1,0.5
officer,on,the,2,1,0.5
officers,will,be,2,1,0.5
on,religion,and,2,1,0.5
over,the,last,2,1,0.5
percent,between,and,2,1,0.5
police,department,he,2,1,0.5
police,have,a,2,1,0.5
precursor,to,the,2,1,0.5
president,of,the,2,1,0.5
referring,to,a,2,1,0.5
s,anti,gang,2,1,0.5
s,department,said,2,1,0.5
s,efforts,to,2,1,0.5
s,san,francisco,2,1,0.5
s,violent,crime,2,1,0.5
said,that,it,2,1,0.5
san,gabriel,valley,2,1,0.5
section,news,pg,2,1,0.5
six,months,of,2,1,0.5
states,department,of,2,1,0.5
than,ever,before,2,1,0.5
that,will,be,2,1,0.5
the,car,and,2,1,0.5
the,department,said,2,1,0.5
the,precursor,to,2,1,0.5
the,victim,was,2,1,0.5
this,is,an,2,1,0.5
to,have,their,2,1,0.5
to,make,it,2,1,0.5
took,place,in,2,1,0.5
united,states,department,2,1,0.5
url,http,www,2,1,0.5
valley,tribune,california,2,1,0.5
violent,and,non,2,1,0.5
violent,crime,and,4,2,0.5
was,asked,to,2,1,0.5
we,re,not,2,1,0.5
whittier,daily,news,2,1,0.5
with,a,year,2,1,0.5
year,according,to,2,1,0.5
members,of,the,9,4,0.444444444
in,the,country,5,2,0.4
in,the,first,5,2,0.4
in,violent,crime,10,4,0.4
to,deal,with,5,2,0.4
of,documents,the,13,5,0.384615385
a,significant,role,3,1,0.333333333
a,spokesman,for,3,1,0.333333333
and,it,s,3,1,0.333333333
as,los,angeles,3,1,0.333333333
assigned,to,the,3,1,0.333333333
august,language,english,3,1,0.333333333
back,to,the,3,1,0.333333333
cocaine,heroin,and,3,1,0.333333333
creation,of,a,3,1,0.333333333
crime,and,a,3,1,0.333333333
crime,rate,in,3,1,0.333333333
date,august,language,3,1,0.333333333
drop,in,crime,3,1,0.333333333
in,crime,in,3,1,0.333333333
including,cocaine,heroin,3,1,0.333333333
language,english,graphic,3,1,0.333333333
load,date,august,3,1,0.333333333
los,angeles,for,3,1,0.333333333
los,angeles,the,3,1,0.333333333
more,hardened,criminals,3,1,0.333333333
of,southern,california,3,1,0.333333333
of,violent,crime,3,1,0.333333333
out,of,prison,3,1,0.333333333
spokesman,for,the,3,1,0.333333333
than,a,year,3,1,0.333333333
the,creation,of,3,1,0.333333333
the,l,a,6,2,0.333333333
to,reach,out,3,1,0.333333333
with,the,los,3,1,0.333333333
you,don,t,3,1,0.333333333
date,december,language,10,3,0.3
december,language,english,10,3,0.3
newspaper,group,inc,10,3,0.3
section,news,length,10,3,0.3
county,sheriff,s,17,5,0.294117647
angeles,police,department,18,5,0.277777778
sheriff,s,department,18,5,0.277777778
angeles,newspaper,group,11,3,0.272727273
inc,and,los,11,3,0.272727273
los,angeles,newspaper,11,3,0.272727273
an,increase,in,4,1,0.25
copyright,medianews,group,12,3,0.25
crime,statistics,and,4,1,0.25
department,in,the,4,1,0.25
group,inc,and,12,3,0.25
in,an,interview,4,1,0.25
medianews,group,inc,12,3,0.25
news,length,words,12,3,0.25
newspaper,copyright,medianews,12,3,0.25
of,the,los,4,1,0.25
percent,of,the,4,1,0.25
significant,role,in,8,2,0.25
the,rise,in,4,1,0.25
violent,crime,in,4,1,0.25
violent,crimes,as,4,1,0.25
publication,type,newspaper,38,9,0.236842105
english,publication,type,35,8,0.228571429
language,english,publication,35,8,0.228571429
and,property,crimes,5,1,0.2
los,angeles,a,5,1,0.2
newspaper,copyright,the,5,1,0.2
the,los,angeles,56,11,0.196428571
reserved,of,documents,37,7,0.189189189
rights,reserved,of,37,7,0.189189189
documents,pasadena,star,6,1,0.166666667
of,documents,pasadena,6,1,0.166666667
pasadena,star,news,6,1,0.166666667
star,news,california,6,1,0.166666667
los,angeles,police,39,6,0.153846154
type,newspaper,copyright,33,5,0.151515152
a,percent,drop,7,1,0.142857143
crimes,against,children,7,1,0.142857143
angeles,county,sheriff,16,2,0.125
pg,length,words,16,2,0.125
state,of,the,8,1,0.125
said,in,a,11,1,0.090909091
in,los,angeles,41,3,0.073170732
use,of,force,16,1,0.0625
of,los,angeles,27,1,0.037037037
all,rights,reserved,497,8,0.016096579
inc,all,rights,475,6,0.012631579
load,date,december,276,3,0.010869565
of,documents,copyright,460,3,0.006521739
los,angeles,county,954,2,0.002096436
